Entity,Code,Day,0-17 years,12-17 years,18-24 years,20-29 years,12-15 years,16-19 years,18-29 years,30-39 years,40-49 years,5-11 years,50-59 years,60-69 years,60-64 years,50-54 years,55-59 years,25-49 years,65-69 years,70-74 years,80+ years,80-89 years,75-79 years,70-79 years,10-14 years,15-17 years,5-9 years,90+ years,0-19 years,65+ years,12-64 years
Hong Kong,HKG,2021-10-05,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0,,
Hong Kong,HKG,2021-10-06,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0,,
Hong Kong,HKG,2021-10-07,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0,,
Hong Kong,HKG,2021-10-08,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0,,
Hong Kong,HKG,2021-10-09,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0,,
Hong Kong,HKG,2021-10-10,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-11,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-12,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-13,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,,,
Hong Kong,HKG,2021-10-14,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-15,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-16,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-17,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-18,,,,0,,,,0,0.01,,0.01,0,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-19,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-20,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-21,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-22,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-23,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-24,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-25,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-26,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0,,,,,0.01,,
Hong Kong,HKG,2021-10-27,,,,0,,,,0,0.01,,0.01,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-10-28,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-10-29,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-10-30,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-10-31,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-01,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-02,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-03,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-04,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-05,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-06,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-07,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-08,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-09,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-10,,,,0,,,,0.01,0.02,,0.02,0.01,,,,,,,0,,,0.01,,,,,0.01,,
Hong Kong,HKG,2021-11-11,,,,0.02,,,,0.05,0.12,,0.16,0.85,,,,,,,0.22,,,0.65,,,,,0.01,,
Hong Kong,HKG,2021-11-12,,,,0.03,,,,0.08,0.19,,0.24,1.32,,,,,,,0.35,,,1.06,,,,,0.01,,
Hong Kong,HKG,2021-11-13,,,,0.05,,,,0.12,0.28,,0.35,1.77,,,,,,,0.43,,,1.34,,,,,0.01,,
Hong Kong,HKG,2021-11-14,,,,0.06,,,,0.15,0.35,,0.45,2.01,,,,,,,0.47,,,1.46,,,,,0.01,,
Hong Kong,HKG,2021-11-15,,,,0.07,,,,0.17,0.41,,0.52,2.34,,,,,,,0.55,,,1.71,,,,,0.01,,
Hong Kong,HKG,2021-11-16,,,,0.08,,,,0.2,0.46,,0.58,2.61,,,,,,,0.63,,,1.94,,,,,0.01,,
Hong Kong,HKG,2021-11-17,,,,0.08,,,,0.2,0.46,,0.59,2.67,,,,,,,0.66,,,2,,,,,0.01,,
Hong Kong,HKG,2021-11-18,,,,0.09,,,,0.24,0.53,,0.67,2.93,,,,,,,0.72,,,2.23,,,,,0.01,,
Hong Kong,HKG,2021-11-19,,,,0.11,,,,0.27,0.58,,0.73,3.2,,,,,,,0.79,,,2.45,,,,,0.01,,
Hong Kong,HKG,2021-11-20,,,,0.12,,,,0.3,0.65,,0.82,3.46,,,,,,,0.83,,,2.61,,,,,0.01,,
Hong Kong,HKG,2021-11-21,,,,0.13,,,,0.34,0.71,,0.89,3.6,,,,,,,0.85,,,2.68,,,,,0.01,,
Hong Kong,HKG,2021-11-22,,,,0.15,,,,0.38,0.78,,0.96,3.86,,,,,,,0.92,,,2.88,,,,,0.01,,
Hong Kong,HKG,2021-11-23,,,,0.18,,,,0.46,0.95,,1.19,4.09,,,,,,,0.98,,,3.06,,,,,0.01,,
Hong Kong,HKG,2021-11-24,,,,0.19,,,,0.47,0.99,,1.25,4.15,,,,,,,1.01,,,3.13,,,,,0.01,,
Hong Kong,HKG,2021-11-25,,,,0.23,,,,0.58,1.21,,1.53,4.42,,,,,,,1.08,,,3.37,,,,,0.01,,
Hong Kong,HKG,2021-11-26,,,,0.27,,,,0.68,1.4,,1.77,4.68,,,,,,,1.16,,,3.61,,,,,0.01,,
Hong Kong,HKG,2021-11-27,,,,0.35,,,,0.82,1.68,,2.09,4.92,,,,,,,1.22,,,3.78,,,,,0.01,,
Hong Kong,HKG,2021-11-28,,,,0.42,,,,0.96,1.94,,2.36,5.08,,,,,,,1.26,,,3.88,,,,,0.01,,
Hong Kong,HKG,2021-11-29,,,,0.46,,,,1.06,2.13,,2.59,5.33,,,,,,,1.34,,,4.11,,,,,0.02,,
Hong Kong,HKG,2021-11-30,,,,0.51,,,,1.16,2.31,,2.81,5.56,,,,,,,1.41,,,4.32,,,,,0.02,,
Hong Kong,HKG,2021-12-01,,,,0.52,,,,1.17,2.35,,2.87,5.63,,,,,,,1.44,,,4.38,,,,,0.02,,
Hong Kong,HKG,2021-12-02,,,,0.57,,,,1.27,2.55,,3.1,5.85,,,,,,,1.51,,,4.58,,,,,0.02,,
Hong Kong,HKG,2021-12-03,,,,0.61,,,,1.36,2.72,,3.31,6.06,,,,,,,1.56,,,4.77,,,,,0.02,,
Hong Kong,HKG,2021-12-04,,,,0.69,,,,1.49,2.94,,3.53,6.25,,,,,,,1.61,,,4.91,,,,,0.02,,
Hong Kong,HKG,2021-12-05,,,,0.76,,,,1.6,3.15,,3.72,6.36,,,,,,,1.64,,,4.98,,,,,0.02,,
Hong Kong,HKG,2021-12-06,,,,0.8,,,,1.68,3.31,,3.89,6.54,,,,,,,1.7,,,5.15,,,,,0.03,,
Hong Kong,HKG,2021-12-07,,,,0.84,,,,1.76,3.46,,4.07,6.72,,,,,,,1.76,,,5.31,,,,,0.03,,
Hong Kong,HKG,2021-12-08,,,,0.85,,,,1.78,3.5,,4.12,6.77,,,,,,,1.78,,,5.36,,,,,0.03,,
Hong Kong,HKG,2021-12-09,,,,0.9,,,,1.87,3.67,,4.31,6.96,,,,,,,1.84,,,5.53,,,,,0.03,,
Hong Kong,HKG,2021-12-10,,,,0.95,,,,1.95,3.81,,4.47,7.14,,,,,,,1.88,,,5.69,,,,,0.03,,
Hong Kong,HKG,2021-12-11,,,,1.01,,,,2.05,3.99,,4.66,7.3,,,,,,,1.91,,,5.8,,,,,0.03,,
Hong Kong,HKG,2021-12-12,,,,1.07,,,,2.17,4.16,,4.82,7.39,,,,,,,1.93,,,5.86,,,,,0.03,,
Hong Kong,HKG,2021-12-13,,,,1.12,,,,2.25,4.32,,4.99,7.56,,,,,,,1.98,,,6,,,,,0.03,,
Hong Kong,HKG,2021-12-14,,,,1.16,,,,2.33,4.46,,5.15,7.72,,,,,,,2.02,,,6.14,,,,,0.04,,
Hong Kong,HKG,2021-12-15,,,,1.17,,,,2.35,4.5,,5.2,7.78,,,,,,,2.03,,,6.19,,,,,0.04,,
Hong Kong,HKG,2021-12-16,,,,1.23,,,,2.44,4.68,,5.39,7.97,,,,,,,2.1,,,6.37,,,,,0.04,,
Hong Kong,HKG,2021-12-17,,,,1.29,,,,2.52,4.82,,5.56,8.15,,,,,,,2.14,,,6.51,,,,,0.04,,
Hong Kong,HKG,2021-12-18,,,,1.37,,,,2.63,5,,5.73,8.29,,,,,,,2.17,,,6.6,,,,,0.04,,
Hong Kong,HKG,2021-12-19,,,,1.44,,,,2.72,5.15,,5.88,8.39,,,,,,,2.18,,,6.65,,,,,0.05,,
Hong Kong,HKG,2021-12-20,,,,1.5,,,,2.8,5.28,,6.02,8.54,,,,,,,2.22,,,6.76,,,,,0.05,,
Hong Kong,HKG,2021-12-21,,,,1.56,,,,2.86,5.4,,6.14,8.65,,,,,,,2.24,,,6.83,,,,,0.05,,
Hong Kong,HKG,2021-12-22,,,,1.57,,,,2.88,5.44,,6.19,8.7,,,,,,,2.26,,,6.89,,,,,0.05,,
Hong Kong,HKG,2021-12-23,,,,1.65,,,,2.96,5.59,,6.36,8.88,,,,,,,2.31,,,7.05,,,,,0.06,,
Hong Kong,HKG,2021-12-24,,,,1.71,,,,3.03,5.71,,6.51,9.04,,,,,,,2.34,,,7.17,,,,,0.06,,
Hong Kong,HKG,2021-12-25,,,,1.77,,,,3.11,5.86,,6.66,9.16,,,,,,,2.36,,,7.24,,,,,0.06,,
Hong Kong,HKG,2021-12-26,,,,1.83,,,,3.18,5.99,,6.79,9.26,,,,,,,2.37,,,7.28,,,,,0.07,,
Hong Kong,HKG,2021-12-27,,,,1.9,,,,3.25,6.11,,6.9,9.34,,,,,,,2.39,,,7.34,,,,,0.07,,
Hong Kong,HKG,2021-12-28,,,,2,,,,3.35,6.3,,7.12,9.56,,,,,,,2.44,,,7.5,,,,,0.08,,
Hong Kong,HKG,2021-12-29,,,,2.02,,,,3.37,6.35,,7.19,9.64,,,,,,,2.46,,,7.57,,,,,0.08,,
Hong Kong,HKG,2021-12-30,,,,2.11,,,,3.47,6.53,,7.4,9.85,,,,,,,2.5,,,7.72,,,,,0.08,,
Hong Kong,HKG,2021-12-31,,,,2.17,,,,3.55,6.68,,7.57,10.01,,,,,,,2.54,,,7.86,,,,,0.09,,
Hong Kong,HKG,2022-01-01,,,,2.25,,,,3.67,6.88,,7.76,10.11,,,,,,,2.55,,,7.92,,,,,0.09,,
Hong Kong,HKG,2022-01-02,,,,2.35,,,,3.82,7.15,,8.03,10.22,,,,,,,2.58,,,7.99,,,,,0.1,,
Hong Kong,HKG,2022-01-03,,,,2.48,,,,4,7.47,,8.41,10.48,,,,,,,2.64,,,8.2,,,,,0.11,,
Hong Kong,HKG,2022-01-04,,,,2.65,,,,4.21,7.83,,8.78,10.74,,,,,,,2.72,,,8.4,,,,,0.12,,
Hong Kong,HKG,2022-01-05,,,,2.82,,,,4.44,8.21,,9.19,11.01,,,,,,,2.78,,,8.61,,,,,0.14,,
Hong Kong,HKG,2022-01-06,,,,3.02,,,,4.69,8.61,,9.61,11.29,,,,,,,2.86,,,8.82,,,,,0.15,,
Hong Kong,HKG,2022-01-07,,,,3.22,,,,4.95,9.04,,10.04,11.56,,,,,,,2.92,,,9.03,,,,,0.17,,
Hong Kong,HKG,2022-01-08,,,,3.38,,,,5.16,9.4,,10.38,11.75,,,,,,,2.97,,,9.17,,,,,0.18,,
Hong Kong,HKG,2022-01-09,,,,3.55,,,,5.38,9.76,,10.7,11.9,,,,,,,2.99,,,9.26,,,,,0.19,,
Hong Kong,HKG,2022-01-10,,,,3.75,,,,5.67,10.23,,11.18,12.22,,,,,,,3.08,,,9.52,,,,,0.2,,
Hong Kong,HKG,2022-01-11,,,,3.93,,,,5.96,10.68,,11.62,12.57,,,,,,,3.15,,,9.8,,,,,0.21,,
Hong Kong,HKG,2022-01-12,,,,4.11,,,,6.24,11.12,,12.06,12.9,,,,,,,3.22,,,10.05,,,,,0.23,,
Hong Kong,HKG,2022-01-13,,,,4.29,,,,6.56,11.61,,12.52,13.22,,,,,,,3.29,,,10.27,,,,,0.24,,
Hong Kong,HKG,2022-01-14,,,,4.48,,,,6.86,12.08,,12.96,13.53,,,,,,,3.36,,,10.49,,,,,0.25,,
Hong Kong,HKG,2022-01-15,,,,4.62,,,,7.09,12.46,,13.29,13.72,,,,,,,3.4,,,10.63,,,,,0.27,,
Hong Kong,HKG,2022-01-16,,,,4.81,,,,7.35,12.82,,13.59,13.86,,,,,,,3.43,,,10.71,,,,,0.29,,
Hong Kong,HKG,2022-01-17,,,,4.97,,,,7.64,13.28,,14.04,14.2,,,,,,,3.51,,,10.96,,,,,0.29,,
Hong Kong,HKG,2022-01-18,,,,5.13,,,,7.92,13.73,,14.47,14.52,,,,,,,3.58,,,11.2,,,,,0.3,,
Hong Kong,HKG,2022-01-19,,,,5.29,,,,8.23,14.17,,14.89,14.82,,,,,,,3.64,,,11.44,,,,,0.32,,
Hong Kong,HKG,2022-01-20,,,,5.46,,,,8.54,14.65,,15.35,15.12,,,,,,,3.7,,,11.65,,,,,0.33,,
Hong Kong,HKG,2022-01-21,,,,5.65,,,,8.86,15.17,,15.84,15.44,,,,,,,3.78,,,11.88,,,,,0.34,,
Hong Kong,HKG,2022-01-22,,,,5.82,,,,9.13,15.59,,16.21,15.65,,,,,,,3.82,,,12.01,,,,,0.36,,
Hong Kong,HKG,2022-01-23,,,,6.02,,,,9.43,16,,16.54,15.83,,,,,,,3.85,,,12.11,,,,,0.38,,
Hong Kong,HKG,2022-01-24,,,,6.23,,,,9.74,16.48,,17.03,16.22,,,,,,,3.96,,,12.38,,,,,0.39,,
Hong Kong,HKG,2022-01-25,,,,6.41,,,,10.03,16.95,,17.49,16.56,,,,,,,4.03,,,12.64,,,,,0.41,,
Hong Kong,HKG,2022-01-26,,,,6.62,,,,10.38,17.47,,18,16.91,,,,,,,4.1,,,12.89,,,,,0.43,,
Hong Kong,HKG,2022-01-27,,,,6.89,,,,10.79,18.09,,18.57,17.27,,,,,,,4.17,,,13.13,,,,,0.44,,
Hong Kong,HKG,2022-01-28,,,,7.15,,,,11.2,18.68,,19.1,17.6,,,,,,,4.24,,,13.35,,,,,0.47,,
Hong Kong,HKG,2022-01-29,,,,7.41,,,,11.57,19.2,,19.52,17.81,,,,,,,4.28,,,13.46,,,,,0.5,,
Hong Kong,HKG,2022-01-30,,,,7.66,,,,11.98,19.69,,19.89,17.97,,,,,,,4.3,,,13.54,,,,,0.52,,
Hong Kong,HKG,2022-01-31,,,,7.68,,,,12.01,19.75,,19.96,18.02,,,,,,,4.31,,,13.57,,,,,0.52,,
Hong Kong,HKG,2022-02-01,,,,7.68,,,,12.01,19.75,,19.96,18.02,,,,,,,4.31,,,13.57,,,,,,,
Hong Kong,HKG,2022-02-02,,,,7.68,,,,12.01,19.75,,19.96,18.02,,,,,,,4.31,,,13.58,,,,,0.52,,
Hong Kong,HKG,2022-02-03,,,,7.88,,,,12.29,20.14,,20.27,18.19,,,,,,,4.33,,,13.66,,,,,0.54,,
Hong Kong,HKG,2022-02-04,,,,8.1,,,,12.62,20.61,,20.73,18.52,,,,,,,4.39,,,13.85,,,,,0.56,,
Hong Kong,HKG,2022-02-05,,,,8.32,,,,12.95,21.07,,21.15,18.81,,,,,,,4.43,,,14.01,,,,,0.58,,
Hong Kong,HKG,2022-02-06,,,,8.55,,,,13.32,21.55,,21.54,19.05,,,,,,,4.47,,,14.14,,,,,0.6,,
Hong Kong,HKG,2022-02-07,,,,8.84,,,,13.73,22.18,,22.14,19.54,,,,,,,4.58,,,14.5,,,,,0.62,,
Hong Kong,HKG,2022-02-08,,,,9.11,,,,14.14,22.78,,22.81,20.08,,,,,,,4.7,,,14.92,,,,,0.64,,
Hong Kong,HKG,2022-02-09,,,,9.41,,,,14.57,23.4,,23.4,20.57,,,,,,,4.8,,,15.26,,,,,0.66,,
Hong Kong,HKG,2022-02-10,,,,9.72,,,,15.02,24.05,,24.04,21.06,,,,,,,4.9,,,15.62,,,,,0.68,,
Hong Kong,HKG,2022-02-11,,,,10.01,,,,15.47,24.71,,24.69,21.57,,,,,,,5.01,,,15.98,,,,,0.71,,
Hong Kong,HKG,2022-02-12,,,,10.27,,,,15.9,25.33,,25.24,21.95,,,,,,,5.09,,,16.23,,,,,0.73,,
Hong Kong,HKG,2022-02-13,,,,10.56,,,,16.34,25.91,,25.72,22.24,,,,,,,5.13,,,16.37,,,,,0.76,,
Hong Kong,HKG,2022-02-14,,,,10.85,,,,16.84,26.61,,26.43,22.8,,,,,,,5.25,,,16.79,,,,,0.78,,
Hong Kong,HKG,2022-02-15,,,,11.16,,,,17.34,27.32,,27.11,23.35,,,,,,,5.38,,,17.19,,,,,0.8,,
Hong Kong,HKG,2022-02-16,,,,11.48,,,,17.86,28.04,,27.83,23.95,,,,,,,5.5,,,17.61,,,,,0.82,,
Hong Kong,HKG,2022-02-17,,,,11.81,,,,18.43,28.8,,28.56,24.49,,,,,,,5.61,,,17.98,,,,,0.84,,
Hong Kong,HKG,2022-02-18,,,,12.15,,,,19,29.61,,29.33,25.06,,,,,,,5.72,,,18.36,,,,,0.86,,
Hong Kong,HKG,2022-02-19,,,,12.43,,,,19.49,30.26,,29.9,25.43,,,,,,,5.79,,,18.58,,,,,0.89,,
Hong Kong,HKG,2022-02-20,,,,12.71,,,,19.96,30.82,,30.38,25.7,,,,,,,5.83,,,18.73,,,,,0.91,,
Hong Kong,HKG,2022-02-21,,,,13.04,,,,20.48,31.52,,31.07,26.24,,,,,,,5.94,,,19.09,,,,,0.93,,
Hong Kong,HKG,2022-02-22,,,,13.33,,,,20.96,32.17,,31.71,26.76,,,,,,,6.05,,,19.45,,,,,0.95,,
Hong Kong,HKG,2022-02-23,,,,13.67,,,,21.51,32.84,,32.37,27.32,,,,,,,6.19,,,19.88,,,,,0.97,,
Hong Kong,HKG,2022-02-24,,,,14.07,,,,22.12,33.62,,33.1,27.88,,,,,,,6.33,,,20.3,,,,,1,,
Hong Kong,HKG,2022-02-25,,,,14.46,,,,22.78,34.53,,33.91,28.5,,,,,,,6.47,,,20.77,,,,,1.03,,
Hong Kong,HKG,2022-02-26,,,,14.83,,,,23.4,35.35,,34.59,29.01,,,,,,,6.62,,,21.14,,,,,1.06,,
Hong Kong,HKG,2022-02-27,,,,15.2,,,,23.97,36.04,,35.13,29.42,,,,,,,6.71,,,21.41,,,,,1.09,,
Hong Kong,HKG,2022-02-28,,,,15.61,,,,24.62,36.83,,35.9,30.18,,,,,,,6.97,,,22.1,,,,,1.12,,
Hong Kong,HKG,2022-03-01,,,,16.03,,,,25.24,37.61,,36.65,30.92,,,,,,,7.22,,,22.76,,,,,1.16,,
Hong Kong,HKG,2022-03-02,,,,16.49,,,,25.86,38.35,,37.39,31.62,,,,,,,7.44,,,23.37,,,,,1.19,,
Hong Kong,HKG,2022-03-03,,,,16.97,,,,26.55,39.19,,38.2,32.36,,,,,,,7.68,,,23.98,,,,,1.22,,
Hong Kong,HKG,2022-03-04,,,,17.45,,,,27.28,40.11,,39.02,33.08,,,,,,,7.94,,,24.58,,,,,1.26,,
Hong Kong,HKG,2022-03-05,,,,17.89,,,,27.93,40.96,,39.75,33.82,,,,,,,8.28,,,25.24,,,,,1.31,,
Hong Kong,HKG,2022-03-06,,,,18.31,,,,28.54,41.68,,40.35,34.37,,,,,,,8.5,,,25.65,,,,,1.36,,
Hong Kong,HKG,2022-03-07,,,,18.73,,,,29.15,42.41,,41.11,35.3,,,,,,,8.99,,,26.63,,,,,1.4,,
Hong Kong,HKG,2022-03-08,,,,19.14,,,,29.71,43.13,,41.81,36.13,,,,,,,9.41,,,27.4,,,,,1.44,,
Hong Kong,HKG,2022-03-09,,,,19.55,,,,30.28,43.81,,42.47,36.79,,,,,,,9.75,,,28.03,,,,,1.48,,
Hong Kong,HKG,2022-03-10,,,,20.01,,,,30.9,44.55,,43.18,37.45,,,,,,,10.08,,,28.58,,,,,1.52,,
Hong Kong,HKG,2022-03-11,,,,20.43,,,,31.52,45.33,,43.92,38.13,,,,,,,10.36,,,29.15,,,,,1.66,,
Hong Kong,HKG,2022-03-12,,,,20.82,,,,32.07,46.01,,44.52,38.64,,,,,,,10.59,,,29.56,,,,,1.88,,
Hong Kong,HKG,2022-03-13,,,,21.19,,,,32.57,46.6,,45.03,39.07,,,,,,,10.75,,,29.87,,,,,2.1,,
Hong Kong,HKG,2022-03-14,,,,21.59,,,,33.07,47.21,,45.62,39.65,,,,,,,11.02,,,30.39,,,,,2.25,,
Hong Kong,HKG,2022-03-15,,,,21.95,,,,33.53,47.79,,46.2,40.21,,,,,,,11.27,,,30.88,,,,,2.4,,
Hong Kong,HKG,2022-03-16,,,,22.32,,,,34.01,48.35,,46.75,40.71,,,,,,,11.51,,,31.32,,,,,2.55,,
Hong Kong,HKG,2022-03-17,,,,22.74,,,,34.54,48.94,,47.33,41.18,,,,,,,11.71,,,31.7,,,,,2.7,,
Hong Kong,HKG,2022-03-18,,,,23.11,,,,35.07,49.59,,47.93,41.67,,,,,,,11.92,,,32.08,,,,,2.84,,
Hong Kong,HKG,2022-03-19,,,,23.48,,,,35.58,50.17,,48.44,42.07,,,,,,,12.07,,,32.35,,,,,3.03,,
Hong Kong,HKG,2022-03-20,,,,23.83,,,,36.01,50.66,,48.84,42.35,,,,,,,12.16,,,32.53,,,,,3.21,,
Hong Kong,HKG,2022-03-21,,,,24.24,,,,36.5,51.24,,49.45,42.9,,,,,,,12.41,,,33,,,,,3.36,,
Hong Kong,HKG,2022-03-22,,,,24.62,,,,36.96,51.78,,50.03,43.41,,,,,,,12.65,,,33.42,,,,,3.53,,
Hong Kong,HKG,2022-03-23,,,,25.01,,,,37.41,52.3,,50.58,43.84,,,,,,,12.81,,,33.75,,,,,3.68,,
Hong Kong,HKG,2022-03-24,,,,25.47,,,,37.97,52.87,,51.13,44.24,,,,,,,12.96,,,34.04,,,,,3.82,,
Hong Kong,HKG,2022-03-25,,,,25.93,,,,38.55,53.54,,51.75,44.68,,,,,,,13.12,,,34.32,,,,,3.98,,
Hong Kong,HKG,2022-03-26,,,,26.37,,,,39.1,54.16,,52.29,45.04,,,,,,,13.25,,,34.56,,,,,4.17,,
Hong Kong,HKG,2022-03-27,,,,26.74,,,,39.54,54.64,,52.69,45.29,,,,,,,13.33,,,34.71,,,,,4.34,,
Hong Kong,HKG,2022-03-28,,,,27.11,,,,39.94,55.06,,53.14,45.67,,,,,,,13.51,,,35.02,,,,,4.48,,
Hong Kong,HKG,2022-03-29,,,,27.4,,,,40.27,55.42,,53.51,45.99,,,,,,,13.69,,,35.29,,,,,4.6,,
Hong Kong,HKG,2022-03-30,,,,27.68,,,,40.57,55.74,,53.85,46.28,,,,,,,13.86,,,35.55,,,,,4.71,,
Hong Kong,HKG,2022-03-31,,,,28.04,,,,40.95,56.1,,54.21,46.56,,,,,,,14.02,,,35.8,,,,,4.81,,
Hong Kong,HKG,2022-04-01,,,,28.45,,,,41.42,56.57,,54.62,46.85,,,,,,,14.16,,,36.02,,,,,4.95,,
Hong Kong,HKG,2022-04-02,,,,28.82,,,,41.87,57.04,,55.01,47.1,,,,,,,14.27,,,36.19,,,,,5.13,,
Hong Kong,HKG,2022-04-03,,,,29.09,,,,42.18,57.33,,55.23,47.24,,,,,,,14.33,,,36.29,,,,,5.28,,
Hong Kong,HKG,2022-04-04,,,,29.37,,,,42.48,57.62,,55.52,47.5,,,,,,,14.48,,,36.52,,,,,5.39,,
Hong Kong,HKG,2022-04-05,,,,29.55,,,,42.64,57.77,,55.64,47.58,,,,,,,14.52,,,36.58,,,,,5.49,,
Hong Kong,HKG,2022-04-06,,,,29.78,,,,42.88,57.99,,55.87,47.78,,,,,,,14.69,,,36.78,,,,,5.58,,
Hong Kong,HKG,2022-04-07,,,,30.05,,,,43.16,58.23,,56.12,47.99,,,,,,,14.83,,,36.99,,,,,5.65,,
Hong Kong,HKG,2022-04-08,,,,30.34,,,,43.5,58.55,,56.42,48.24,,,,,,,14.99,,,37.21,,,,,5.75,,
Hong Kong,HKG,2022-04-09,,,,30.62,,,,43.8,58.84,,56.66,48.44,,,,,,,15.09,,,37.38,,,,,5.88,,
Hong Kong,HKG,2022-04-10,,,,30.81,,,,44.02,59.04,,56.81,48.54,,,,,,,15.14,,,37.45,,,,,5.98,,
Hong Kong,HKG,2022-04-11,,,,31.05,,,,44.25,59.25,,57.03,48.76,,,,,,,15.29,,,37.68,,,,,6.07,,
Hong Kong,HKG,2022-04-12,,,,31.26,,,,44.46,59.43,,57.23,48.95,,,,,,,15.43,,,37.87,,,,,6.14,,
Hong Kong,HKG,2022-04-13,,,,31.57,,,,44.74,59.66,,57.44,49.12,,,,,,,15.53,,,38.03,,,,,6.21,,
Hong Kong,HKG,2022-04-14,,,,31.96,,,,45.12,59.99,,57.74,49.34,,,,,,,15.65,,,38.2,,,,,6.31,,
Hong Kong,HKG,2022-04-15,,,,32.28,,,,45.44,60.27,,57.99,49.52,,,,,,,15.71,,,38.3,,,,,6.44,,
Hong Kong,HKG,2022-04-16,,,,32.52,,,,45.68,60.5,,58.17,49.64,,,,,,,15.77,,,38.38,,,,,6.55,,
Hong Kong,HKG,2022-04-17,,,,32.73,,,,45.87,60.67,,58.29,49.73,,,,,,,15.8,,,38.43,,,,,6.64,,
Hong Kong,HKG,2022-04-18,,,,32.93,,,,46.02,60.79,,58.39,49.82,,,,,,,15.84,,,38.49,,,,,6.72,,
Hong Kong,HKG,2022-04-19,,,,33.14,,,,46.2,60.94,,58.54,49.97,,,,,,,15.98,,,38.65,,,,,6.78,,
Hong Kong,HKG,2022-04-20,,,,33.32,,,,46.36,61.07,,58.67,50.11,,,,,,,16.09,,,38.78,,,,,6.83,,
