Entity,Code,Year,Death rate,Birth rate
Sweden,SWE,1951,9.567461,15.57
Sweden,SWE,1952,9.306357,15.46
Sweden,SWE,1953,9.438318,15.36
Sweden,SWE,1954,9.32446,14.57
Sweden,SWE,1955,9.228367,14.77
Sweden,SWE,1956,9.373649,14.76
Sweden,SWE,1957,9.702743,14.55
Sweden,SWE,1958,9.385894,14.23
Sweden,SWE,1959,9.299176,14.05
Sweden,SWE,1960,9.823742,13.66
Sweden,SWE,1961,9.590422,13.89
Sweden,SWE,1962,9.9624195,14.19
Sweden,SWE,1963,9.856837,14.85
Sweden,SWE,1964,9.822077,16.01
Sweden,SWE,1965,9.948546,15.88
Sweden,SWE,1966,9.894612,15.8
Sweden,SWE,1967,9.977111,15.42
Sweden,SWE,1968,10.262431,14.29
Sweden,SWE,1969,10.349449,13.5
Sweden,SWE,1970,9.846309,13.7
Sweden,SWE,1971,10.078548,14.14
Sweden,SWE,1972,10.208371,13.84
Sweden,SWE,1973,10.401083,13.49
Sweden,SWE,1974,10.469252,13.48
Sweden,SWE,1975,10.678392,12.66
Sweden,SWE,1976,10.947171,11.97
Sweden,SWE,1977,10.615173,11.65
Sweden,SWE,1978,10.759899,11.28
Sweden,SWE,1979,10.906317,11.62
Sweden,SWE,1980,10.975337,11.7
Sweden,SWE,1981,10.98593,11.32
Sweden,SWE,1982,10.817548,11.18
Sweden,SWE,1983,10.824894,11.03
Sweden,SWE,1984,10.789352,11.28
Sweden,SWE,1985,11.191395,11.8
Sweden,SWE,1986,11.089623,12.18
Sweden,SWE,1987,11.0559435,12.48
Sweden,SWE,1988,11.420269,13.32
Sweden,SWE,1989,10.810046,13.7
Sweden,SWE,1990,11.073425,14.54
Sweden,SWE,1991,10.993802,14.37
Sweden,SWE,1992,10.881045,14.11
Sweden,SWE,1993,11.095412,13.46
Sweden,SWE,1994,10.445735,12.79
Sweden,SWE,1995,10.609027,11.72
Sweden,SWE,1996,10.60995,10.79
Sweden,SWE,1997,10.515908,10.25
Sweden,SWE,1998,10.507191,10.14
Sweden,SWE,1999,10.665685,10.05
Sweden,SWE,2000,10.51289,10.29
Sweden,SWE,2001,10.517491,10.37
Sweden,SWE,2002,10.630041,10.84
Sweden,SWE,2003,10.363781,11.19
Sweden,SWE,2004,10.05241,11.34
Sweden,SWE,2005,10.150686,11.34
Sweden,SWE,2006,10.045436,11.76
Sweden,SWE,2007,10.036911,11.82
Sweden,SWE,2008,9.929548,11.92
Sweden,SWE,2009,9.702421,12.04
Sweden,SWE,2010,9.656622,12.34
Sweden,SWE,2011,9.527717,11.82
Sweden,SWE,2012,9.664926,11.89
Sweden,SWE,2013,9.428875,11.83
Sweden,SWE,2014,9.199788,11.85
Sweden,SWE,2015,9.297803,11.72
Sweden,SWE,2016,9.206531,11.83
Sweden,SWE,2017,9.174242,11.47
Sweden,SWE,2018,9.086148,11.38
Sweden,SWE,2019,8.653994,11.14
Sweden,SWE,2020,9.475438,10.92
Sweden,SWE,2021,8.83955,10.97
Sweden,SWE,2022,9.041842,9.99
Sweden,SWE,2023,8.950771,9.5
Sweden,SWE,2024,8.631104,9.31
Switzerland,CHE,1876,17.750872,
Switzerland,CHE,1877,17.392395,
Switzerland,CHE,1878,17.397192,
Switzerland,CHE,1879,17.152826,
Switzerland,CHE,1880,16.714127,
Switzerland,CHE,1881,16.924788,
Switzerland,CHE,1882,17.05542,
Switzerland,CHE,1883,15.836441,
Switzerland,CHE,1884,15.736028,
Switzerland,CHE,1885,16.520563,
Switzerland,CHE,1886,16.17461,
Switzerland,CHE,1887,15.7697315,
Switzerland,CHE,1888,15.736736,
Switzerland,CHE,1889,16.009377,
Switzerland,CHE,1890,16.772614,
Switzerland,CHE,1891,16.006538,
Switzerland,CHE,1892,14.90864,
Switzerland,CHE,1893,15.887335,
Switzerland,CHE,1894,16.009125,
Switzerland,CHE,1895,14.950212,
Switzerland,CHE,1896,14.214086,
Switzerland,CHE,1897,13.817332,
Switzerland,CHE,1898,13.961015,
Switzerland,CHE,1899,13.795388,
Switzerland,CHE,1900,15.080937,
Switzerland,CHE,1901,14.075035,
Switzerland,CHE,1902,13.376746,
Switzerland,CHE,1903,13.81495,
Switzerland,CHE,1904,13.773406,
Switzerland,CHE,1905,14.189052,
Switzerland,CHE,1906,13.315594,
Switzerland,CHE,1907,13.347649,
Switzerland,CHE,1908,13.059486,
Switzerland,CHE,1909,13.240141,
Switzerland,CHE,1910,12.577699,
Switzerland,CHE,1911,12.871491,
Switzerland,CHE,1912,12.031714,
Switzerland,CHE,1913,12.302537,
Switzerland,CHE,1914,11.922944,
Switzerland,CHE,1915,11.619401,
Switzerland,CHE,1916,11.616777,
Switzerland,CHE,1917,12.297307,
Switzerland,CHE,1918,17.69433,
Switzerland,CHE,1919,12.678332,
Switzerland,CHE,1920,12.717034,
Switzerland,CHE,1921,11.213706,
Switzerland,CHE,1922,11.510124,
Switzerland,CHE,1923,10.542194,
Switzerland,CHE,1924,11.243585,
Switzerland,CHE,1925,10.992912,
Switzerland,CHE,1926,10.6234455,
Switzerland,CHE,1927,11.28657,
Switzerland,CHE,1928,11.0178995,
Switzerland,CHE,1929,11.596397,
Switzerland,CHE,1930,10.708405,
Switzerland,CHE,1931,11.313435,
Switzerland,CHE,1932,11.343658,16.74
Switzerland,CHE,1933,10.693939,16.37
Switzerland,CHE,1934,10.571804,16.22
Switzerland,CHE,1935,11.312759,15.92
Switzerland,CHE,1936,10.681406,15.51
Switzerland,CHE,1937,10.564687,14.85
Switzerland,CHE,1938,10.872638,15.09
Switzerland,CHE,1939,11.04236,15.04
Switzerland,CHE,1940,11.2404785,15.05
Switzerland,CHE,1941,10.396171,16.8
Switzerland,CHE,1942,10.220375,18.29
Switzerland,CHE,1943,10.193674,19.12
Switzerland,CHE,1944,11.172398,19.56
Switzerland,CHE,1945,10.809209,20.07
Switzerland,CHE,1946,10.563148,19.98
Switzerland,CHE,1947,10.674718,19.4
Switzerland,CHE,1948,10.227762,19.16
Switzerland,CHE,1949,10.100431,18.38
Switzerland,CHE,1950,9.582082,18.06
Switzerland,CHE,1951,10.066385,17.24
Switzerland,CHE,1952,9.456423,17.36
Switzerland,CHE,1953,9.745855,17.02
Switzerland,CHE,1954,9.543848,16.95
Switzerland,CHE,1955,9.677788,17.05
Switzerland,CHE,1956,9.793481,17.35
Switzerland,CHE,1957,9.610524,17.7
Switzerland,CHE,1958,9.150703,17.59
Switzerland,CHE,1959,9.180153,17.66
Switzerland,CHE,1960,9.46017,17.71
Switzerland,CHE,1961,9.125744,18.25
Switzerland,CHE,1962,9.605332,18.71
Switzerland,CHE,1963,9.711988,19.31
Switzerland,CHE,1964,8.951565,19.49
Switzerland,CHE,1965,9.185954,19.09
Switzerland,CHE,1966,9.164842,18.54
Switzerland,CHE,1967,8.947998,17.92
Switzerland,CHE,1968,9.231674,17.32
Switzerland,CHE,1969,9.243726,16.7
Switzerland,CHE,1970,9.012284,16.05
Switzerland,CHE,1971,9.118863,15.49
Switzerland,CHE,1972,8.866433,14.59
Switzerland,CHE,1973,8.87965,13.87
Switzerland,CHE,1974,8.749046,13.33
Switzerland,CHE,1975,8.666112,12.38
Switzerland,CHE,1976,8.907236,11.77
Switzerland,CHE,1977,8.744469,11.59
Switzerland,CHE,1978,9.095741,11.36
Switzerland,CHE,1979,9.04455,11.44
Switzerland,CHE,1980,9.269689,11.66
Switzerland,CHE,1981,9.346211,11.61
Switzerland,CHE,1982,9.200468,11.72
Switzerland,CHE,1983,9.392018,11.48
Switzerland,CHE,1984,9.034578,11.6
Switzerland,CHE,1985,9.1502695,11.54
Switzerland,CHE,1986,9.189455,11.73
Switzerland,CHE,1987,9.045295,11.69
Switzerland,CHE,1988,9.152096,12.19
Switzerland,CHE,1989,9.109434,12.21
Switzerland,CHE,1990,9.465473,12.51
Switzerland,CHE,1991,9.19846,12.68
Switzerland,CHE,1992,9.027281,12.64
Switzerland,CHE,1993,8.983839,12.08
Switzerland,CHE,1994,8.837748,11.87
Switzerland,CHE,1995,8.974356,11.68
Switzerland,CHE,1996,8.818016,11.74
Switzerland,CHE,1997,8.824324,11.37
Switzerland,CHE,1998,8.762636,11.11
Switzerland,CHE,1999,8.726524,10.98
Switzerland,CHE,2000,8.678063,10.92
Switzerland,CHE,2001,8.454022,10.01
Switzerland,CHE,2002,8.478613,9.95
Switzerland,CHE,2003,8.593024,9.8
Switzerland,CHE,2004,8.149632,9.9
Switzerland,CHE,2005,8.214138,9.81
Switzerland,CHE,2006,8.0363,9.82
Switzerland,CHE,2007,8.1055765,9.88
Switzerland,CHE,2008,8.035377,10.04
Switzerland,CHE,2009,8.0757065,10.12
Switzerland,CHE,2010,8.023014,10.26
Switzerland,CHE,2011,7.8488984,10.21
Switzerland,CHE,2012,8.032577,10.28
Switzerland,CHE,2013,8.044869,10.23
Switzerland,CHE,2014,7.8122015,10.42
Switzerland,CHE,2015,8.1669445,10.45
Switzerland,CHE,2016,7.752478,10.5
Switzerland,CHE,2017,7.91867,10.34
Switzerland,CHE,2018,7.8746552,10.32
Switzerland,CHE,2019,7.900258,10.05
Switzerland,CHE,2020,8.817855,9.95
Switzerland,CHE,2021,8.179234,10.3
Switzerland,CHE,2022,8.481432,9.39
Switzerland,CHE,2023,8.117378,9
Taiwan,TWN,1970,4.505946,
Taiwan,TWN,1971,4.4451985,
Taiwan,TWN,1972,4.398603,
Taiwan,TWN,1973,4.4549503,
Taiwan,TWN,1974,4.438602,
Taiwan,TWN,1975,4.401735,
Taiwan,TWN,1976,4.406552,26.01
Taiwan,TWN,1977,4.4887934,23.63
Taiwan,TWN,1978,4.4453936,24.25
Taiwan,TWN,1979,4.5359316,24.37
Taiwan,TWN,1980,4.5691557,23.35
Taiwan,TWN,1981,4.6820335,23.07
Taiwan,TWN,1982,4.6193795,21.97
Taiwan,TWN,1983,4.764165,20.49
Taiwan,TWN,1984,4.6435843,19.55
Taiwan,TWN,1985,4.7095637,17.93
Taiwan,TWN,1986,4.81642,15.83
Taiwan,TWN,1987,4.8709927,16.02
Taiwan,TWN,1988,5.0909576,17.3
Taiwan,TWN,1989,5.101156,15.65
Taiwan,TWN,1990,5.148616,16.63
Taiwan,TWN,1991,5.1072164,15.63
Taiwan,TWN,1992,5.276065,15.53
Taiwan,TWN,1993,5.273913,15.61
Taiwan,TWN,1994,5.346817,15.36
Taiwan,TWN,1995,5.551531,15.36
Taiwan,TWN,1996,5.6068335,15.14
Taiwan,TWN,1997,5.5249133,15.03
Taiwan,TWN,1998,5.5923204,12.32
Taiwan,TWN,1999,5.6937494,12.92
Taiwan,TWN,2000,5.6197557,13.86
Taiwan,TWN,2001,5.6693625,11.55
Taiwan,TWN,2002,5.669833,10.99
Taiwan,TWN,2003,5.7785964,10.09
Taiwan,TWN,2004,5.9118757,9.62
Taiwan,TWN,2005,6.1171417,9.09
Taiwan,TWN,2006,5.9482274,9.02
Taiwan,TWN,2007,6.095805,8.9
Taiwan,TWN,2008,6.217821,8.55
Taiwan,TWN,2009,6.198172,8.33
Taiwan,TWN,2010,6.2776246,7.2
Taiwan,TWN,2011,6.5807014,8.56
Taiwan,TWN,2012,6.648777,10.09
Taiwan,TWN,2013,6.6467853,8.35
Taiwan,TWN,2014,6.957957,9.04
Taiwan,TWN,2015,6.955607,9.09
Taiwan,TWN,2016,7.3243785,8.83
Taiwan,TWN,2017,7.2769856,8.26
Taiwan,TWN,2018,7.296529,7.66
Taiwan,TWN,2019,7.4147105,7.42
Taiwan,TWN,2020,7.312525,6.84
Taiwan,TWN,2021,7.801761,6.69
Taiwan,TWN,2022,8.877472,5.89
Taiwan,TWN,2023,8.795315,5.74
Ukraine,UKR,1959,6.8057456,20.89
Ukraine,UKR,1960,6.3589826,20.55
Ukraine,UKR,1961,6.5667777,19.45
Ukraine,UKR,1962,7.113623,18.74
Ukraine,UKR,1963,6.8836904,17.89
Ukraine,UKR,1964,6.681743,16.5
Ukraine,UKR,1965,7.2704716,15.25
Ukraine,UKR,1966,7.2687817,15.57
Ukraine,UKR,1967,7.726774,15.13
Ukraine,UKR,1968,7.7830396,14.86
Ukraine,UKR,1969,8.360502,14.64
Ukraine,UKR,1970,8.619198,15.21
Ukraine,UKR,1971,8.71051,15.47
Ukraine,UKR,1972,8.998792,15.54
Ukraine,UKR,1973,9.068266,14.89
Ukraine,UKR,1974,9.119598,15.15
Ukraine,UKR,1975,9.742693,15.11
Ukraine,UKR,1976,9.905012,15.2
Ukraine,UKR,1977,10.22905,14.71
Ukraine,UKR,1978,10.446319,14.78
Ukraine,UKR,1979,10.872537,14.78
Ukraine,UKR,1980,11.149814,14.86
Ukraine,UKR,1981,11.117844,14.61
Ukraine,UKR,1982,11.060464,14.8
Ukraine,UKR,1983,11.316404,15.96
Ukraine,UKR,1984,11.7957535,15.6
Ukraine,UKR,1985,11.906667,14.98
Ukraine,UKR,1986,10.856093,15.51
Ukraine,UKR,1987,11.243357,14.85
Ukraine,UKR,1988,11.5006695,14.48
Ukraine,UKR,1989,11.499609,13.42
Ukraine,UKR,1990,12.047232,12.74
Ukraine,UKR,1991,12.80473,12.21
Ukraine,UKR,1992,13.315631,11.52
Ukraine,UKR,1993,14.139749,10.76
Ukraine,UKR,1994,14.640478,10.13
Ukraine,UKR,1995,15.315692,9.65
Ukraine,UKR,1996,15.140612,9.23
Ukraine,UKR,1997,14.8440075,8.82
Ukraine,UKR,1998,14.302561,8.43
Ukraine,UKR,1999,14.819965,7.89
Ukraine,UKR,2000,15.3435545,7.88
Ukraine,UKR,2001,15.243533,7.78
Ukraine,UKR,2002,15.586532,8.14
Ukraine,UKR,2003,15.939096,8.58
Ukraine,UKR,2004,15.964096,9.04
Ukraine,UKR,2005,16.51522,9.08
Ukraine,UKR,2006,16.126173,9.88
Ukraine,UKR,2007,16.311941,10.21
Ukraine,UKR,2008,16.229372,11.09
Ukraine,UKR,2009,15.276195,11.17
Ukraine,UKR,2010,15.152872,10.89
Ukraine,UKR,2011,14.479179,11.04
Ukraine,UKR,2012,14.496167,11.47
Ukraine,UKR,2013,14.511057,11.12
United Kingdom,GBR,1922,11.436219,
United Kingdom,GBR,1923,10.412012,
United Kingdom,GBR,1924,11.082965,
United Kingdom,GBR,1925,10.953563,
United Kingdom,GBR,1926,10.539785,
United Kingdom,GBR,1927,11.27179,
United Kingdom,GBR,1928,10.753392,
United Kingdom,GBR,1929,12.344789,
United Kingdom,GBR,1930,10.647856,
United Kingdom,GBR,1931,11.350011,
United Kingdom,GBR,1932,11.206407,
United Kingdom,GBR,1933,11.482318,
United Kingdom,GBR,1934,11.035432,
United Kingdom,GBR,1935,11.078872,
United Kingdom,GBR,1936,11.4110775,
United Kingdom,GBR,1937,11.729064,
United Kingdom,GBR,1938,10.943398,
United Kingdom,GBR,1939,11.404796,
United Kingdom,GBR,1940,13.2760315,
United Kingdom,GBR,1941,12.593222,
United Kingdom,GBR,1942,11.487504,
United Kingdom,GBR,1943,12.118344,
United Kingdom,GBR,1944,11.905216,
United Kingdom,GBR,1945,11.905176,
United Kingdom,GBR,1946,11.684834,
United Kingdom,GBR,1947,11.6635685,
United Kingdom,GBR,1948,10.516317,
United Kingdom,GBR,1949,11.339804,
United Kingdom,GBR,1950,11.307269,
United Kingdom,GBR,1951,12.082821,
United Kingdom,GBR,1952,10.934006,
United Kingdom,GBR,1953,10.964299,
United Kingdom,GBR,1954,10.960704,
United Kingdom,GBR,1955,11.266098,
United Kingdom,GBR,1956,11.265162,
United Kingdom,GBR,1957,11.07629,
United Kingdom,GBR,1958,11.267889,
United Kingdom,GBR,1959,11.245178,
United Kingdom,GBR,1960,11.12164,
United Kingdom,GBR,1961,11.587122,
United Kingdom,GBR,1962,11.571225,
United Kingdom,GBR,1963,11.828382,
United Kingdom,GBR,1964,10.964467,
United Kingdom,GBR,1965,11.221512,
United Kingdom,GBR,1966,11.45382,
United Kingdom,GBR,1967,10.920923,
United Kingdom,GBR,1968,11.581098,
United Kingdom,GBR,1969,11.606882,
United Kingdom,GBR,1970,11.4982605,
United Kingdom,GBR,1971,11.276818,
United Kingdom,GBR,1972,11.77228,
United Kingdom,GBR,1973,11.685073,
United Kingdom,GBR,1974,11.645899,13.1
United Kingdom,GBR,1975,11.579118,12.4
United Kingdom,GBR,1976,11.930069,12.01
United Kingdom,GBR,1977,11.487525,11.69
United Kingdom,GBR,1978,11.709087,12.22
United Kingdom,GBR,1979,11.847321,13.06
United Kingdom,GBR,1980,11.589656,13.38
United Kingdom,GBR,1981,11.533104,12.97
United Kingdom,GBR,1982,11.6292305,12.77
United Kingdom,GBR,1983,11.578523,12.81
United Kingdom,GBR,1984,11.321819,12.93
United Kingdom,GBR,1985,11.752791,13.28
United Kingdom,GBR,1986,11.548008,13.32
United Kingdom,GBR,1987,11.235261,13.66
United Kingdom,GBR,1988,11.296955,13.83
United Kingdom,GBR,1989,11.428672,13.62
United Kingdom,GBR,1990,11.122997,13.95
United Kingdom,GBR,1991,11.170047,13.8
United Kingdom,GBR,1992,10.940886,13.56
United Kingdom,GBR,1993,11.340957,13.2
United Kingdom,GBR,1994,10.784846,12.97
United Kingdom,GBR,1995,11.06413,12.62
United Kingdom,GBR,1996,10.874557,12.61
United Kingdom,GBR,1997,10.742022,12.46
United Kingdom,GBR,1998,10.708222,12.26
United Kingdom,GBR,1999,10.725993,11.94
United Kingdom,GBR,2000,10.295206,11.54
United Kingdom,GBR,2001,10.152528,11.33
United Kingdom,GBR,2002,10.181862,11.27
United Kingdom,GBR,2003,10.218276,11.67
United Kingdom,GBR,2004,9.699601,11.95
United Kingdom,GBR,2005,9.627155,11.97
United Kingdom,GBR,2006,9.384217,12.31
United Kingdom,GBR,2007,9.354037,12.6
United Kingdom,GBR,2008,9.359906,12.86
United Kingdom,GBR,2009,8.965706,12.7
United Kingdom,GBR,2010,8.933254,12.87
United Kingdom,GBR,2011,8.710501,12.77
United Kingdom,GBR,2012,8.911099,12.76
United Kingdom,GBR,2013,8.971598,12.14
United Kingdom,GBR,2014,8.814462,12.02
United Kingdom,GBR,2015,9.2489,11.94
United Kingdom,GBR,2016,9.094287,11.82
United Kingdom,GBR,2017,9.185209,11.45
United Kingdom,GBR,2018,9.273,11.03
United Kingdom,GBR,2019,9.056753,10.71
United Kingdom,GBR,2020,10.300686,10.21
United Kingdom,GBR,2021,9.941013,10.36
United Kingdom,GBR,2022,9.727593,9.96
United States,USA,1933,9.74817,16.57
United States,USA,1934,10.052298,17.15
United States,USA,1935,10.032677,16.93
United States,USA,1936,10.62453,16.75
United States,USA,1937,10.355939,17.09
United States,USA,1938,9.776094,17.61
United States,USA,1939,9.808654,17.3
United States,USA,1940,9.935783,17.88
United States,USA,1941,9.681583,18.89
United States,USA,1942,9.519915,20.99
United States,USA,1943,9.996944,21.92
United States,USA,1944,9.730739,20.99
United States,USA,1945,9.771628,20.33
United States,USA,1946,9.422682,23.67
United States,USA,1947,9.352583,25.82
United States,USA,1948,9.192873,24.2
United States,USA,1949,9.037082,23.94
United States,USA,1950,8.993006,23.52
United States,USA,1951,9.03113,24.45
United States,USA,1952,8.978605,24.7
United States,USA,1953,8.974617,24.65
United States,USA,1954,8.602734,24.92
United States,USA,1955,8.733779,24.64
United States,USA,1956,8.779845,24.88
United States,USA,1957,9.005208,24.97
United States,USA,1958,8.913774,24.25
United States,USA,1959,8.80853,23.96
United States,USA,1960,8.963452,23.65
United States,USA,1961,8.776814,23.33
United States,USA,1962,8.951981,22.43
United States,USA,1963,9.135288,21.74
United States,USA,1964,8.944201,21.07
United States,USA,1965,9.019091,19.43
United States,USA,1966,9.134035,18.44
United States,USA,1967,9.016425,17.83
United States,USA,1968,9.34089,17.56
United States,USA,1969,9.214414,17.86
United States,USA,1970,9.108766,18.29
United States,USA,1971,9.053937,17.2
United States,USA,1972,9.152419,15.58
United States,USA,1973,9.119308,14.85
United States,USA,1974,8.864714,14.82
United States,USA,1975,8.597392,14.6
United States,USA,1976,8.600451,14.57
United States,USA,1977,8.476774,15.14
United States,USA,1978,8.521399,15.01
United States,USA,1979,8.367451,15.57
United States,USA,1980,8.61047,15.91
United States,USA,1981,8.474186,15.82
United States,USA,1982,8.383867,15.9
United States,USA,1983,8.503971,15.57
United States,USA,1984,8.519211,15.56
United States,USA,1985,8.641617,15.81
United States,USA,1986,8.647822,15.65
United States,USA,1987,8.646585,15.73
United States,USA,1988,8.750384,16
United States,USA,1989,8.593569,16.37
United States,USA,1990,8.502479,16.66
United States,USA,1991,8.488618,16.26
United States,USA,1992,8.407857,15.86
United States,USA,1993,8.659775,15.4
United States,USA,1994,8.598632,15.04
United States,USA,1995,8.629081,14.66
United States,USA,1996,8.543544,14.46
United States,USA,1997,8.4446,14.25
United States,USA,1998,8.428886,14.31
United States,USA,1999,8.529467,14.21
United States,USA,2000,8.478537,14.41
United States,USA,2001,8.437455,14.15
United States,USA,2002,8.448649,14.01
United States,USA,2003,8.390942,14.12
United States,USA,2004,8.142881,14.07
United States,USA,2005,8.237155,14.02
United States,USA,2006,8.08696,14.32
United States,USA,2007,7.999519,14.35
United States,USA,2008,8.087016,13.99
United States,USA,2009,7.9051027,13.49
United States,USA,2010,7.9457045,12.95
United States,USA,2011,8.037533,12.71
United States,USA,2012,8.070276,12.62
United States,USA,2013,8.184211,12.46
United States,USA,2014,8.2204075,12.55
United States,USA,2015,8.429063,12.43
United States,USA,2016,8.466908,12.24
United States,USA,2017,8.62566,11.88
United States,USA,2018,8.657049,11.62
United States,USA,2019,8.66352,11.41
United States,USA,2020,10.200385,10.93
United States,USA,2021,10.377981,11.03
United States,USA,2022,9.784389,11
United States,USA,2023,9.154587,10.75
West Germany,OWID_GFR,1956,10.578689,16.01
West Germany,OWID_GFR,1957,10.915874,16.6
West Germany,OWID_GFR,1958,10.440414,16.62
West Germany,OWID_GFR,1959,10.464323,17.3
West Germany,OWID_GFR,1960,11.037888,17.41
West Germany,OWID_GFR,1961,10.635617,17.99
West Germany,OWID_GFR,1962,10.866275,17.89
West Germany,OWID_GFR,1963,11.2578335,18.31
West Germany,OWID_GFR,1964,10.663752,18.29
West Germany,OWID_GFR,1965,11.138416,17.71
West Germany,OWID_GFR,1966,11.154987,17.63
West Germany,OWID_GFR,1967,11.104501,17.02
West Germany,OWID_GFR,1968,11.874419,16.1
West Germany,OWID_GFR,1969,11.959618,14.85
West Germany,OWID_GFR,1970,11.694949,13.27
West Germany,OWID_GFR,1971,11.681443,12.71
West Germany,OWID_GFR,1972,11.632367,11.37
West Germany,OWID_GFR,1973,11.5926,10.26
West Germany,OWID_GFR,1974,11.502835,10.09
West Germany,OWID_GFR,1975,11.896,9.71
West Germany,OWID_GFR,1976,11.723548,9.8
West Germany,OWID_GFR,1977,11.326991,9.48
West Germany,OWID_GFR,1978,11.650138,9.4
West Germany,OWID_GFR,1979,11.479256,9.48
West Germany,OWID_GFR,1980,11.496529,10.08
West Germany,OWID_GFR,1981,11.59648,10.13
West Germany,OWID_GFR,1982,11.491391,10.08
West Germany,OWID_GFR,1983,11.573916,9.67
West Germany,OWID_GFR,1984,11.264346,9.55
West Germany,OWID_GFR,1985,11.452507,9.6
West Germany,OWID_GFR,1986,11.417128,10.25
West Germany,OWID_GFR,1987,11.15841,10.49
West Germany,OWID_GFR,1988,11.14637,11.02
West Germany,OWID_GFR,1989,11.235628,10.97
West Germany,OWID_GFR,1990,11.321559,11.57
West Germany,OWID_GFR,1991,11.077966,11.34
West Germany,OWID_GFR,1992,10.754326,11.18
West Germany,OWID_GFR,1993,10.88597,11.05
West Germany,OWID_GFR,1994,10.698385,10.57
West Germany,OWID_GFR,1995,10.717503,10.39
West Germany,OWID_GFR,1996,10.702877,10.68
West Germany,OWID_GFR,1997,10.438923,10.8
West Germany,OWID_GFR,1998,10.364698,10.34
West Germany,OWID_GFR,1999,10.320073,10.04
West Germany,OWID_GFR,2000,10.202249,9.9
West Germany,OWID_GFR,2001,10.067699,9.43
West Germany,OWID_GFR,2002,10.184773,9.19
West Germany,OWID_GFR,2003,10.332115,8.98
West Germany,OWID_GFR,2004,9.881246,8.91
West Germany,OWID_GFR,2005,10.025865,8.65
West Germany,OWID_GFR,2006,9.917854,8.45
West Germany,OWID_GFR,2007,9.981821,8.57
West Germany,OWID_GFR,2008,10.228926,8.51
West Germany,OWID_GFR,2009,10.347243,8.27
West Germany,OWID_GFR,2010,10.394942,8.42
West Germany,OWID_GFR,2011,10.319651,8.24
West Germany,OWID_GFR,2012,10.534945,8.35
West Germany,OWID_GFR,2013,10.778567,8.45
West Germany,OWID_GFR,2014,10.426171,8.83
West Germany,OWID_GFR,2015,11.046973,9.07
West Germany,OWID_GFR,2016,10.752818,9.7
West Germany,OWID_GFR,2017,10.946103,9.6
West Germany,OWID_GFR,2018,11.149625,
West Germany,OWID_GFR,2019,10.961811,
West Germany,OWID_GFR,2020,11.398371,
