Entity,Code,Year,Birth rate,Month with peak value
Luxembourg,LUX,1960,16.009218,6
Luxembourg,LUX,1961,16.235065,3
Luxembourg,LUX,1962,16.137169,6
Luxembourg,LUX,1963,15.905456,4
Luxembourg,LUX,1964,16.107409,4
Luxembourg,LUX,1965,16.144571,2
Luxembourg,LUX,1966,15.668359,2
Luxembourg,LUX,1967,14.80712,2
Luxembourg,LUX,1968,14.211874,2
Luxembourg,LUX,1969,13.507503,3
Luxembourg,LUX,1970,13.019121,3
Luxembourg,LUX,1971,13.275861,5
Luxembourg,LUX,1972,12.027229,2
Luxembourg,LUX,1973,11.0521145,3
Luxembourg,LUX,1974,11.206197,6
Luxembourg,LUX,1975,11.339424,5
Luxembourg,LUX,1976,11.033843,9
Luxembourg,LUX,1977,11.3557205,3
Luxembourg,LUX,1978,11.324386,3
Luxembourg,LUX,1979,11.249101,7
Luxembourg,LUX,1980,11.475697,9
Luxembourg,LUX,1981,12.121783,2
Luxembourg,LUX,1982,11.788167,7
Luxembourg,LUX,1983,11.458386,8
Luxembourg,LUX,1984,11.465852,7
Luxembourg,LUX,1985,11.215909,7
Luxembourg,LUX,1986,11.741713,6
Luxembourg,LUX,1987,11.47521,7
Luxembourg,LUX,1988,12.384001,9
Luxembourg,LUX,1989,12.435483,4
Luxembourg,LUX,1990,13.033185,7
Luxembourg,LUX,1991,12.992517,5
Luxembourg,LUX,1992,13.237253,7
Luxembourg,LUX,1993,13.58641,9
Luxembourg,LUX,1994,13.649422,6
Luxembourg,LUX,1995,13.395276,6
Luxembourg,LUX,1996,13.857591,5
Luxembourg,LUX,1997,13.234315,6
Luxembourg,LUX,1998,12.795039,6
Luxembourg,LUX,1999,13.099318,6
Luxembourg,LUX,2000,13.233097,7
Luxembourg,LUX,2001,12.444616,5
Luxembourg,LUX,2002,12.045941,7
Luxembourg,LUX,2003,11.837377,7
Luxembourg,LUX,2004,11.993062,7
Luxembourg,LUX,2005,11.65396,6
Luxembourg,LUX,2006,11.7627,8
Luxembourg,LUX,2007,11.506016,5
Luxembourg,LUX,2008,11.569571,7
Luxembourg,LUX,2009,11.42503,7
Luxembourg,LUX,2010,11.69959,2
Luxembourg,LUX,2011,11.016076,7
Luxembourg,LUX,2012,11.491957,5
Luxembourg,LUX,2013,11.397234,7
Luxembourg,LUX,2014,11.052138,7
Luxembourg,LUX,2015,10.87117,7
Luxembourg,LUX,2016,10.506592,7
Luxembourg,LUX,2017,10.455759,6
Luxembourg,LUX,2018,10.424958,7
Luxembourg,LUX,2019,10.150564,11
Luxembourg,LUX,2020,10.317777,5
Luxembourg,LUX,2021,10.541044,9
Luxembourg,LUX,2022,10.064104,6
Luxembourg,LUX,2023,9.564324,5
Netherlands,NLD,1850,35.058163,2
Netherlands,NLD,1851,35.301727,2
Netherlands,NLD,1852,35.73006,3
Netherlands,NLD,1853,33.49415,2
Netherlands,NLD,1854,33.176064,3
Netherlands,NLD,1855,32.453148,2
Netherlands,NLD,1856,33.335323,2
Netherlands,NLD,1857,35.348537,2
Netherlands,NLD,1858,33.07353,2
Netherlands,NLD,1859,35.603024,2
Netherlands,NLD,1860,32.298473,2
Netherlands,NLD,1861,36.012733,4
Netherlands,NLD,1862,33.93972,3
Netherlands,NLD,1863,37.179806,2
Netherlands,NLD,1864,36.484703,2
Netherlands,NLD,1865,36.975746,2
Netherlands,NLD,1866,36.135796,2
Netherlands,NLD,1867,36.204292,2
Netherlands,NLD,1868,35.664246,2
Netherlands,NLD,1869,34.70377,2
Netherlands,NLD,1870,36.768005,2
Netherlands,NLD,1871,35.946163,2
Netherlands,NLD,1872,36.69793,3
Netherlands,NLD,1873,36.942654,2
Netherlands,NLD,1874,37.153744,2
Netherlands,NLD,1875,37.304718,2
Netherlands,NLD,1876,38.053066,2
Netherlands,NLD,1877,37.655674,2
Netherlands,NLD,1878,37.19736,
Netherlands,NLD,1879,37.838367,
Netherlands,NLD,1880,36.47991,
Netherlands,NLD,1881,35.89407,
Netherlands,NLD,1882,36.296936,
Netherlands,NLD,1883,35.277832,
Netherlands,NLD,1884,35.929863,
Netherlands,NLD,1885,35.4375,
Netherlands,NLD,1886,35.677643,
Netherlands,NLD,1887,34.884792,
Netherlands,NLD,1888,34.8879,
Netherlands,NLD,1889,34.32406,
Netherlands,NLD,1890,33.654343,
Netherlands,NLD,1891,34.47312,
Netherlands,NLD,1892,32.787174,
Netherlands,NLD,1893,34.710976,2
Netherlands,NLD,1894,33.34889,3
Netherlands,NLD,1895,33.66991,2
Netherlands,NLD,1896,33.68611,3
Netherlands,NLD,1897,33.45757,2
Netherlands,NLD,1898,32.84635,2
Netherlands,NLD,1899,32.915188,2
Netherlands,NLD,1900,31.86169,2
Netherlands,NLD,1901,32.597218,2
Netherlands,NLD,1902,32.246178,2
Netherlands,NLD,1903,32.05489,2
Netherlands,NLD,1904,31.849848,2
Netherlands,NLD,1905,31.274265,2
Netherlands,NLD,1906,30.872608,2
Netherlands,NLD,1907,30.537714,2
Netherlands,NLD,1908,30.175102,2
Netherlands,NLD,1909,29.586237,2
Netherlands,NLD,1910,28.826696,2
Netherlands,NLD,1911,27.98505,2
Netherlands,NLD,1912,28.22063,2
Netherlands,NLD,1913,28.297308,2
Netherlands,NLD,1914,28.362673,3
Netherlands,NLD,1915,26.40793,2
Netherlands,NLD,1916,26.82341,2
Netherlands,NLD,1917,26.521503,3
Netherlands,NLD,1918,25.610561,3
Netherlands,NLD,1919,24.880386,11
Netherlands,NLD,1920,28.8742,2
Netherlands,NLD,1921,27.885181,2
Netherlands,NLD,1922,26.331518,1
Netherlands,NLD,1923,26.4827,2
Netherlands,NLD,1924,25.350859,3
Netherlands,NLD,1925,24.43024,2
Netherlands,NLD,1926,23.934048,2
Netherlands,NLD,1927,23.2797,2
Netherlands,NLD,1928,23.492453,3
Netherlands,NLD,1929,22.932114,2
Netherlands,NLD,1930,23.29958,3
Netherlands,NLD,1931,22.353722,2
Netherlands,NLD,1932,22.216185,3
Netherlands,NLD,1933,21.039625,2
Netherlands,NLD,1934,20.898438,2
Netherlands,NLD,1935,20.428541,2
Netherlands,NLD,1936,20.342474,3
Netherlands,NLD,1937,19.939423,5
Netherlands,NLD,1938,20.670834,2
Netherlands,NLD,1939,20.709509,4
Netherlands,NLD,1940,20.92554,3
Netherlands,NLD,1941,20.392935,5
Netherlands,NLD,1942,21.091856,3
Netherlands,NLD,1943,23.0705,9
Netherlands,NLD,1944,24.093088,9
Netherlands,NLD,1945,22.734596,3
Netherlands,NLD,1946,30.574257,5
Netherlands,NLD,1947,28.015642,2
Netherlands,NLD,1948,25.516554,3
Netherlands,NLD,1949,23.893398,2
Netherlands,NLD,1950,22.909836,3
Netherlands,NLD,1951,22.392054,2
Netherlands,NLD,1952,22.450895,2
Netherlands,NLD,1953,21.84443,3
Netherlands,NLD,1954,21.625761,2
Netherlands,NLD,1955,21.461893,4
Netherlands,NLD,1956,21.390497,3
Netherlands,NLD,1957,21.345167,6
Netherlands,NLD,1958,21.345337,9
Netherlands,NLD,1959,21.50218,2
Netherlands,NLD,1960,20.942593,5
Netherlands,NLD,1961,21.409107,4
Netherlands,NLD,1962,20.999445,5
Netherlands,NLD,1963,21.015396,4
Netherlands,NLD,1964,20.835476,4
Netherlands,NLD,1965,20.078411,4
Netherlands,NLD,1966,19.358019,4
Netherlands,NLD,1967,19.03936,4
Netherlands,NLD,1968,18.726347,4
Netherlands,NLD,1969,19.3443,4
Netherlands,NLD,1970,18.436779,4
Netherlands,NLD,1971,17.31551,4
Netherlands,NLD,1972,16.13596,4
Netherlands,NLD,1973,14.564083,3
Netherlands,NLD,1974,13.78439,5
Netherlands,NLD,1975,13.0788765,4
Netherlands,NLD,1976,12.89569,6
Netherlands,NLD,1977,12.545836,5
Netherlands,NLD,1978,12.633074,5
Netherlands,NLD,1979,12.513443,4
Netherlands,NLD,1980,12.868474,9
Netherlands,NLD,1981,12.570537,9
Netherlands,NLD,1982,12.048004,9
Netherlands,NLD,1983,11.872698,6
Netherlands,NLD,1984,12.118682,7
Netherlands,NLD,1985,12.325394,9
Netherlands,NLD,1986,12.700456,4
Netherlands,NLD,1987,12.773298,6
Netherlands,NLD,1988,12.685564,3
Netherlands,NLD,1989,12.766238,5
Netherlands,NLD,1990,13.293948,5
Netherlands,NLD,1991,13.2368,9
Netherlands,NLD,1992,13.004368,9
Netherlands,NLD,1993,12.846294,9
Netherlands,NLD,1994,12.75198,6
Netherlands,NLD,1995,12.353781,9
Netherlands,NLD,1996,12.233965,9
Netherlands,NLD,1997,12.364166,7
Netherlands,NLD,1998,12.740238,9
Netherlands,NLD,1999,12.720208,9
Netherlands,NLD,2000,13.025975,9
Netherlands,NLD,2001,12.674188,7
Netherlands,NLD,2002,12.548737,9
Netherlands,NLD,2003,12.370311,7
Netherlands,NLD,2004,11.933844,7
Netherlands,NLD,2005,11.525136,9
Netherlands,NLD,2006,11.33001,9
Netherlands,NLD,2007,11.085967,9
Netherlands,NLD,2008,11.2544,9
Netherlands,NLD,2009,11.216414,9
Netherlands,NLD,2010,11.124651,9
Netherlands,NLD,2011,10.810381,9
Netherlands,NLD,2012,10.516733,8
Netherlands,NLD,2013,10.210999,7
Netherlands,NLD,2014,10.409389,9
Netherlands,NLD,2015,10.08907,9
Netherlands,NLD,2016,10.16083,7
Netherlands,NLD,2017,9.942787,8
Netherlands,NLD,2018,9.808866,9
Netherlands,NLD,2019,9.818264,9
Netherlands,NLD,2020,9.690092,7
Netherlands,NLD,2021,10.26821,9
Netherlands,NLD,2022,9.522325,9
Netherlands,NLD,2023,9.235004,7
New Zealand,NZL,1948,27.028585,
New Zealand,NZL,1949,26.360804,
New Zealand,NZL,1950,26.107834,
New Zealand,NZL,1951,25.841965,
New Zealand,NZL,1952,26.30974,
New Zealand,NZL,1953,25.661182,
New Zealand,NZL,1954,26.102917,
New Zealand,NZL,1955,26.27578,
New Zealand,NZL,1956,26.163746,
New Zealand,NZL,1957,26.467566,
New Zealand,NZL,1958,26.818033,
New Zealand,NZL,1959,26.758295,
New Zealand,NZL,1960,26.654783,
New Zealand,NZL,1961,27.23008,
New Zealand,NZL,1962,26.487011,
New Zealand,NZL,1963,25.726208,
New Zealand,NZL,1964,24.33851,
New Zealand,NZL,1965,23.010662,
New Zealand,NZL,1966,22.61352,
New Zealand,NZL,1967,22.594137,
New Zealand,NZL,1968,22.704147,
New Zealand,NZL,1969,22.588264,
New Zealand,NZL,1970,22.191805,
New Zealand,NZL,1971,22.656044,
New Zealand,NZL,1972,21.852703,
New Zealand,NZL,1973,20.591694,
New Zealand,NZL,1974,19.698046,
New Zealand,NZL,1975,18.42853,
New Zealand,NZL,1976,17.676008,
New Zealand,NZL,1977,17.264296,
New Zealand,NZL,1978,16.22948,
New Zealand,NZL,1979,16.63649,
New Zealand,NZL,1980,16.082571,9
New Zealand,NZL,1981,16.116524,9
New Zealand,NZL,1982,15.755432,9
New Zealand,NZL,1983,15.763983,9
New Zealand,NZL,1984,15.948026,10
New Zealand,NZL,1985,15.874948,10
New Zealand,NZL,1986,16.135073,9
New Zealand,NZL,1987,16.797028,9
New Zealand,NZL,1988,17.38892,9
New Zealand,NZL,1989,17.483568,9
New Zealand,NZL,1990,17.98373,9
New Zealand,NZL,1991,17.366224,9
New Zealand,NZL,1992,16.840818,9
New Zealand,NZL,1993,16.550076,9
New Zealand,NZL,1994,15.941995,9
New Zealand,NZL,1995,15.817481,9
New Zealand,NZL,1996,15.474574,10
New Zealand,NZL,1997,15.340074,10
New Zealand,NZL,1998,14.579685,10
New Zealand,NZL,1999,14.921998,9
New Zealand,NZL,2000,14.728708,9
New Zealand,NZL,2001,14.430768,10
New Zealand,NZL,2002,13.8106,10
New Zealand,NZL,2003,14.087077,9
New Zealand,NZL,2004,14.324202,9
New Zealand,NZL,2005,14.059682,9
New Zealand,NZL,2006,14.24345,11
New Zealand,NZL,2007,15.2465105,10
New Zealand,NZL,2008,15.181591,2
New Zealand,NZL,2009,14.620829,9
New Zealand,NZL,2010,14.779802,9
New Zealand,NZL,2011,14.068257,3
New Zealand,NZL,2012,13.924131,10
New Zealand,NZL,2013,13.274286,2
New Zealand,NZL,2014,12.781594,10
New Zealand,NZL,2015,13.379306,2
New Zealand,NZL,2016,12.749414,8
New Zealand,NZL,2017,12.513389,10
New Zealand,NZL,2018,11.945018,2
New Zealand,NZL,2019,12.072138,10
New Zealand,NZL,2020,11.435023,9
New Zealand,NZL,2021,11.498174,
Northern Ireland,,1922,24.300524,
Northern Ireland,,1923,24.574453,
Northern Ireland,,1924,23.074905,
Northern Ireland,,1925,22.282343,
Northern Ireland,,1926,22.546717,
Northern Ireland,,1927,21.21526,
Northern Ireland,,1928,20.594065,
Northern Ireland,,1929,20.108917,
Northern Ireland,,1930,20.477499,
Northern Ireland,,1931,20.266659,
Northern Ireland,,1932,19.783312,
Northern Ireland,,1933,19.351458,
Northern Ireland,,1934,19.929224,
Northern Ireland,,1935,19.39214,
Northern Ireland,,1936,20.281746,
Northern Ireland,,1937,19.869856,
Northern Ireland,,1938,20.105858,
Northern Ireland,,1939,19.652636,
Northern Ireland,,1940,19.693216,
Northern Ireland,,1941,20.845226,
Northern Ireland,,1942,22.93155,
Northern Ireland,,1943,24.231232,
Northern Ireland,,1944,23.579512,
Northern Ireland,,1945,21.98002,
Northern Ireland,,1946,22.6937,
Northern Ireland,,1947,23.392225,
Northern Ireland,,1948,21.948109,
Northern Ireland,,1949,21.481346,
Northern Ireland,,1950,21.11991,
Northern Ireland,,1951,20.786007,
Northern Ireland,,1952,20.951921,
Northern Ireland,,1953,21.028603,
Northern Ireland,,1954,20.812706,
Northern Ireland,,1955,20.857557,6
Northern Ireland,,1956,21.16466,4
Northern Ireland,,1957,21.52281,5
Northern Ireland,,1958,21.57077,4
Northern Ireland,,1959,21.83802,6
Northern Ireland,,1960,22.570658,5
Northern Ireland,,1961,22.40918,6
Northern Ireland,,1962,22.736181,5
Northern Ireland,,1963,23.149696,5
Northern Ireland,,1964,23.611795,4
Northern Ireland,,1965,23.104649,3
Northern Ireland,,1966,22.48052,6
Northern Ireland,,1967,22.457308,6
Northern Ireland,,1968,22.086937,1
Northern Ireland,,1969,21.420591,1
Northern Ireland,,1970,21.048887,4
Northern Ireland,,1971,20.707579,3
Northern Ireland,,1972,19.466404,6
Northern Ireland,,1973,18.911997,10
Northern Ireland,,1974,17.572939,1
Northern Ireland,,1975,16.91082,1
Northern Ireland,,1976,17.06945,6
Northern Ireland,,1977,16.48509,5
Northern Ireland,,1978,17.026676,10
Northern Ireland,,1979,18.290562,1
Northern Ireland,,1980,18.542828,1
Northern Ireland,,1981,17.615288,11
Northern Ireland,,1982,17.426231,11
Northern Ireland,,1983,17.481333,6
Northern Ireland,,1984,17.698313,10
Northern Ireland,,1985,17.581142,1
Northern Ireland,,1986,17.839792,4
Northern Ireland,,1987,17.545147,6
Northern Ireland,,1988,17.392181,5
Northern Ireland,,1989,16.28858,6
Northern Ireland,,1990,16.504704,1
Northern Ireland,,1991,16.279064,1
Northern Ireland,,1992,15.722781,1
Northern Ireland,,1993,15.197296,6
Northern Ireland,,1994,14.720376,1
Northern Ireland,,1995,14.410223,1
Northern Ireland,,1996,14.745308,1
Northern Ireland,,1997,14.46791,1
Northern Ireland,,1998,14.14531,9
Northern Ireland,,1999,13.68595,6
Northern Ireland,,2000,12.805211,1
Northern Ireland,,2001,13.033855,1
Northern Ireland,,2002,12.637546,1
Northern Ireland,,2003,12.733362,1
Northern Ireland,,2004,13.062188,1
Northern Ireland,,2005,12.980319,1
Northern Ireland,,2006,13.416041,9
Northern Ireland,,2007,13.9588,8
Northern Ireland,,2008,14.483518,10
Northern Ireland,,2009,13.951829,9
Northern Ireland,,2010,14.076064,9
Northern Ireland,,2011,13.970481,9
Northern Ireland,,2012,13.890626,9
Northern Ireland,,2013,13.281356,9
Northern Ireland,,2014,13.278189,9
Northern Ireland,,2015,13.097165,9
Northern Ireland,,2016,12.943508,9
Northern Ireland,,2017,12.337588,9
Northern Ireland,,2018,12.139603,9
Northern Ireland,,2019,11.862839,9
Northern Ireland,,2020,10.958487,9
Northern Ireland,,2021,11.602225,9
Northern Ireland,,2022,10.924147,9
Norway,NOR,1846,31.217253,
Norway,NOR,1847,30.891579,
Norway,NOR,1848,29.826595,
Norway,NOR,1849,32.185722,
Norway,NOR,1850,31.077415,
Norway,NOR,1851,32.026176,
Norway,NOR,1852,31.133783,
Norway,NOR,1853,32.076714,
Norway,NOR,1854,34.426136,
Norway,NOR,1855,33.628983,
Norway,NOR,1856,32.3779,
Norway,NOR,1857,33.16291,
Norway,NOR,1858,33.70717,
Norway,NOR,1859,35.001793,
Norway,NOR,1860,33.46503,
Norway,NOR,1861,30.760233,
Norway,NOR,1862,32.197704,
Norway,NOR,1863,32.94105,
Norway,NOR,1864,32.033833,
Norway,NOR,1865,32.113335,
Norway,NOR,1866,31.803423,
Norway,NOR,1867,30.126696,
Norway,NOR,1868,29.554476,
Norway,NOR,1869,28.896555,
Norway,NOR,1870,29.199228,
Norway,NOR,1871,29.359781,
Norway,NOR,1872,29.99221,
Norway,NOR,1873,29.90279,
Norway,NOR,1874,31.081156,
Norway,NOR,1875,31.632517,
Norway,NOR,1876,31.727205,
Norway,NOR,1877,31.930414,
Norway,NOR,1878,31.680307,
Norway,NOR,1879,32.341553,
Norway,NOR,1880,30.98418,
Norway,NOR,1881,30.03981,
Norway,NOR,1882,30.56393,
Norway,NOR,1883,31.00709,
Norway,NOR,1884,31.752796,
Norway,NOR,1885,31.620495,
Norway,NOR,1886,30.984657,
Norway,NOR,1887,31.461496,
Norway,NOR,1888,30.416887,
Norway,NOR,1889,29.722897,
Norway,NOR,1890,30.534248,
Norway,NOR,1891,30.889294,
Norway,NOR,1892,29.660889,
Norway,NOR,1893,30.438051,
Norway,NOR,1894,29.78723,
Norway,NOR,1895,30.607006,
Norway,NOR,1896,30.162592,
Norway,NOR,1897,30.26444,
Norway,NOR,1898,30.565886,
Norway,NOR,1899,30.122787,
Norway,NOR,1900,29.868887,
Norway,NOR,1901,30.007387,
Norway,NOR,1902,29.340904,
Norway,NOR,1903,28.666544,
Norway,NOR,1904,28.00036,
Norway,NOR,1905,27.180979,
Norway,NOR,1906,26.843674,
Norway,NOR,1907,26.37454,
Norway,NOR,1908,26.444466,
Norway,NOR,1909,26.857798,
Norway,NOR,1910,25.873503,
Norway,NOR,1911,25.82199,
Norway,NOR,1912,25.472975,
Norway,NOR,1913,25.172333,
Norway,NOR,1914,25.263603,
Norway,NOR,1915,23.752008,
Norway,NOR,1916,24.360361,
Norway,NOR,1917,25.233692,
Norway,NOR,1918,24.736183,
Norway,NOR,1919,22.973253,
Norway,NOR,1920,26.500633,
Norway,NOR,1921,24.350891,
Norway,NOR,1922,23.45055,
Norway,NOR,1923,22.802443,
Norway,NOR,1924,21.338436,
Norway,NOR,1925,19.741938,
Norway,NOR,1926,19.657293,
Norway,NOR,1927,18.108358,
Norway,NOR,1928,17.950567,
Norway,NOR,1929,17.333317,
Norway,NOR,1930,17.090128,
Norway,NOR,1931,16.33504,3
Norway,NOR,1932,16.04593,4
Norway,NOR,1933,14.773349,5
Norway,NOR,1934,14.593573,5
Norway,NOR,1935,14.33361,4
Norway,NOR,1936,14.581028,4
Norway,NOR,1937,15.044824,4
Norway,NOR,1938,15.479297,4
Norway,NOR,1939,15.818131,4
Norway,NOR,1940,16.16849,4
Norway,NOR,1941,15.3414,4
Norway,NOR,1942,17.747375,9
Norway,NOR,1943,18.963871,9
Norway,NOR,1944,20.43092,4
Norway,NOR,1945,20.093174,4
Norway,NOR,1946,22.753405,4
Norway,NOR,1947,21.492844,4
Norway,NOR,1948,20.611355,4
Norway,NOR,1949,19.5911,4
Norway,NOR,1950,19.203072,4
Norway,NOR,1951,18.46378,4
Norway,NOR,1952,18.884714,4
Norway,NOR,1953,18.832384,4
Norway,NOR,1954,18.571873,4
Norway,NOR,1955,18.63004,4
Norway,NOR,1956,18.61872,4
Norway,NOR,1957,18.140772,4
Norway,NOR,1958,17.952608,4
Norway,NOR,1959,17.806705,4
Norway,NOR,1960,17.343132,4
Norway,NOR,1961,17.40137,4
Norway,NOR,1962,17.173754,4
Norway,NOR,1963,17.325045,4
Norway,NOR,1964,17.816584,4
Norway,NOR,1965,17.870031,4
Norway,NOR,1966,17.940655,4
Norway,NOR,1967,17.722834,4
Norway,NOR,1968,17.721628,4
Norway,NOR,1969,17.679827,4
Norway,NOR,1970,16.710724,4
Norway,NOR,1971,16.860231,4
Norway,NOR,1972,16.403118,4
Norway,NOR,1973,15.503134,4
Norway,NOR,1974,15.002523,4
Norway,NOR,1975,14.095313,4
Norway,NOR,1976,13.311845,4
Norway,NOR,1977,12.608572,4
Norway,NOR,1978,12.774027,4
Norway,NOR,1979,12.685711,4
Norway,NOR,1980,12.513322,4
Norway,NOR,1981,12.391334,3
Norway,NOR,1982,12.477694,4
Norway,NOR,1983,12.113666,4
Norway,NOR,1984,12.160471,4
Norway,NOR,1985,12.334247,4
Norway,NOR,1986,12.626569,4
Norway,NOR,1987,12.939514,4
Norway,NOR,1988,13.702614,4
Norway,NOR,1989,14.050952,4
Norway,NOR,1990,14.396231,4
Norway,NOR,1991,14.3088455,4
Norway,NOR,1992,14.065579,4
Norway,NOR,1993,13.88182,4
Norway,NOR,1994,13.895277,4
Norway,NOR,1995,13.865862,4
Norway,NOR,1996,13.942912,4
Norway,NOR,1997,13.614445,4
Norway,NOR,1998,13.20976,4
Norway,NOR,1999,13.340097,5
Norway,NOR,2000,13.226894,5
Norway,NOR,2001,12.590004,4
Norway,NOR,2002,12.253543,7
Norway,NOR,2003,12.402655,7
Norway,NOR,2004,12.441882,7
Norway,NOR,2005,12.3214,4
Norway,NOR,2006,12.617019,7
Norway,NOR,2007,12.488322,6
Norway,NOR,2008,12.770778,7
Norway,NOR,2009,12.878535,6
Norway,NOR,2010,12.6470375,7
Norway,NOR,2011,12.239077,6
Norway,NOR,2012,12.084995,7
Norway,NOR,2013,11.678936,7
Norway,NOR,2014,11.564131,7
Norway,NOR,2015,11.432082,7
Norway,NOR,2016,11.294323,7
Norway,NOR,2017,10.770006,6
Norway,NOR,2018,10.40847,6
Norway,NOR,2019,10.227567,7
Norway,NOR,2020,9.870174,6
Norway,NOR,2021,10.398093,8
Norway,NOR,2022,9.488885,6
Norway,NOR,2023,9.469859,6
Norway,NOR,2024,9.731762,6
Poland,POL,1958,26.614841,
Poland,POL,1959,25.01259,
Poland,POL,1960,22.800514,
Poland,POL,1961,21.068665,
Poland,POL,1962,19.870758,
Poland,POL,1963,19.318937,
Poland,POL,1964,18.28412,
Poland,POL,1965,17.576017,
Poland,POL,1966,16.903387,
Poland,POL,1967,16.458796,
Poland,POL,1968,16.45378,
Poland,POL,1969,16.545418,
Poland,POL,1970,16.88611,
Poland,POL,1971,17.289135,
Poland,POL,1972,17.565464,
Poland,POL,1973,18.106354,
Poland,POL,1974,18.626436,
Poland,POL,1975,19.121693,
Poland,POL,1976,19.717117,
Poland,POL,1977,19.299704,
Poland,POL,1978,19.238745,
Poland,POL,1979,19.704664,
Poland,POL,1980,19.644089,
Poland,POL,1981,19.074926,
Poland,POL,1982,19.556774,
Poland,POL,1983,19.878777,
Poland,POL,1984,19.095787,
Poland,POL,1985,18.348621,3
Poland,POL,1986,17.066294,4
Poland,POL,1987,16.17812,7
Poland,POL,1988,15.621758,3
Poland,POL,1989,14.903239,2
Poland,POL,1990,14.412066,7
Poland,POL,1991,14.37292,1
Poland,POL,1992,13.487537,7
Poland,POL,1993,12.916658,7
Poland,POL,1994,12.559021,3
Poland,POL,1995,11.288245,7
Poland,POL,1996,11.162007,7
Poland,POL,1997,10.757752,4
Poland,POL,1998,10.318532,7
Poland,POL,1999,9.97056,9
Poland,POL,2000,9.883681,1
Poland,POL,2001,9.538315,1
Poland,POL,2002,9.167804,7
Poland,POL,2003,9.1040125,7
Poland,POL,2004,9.243571,7
Poland,POL,2005,9.463776,7
Poland,POL,2006,9.725545,9
Poland,POL,2007,10.090135,9
Poland,POL,2008,10.787517,9
Poland,POL,2009,10.864256,7
Poland,POL,2010,10.739801,7
Poland,POL,2011,10.084853,9
Poland,POL,2012,10.026727,7
Poland,POL,2013,9.601492,7
Poland,POL,2014,9.758551,7
Poland,POL,2015,9.613351,9
Poland,POL,2016,9.963211,9
Poland,POL,2017,10.484461,9
Poland,POL,2018,10.162533,7
Poland,POL,2019,9.794256,7
Poland,POL,2020,9.292864,9
Poland,POL,2021,8.703693,9
Poland,POL,2022,8.049342,6
Poland,POL,2023,7.214127,1
Portugal,PRT,1940,24.476364,2
Portugal,PRT,1941,23.84782,4
Portugal,PRT,1942,24.124985,3
Portugal,PRT,1943,25.331276,2
Portugal,PRT,1944,25.532648,1
Portugal,PRT,1945,26.276596,1
Portugal,PRT,1946,25.602785,1
Portugal,PRT,1947,24.7057,1
Portugal,PRT,1948,26.954868,3
Portugal,PRT,1949,25.566566,1
Portugal,PRT,1950,24.4639,1
Portugal,PRT,1951,24.607044,1
Portugal,PRT,1952,24.855072,3
Portugal,PRT,1953,23.64239,1
Portugal,PRT,1954,22.976728,1
Portugal,PRT,1955,24.277742,1
Portugal,PRT,1956,23.322477,3
Portugal,PRT,1957,24.241404,4
Portugal,PRT,1958,24.221775,3
Portugal,PRT,1959,24.138819,3
Portugal,PRT,1960,24.107027,3
Portugal,PRT,1961,24.461151,3
Portugal,PRT,1962,24.737013,2
Portugal,PRT,1963,23.812313,3
Portugal,PRT,1964,24.380419,3
Portugal,PRT,1965,23.61563,3
Portugal,PRT,1966,23.269379,3
Portugal,PRT,1967,22.778786,3
Portugal,PRT,1968,22.047457,9
Portugal,PRT,1969,21.560385,9
Portugal,PRT,1970,19.790457,9
Portugal,PRT,1971,21.901888,9
Portugal,PRT,1972,19.918802,9
Portugal,PRT,1973,19.369196,1
Portugal,PRT,1974,19.06802,9
Portugal,PRT,1975,19.652765,9
Portugal,PRT,1976,20.151428,9
Portugal,PRT,1977,19.27221,5
Portugal,PRT,1978,17.585487,5
Portugal,PRT,1979,16.640799,5
Portugal,PRT,1980,16.25973,5
Portugal,PRT,1981,15.470456,5
Portugal,PRT,1982,15.283397,5
Portugal,PRT,1983,14.538698,5
Portugal,PRT,1984,14.336896,5
Portugal,PRT,1985,13.063485,5
Portugal,PRT,1986,12.668696,5
Portugal,PRT,1987,12.300451,6
Portugal,PRT,1988,12.183863,9
Portugal,PRT,1989,11.828115,5
Portugal,PRT,1990,11.618342,5
Portugal,PRT,1991,11.644291,9
Portugal,PRT,1992,11.530277,9
Portugal,PRT,1993,11.4232435,7
Portugal,PRT,1994,10.926488,5
Portugal,PRT,1995,10.681789,5
Portugal,PRT,1996,10.961397,9
Portugal,PRT,1997,11.184928,5
Portugal,PRT,1998,11.1786375,9
Portugal,PRT,1999,11.370796,9
Portugal,PRT,2000,11.7002735,9
Portugal,PRT,2001,10.911831,5
Portugal,PRT,2002,10.999969,9
Portugal,PRT,2003,10.765115,9
Portugal,PRT,2004,10.423752,9
Portugal,PRT,2005,10.402744,9
Portugal,PRT,2006,10.008007,9
Portugal,PRT,2007,9.7124,9
Portugal,PRT,2008,9.882475,9
Portugal,PRT,2009,9.388542,9
Portugal,PRT,2010,9.553424,9
Portugal,PRT,2011,9.137095,9
Portugal,PRT,2012,8.506269,9
Portugal,PRT,2013,7.878554,9
Portugal,PRT,2014,7.8836503,9
Portugal,PRT,2015,8.222152,9
Portugal,PRT,2016,8.400175,9
Portugal,PRT,2017,8.326016,11
Portugal,PRT,2018,8.417067,9
Portugal,PRT,2019,8.37666,9
Portugal,PRT,2020,8.146148,9
Portugal,PRT,2021,7.6557546,9
Portugal,PRT,2022,8.028641,9
