fips,name,category,metro
26031,"Cheboygan County, Michigan",none,Nonmetro
26033,"Chippewa County, Michigan",none,Nonmetro
26035,"Clare County, Michigan",high,Nonmetro
26037,"Clinton County, Michigan",none,Metro
26039,"Crawford County, Michigan",none,Nonmetro
26041,"Delta County, Michigan",none,Nonmetro
26043,"Dickinson County, Michigan",none,Nonmetro
26045,"Eaton County, Michigan",none,Metro
26047,"Emmet County, Michigan",none,Nonmetro
26049,"Genesee County, Michigan",none,Metro
26051,"Gladwin County, Michigan",none,Nonmetro
26053,"Gogebic County, Michigan",none,Nonmetro
26055,"Grand Traverse County, Michigan",none,Nonmetro
26057,"Gratiot County, Michigan",none,Nonmetro
26059,"Hillsdale County, Michigan",none,Nonmetro
26061,"Houghton County, Michigan",high,Nonmetro
26063,"Huron County, Michigan",none,Nonmetro
26065,"Ingham County, Michigan",none,Metro
26067,"Ionia County, Michigan",none,Nonmetro
26069,"Iosco County, Michigan",none,Nonmetro
26071,"Iron County, Michigan",none,Nonmetro
26073,"Isabella County, Michigan",high,Nonmetro
26075,"Jackson County, Michigan",none,Metro
26077,"Kalamazoo County, Michigan",none,Metro
26079,"Kalkaska County, Michigan",none,Nonmetro
26081,"Kent County, Michigan",none,Metro
26083,"Keweenaw County, Michigan",none,Nonmetro
26085,"Lake County, Michigan",high,Nonmetro
26087,"Lapeer County, Michigan",none,Metro
26089,"Leelanau County, Michigan",none,Nonmetro
26091,"Lenawee County, Michigan",none,Nonmetro
26093,"Livingston County, Michigan",none,Metro
26095,"Luce County, Michigan",none,Nonmetro
26097,"Mackinac County, Michigan",none,Nonmetro
26099,"Macomb County, Michigan",none,Metro
26101,"Manistee County, Michigan",none,Nonmetro
26103,"Marquette County, Michigan",none,Nonmetro
26105,"Mason County, Michigan",none,Nonmetro
26107,"Mecosta County, Michigan",high,Nonmetro
26109,"Menominee County, Michigan",none,Nonmetro
26111,"Midland County, Michigan",none,Metro
26113,"Missaukee County, Michigan",none,Nonmetro
26115,"Monroe County, Michigan",none,Metro
26117,"Montcalm County, Michigan",none,Metro
26119,"Montmorency County, Michigan",none,Nonmetro
26121,"Muskegon County, Michigan",none,Metro
26123,"Newaygo County, Michigan",none,Nonmetro
26125,"Oakland County, Michigan",none,Metro
26127,"Oceana County, Michigan",none,Nonmetro
26129,"Ogemaw County, Michigan",none,Nonmetro
26131,"Ontonagon County, Michigan",none,Nonmetro
26133,"Osceola County, Michigan",none,Nonmetro
26135,"Oscoda County, Michigan",none,Nonmetro
26137,"Otsego County, Michigan",none,Nonmetro
26139,"Ottawa County, Michigan",none,Metro
26141,"Presque Isle County, Michigan",none,Nonmetro
26143,"Roscommon County, Michigan",none,Nonmetro
26145,"Saginaw County, Michigan",none,Metro
26147,"St. Clair County, Michigan",none,Metro
26149,"St. Joseph County, Michigan",none,Nonmetro
26151,"Sanilac County, Michigan",none,Nonmetro
26153,"Schoolcraft County, Michigan",none,Nonmetro
26155,"Shiawassee County, Michigan",none,Nonmetro
26157,"Tuscola County, Michigan",none,Nonmetro
26159,"Van Buren County, Michigan",none,Metro
26161,"Washtenaw County, Michigan",none,Metro
26163,"Wayne County, Michigan",high,Metro
26165,"Wexford County, Michigan",none,Nonmetro
27001,"Aitkin County, Minnesota",none,Nonmetro
27003,"Anoka County, Minnesota",none,Metro
27005,"Becker County, Minnesota",none,Nonmetro
27007,"Beltrami County, Minnesota",none,Nonmetro
27009,"Benton County, Minnesota",none,Metro
27011,"Big Stone County, Minnesota",none,Nonmetro
27013,"Blue Earth County, Minnesota",none,Metro
27015,"Brown County, Minnesota",none,Nonmetro
27017,"Carlton County, Minnesota",none,Metro
27019,"Carver County, Minnesota",none,Metro
27021,"Cass County, Minnesota",none,Nonmetro
27023,"Chippewa County, Minnesota",none,Nonmetro
27025,"Chisago County, Minnesota",none,Metro
27027,"Clay County, Minnesota",none,Metro
27029,"Clearwater County, Minnesota",none,Nonmetro
27031,"Cook County, Minnesota",none,Nonmetro
27033,"Cottonwood County, Minnesota",none,Nonmetro
27035,"Crow Wing County, Minnesota",none,Nonmetro
27037,"Dakota County, Minnesota",none,Metro
27039,"Dodge County, Minnesota",none,Metro
27041,"Douglas County, Minnesota",none,Nonmetro
27043,"Faribault County, Minnesota",none,Nonmetro
27045,"Fillmore County, Minnesota",none,Metro
27047,"Freeborn County, Minnesota",none,Nonmetro
27049,"Goodhue County, Minnesota",none,Nonmetro
27051,"Grant County, Minnesota",none,Nonmetro
27053,"Hennepin County, Minnesota",none,Metro
27055,"Houston County, Minnesota",none,Metro
27057,"Hubbard County, Minnesota",none,Nonmetro
27059,"Isanti County, Minnesota",none,Metro
27061,"Itasca County, Minnesota",none,Nonmetro
27063,"Jackson County, Minnesota",none,Nonmetro
27065,"Kanabec County, Minnesota",none,Nonmetro
27067,"Kandiyohi County, Minnesota",none,Nonmetro
27069,"Kittson County, Minnesota",none,Nonmetro
27071,"Koochiching County, Minnesota",none,Nonmetro
27073,"Lac qui Parle County, Minnesota",none,Nonmetro
27075,"Lake County, Minnesota",none,Nonmetro
27077,"Lake of the Woods County, Minnesota",none,Nonmetro
27079,"Le Sueur County, Minnesota",none,Metro
27081,"Lincoln County, Minnesota",none,Nonmetro
27083,"Lyon County, Minnesota",none,Nonmetro
27085,"McLeod County, Minnesota",none,Nonmetro
27087,"Mahnomen County, Minnesota",high,Nonmetro
27089,"Marshall County, Minnesota",none,Nonmetro
27091,"Martin County, Minnesota",none,Nonmetro
27093,"Meeker County, Minnesota",none,Nonmetro
27095,"Mille Lacs County, Minnesota",none,Metro
27097,"Morrison County, Minnesota",none,Nonmetro
27099,"Mower County, Minnesota",none,Nonmetro
27101,"Murray County, Minnesota",none,Nonmetro
27103,"Nicollet County, Minnesota",none,Metro
27105,"Nobles County, Minnesota",none,Nonmetro
27107,"Norman County, Minnesota",none,Nonmetro
27109,"Olmsted County, Minnesota",none,Metro
27111,"Otter Tail County, Minnesota",none,Nonmetro
27113,"Pennington County, Minnesota",none,Nonmetro
27115,"Pine County, Minnesota",none,Nonmetro
27117,"Pipestone County, Minnesota",none,Nonmetro
27119,"Polk County, Minnesota",none,Metro
27121,"Pope County, Minnesota",none,Nonmetro
27123,"Ramsey County, Minnesota",none,Metro
27125,"Red Lake County, Minnesota",none,Nonmetro
27127,"Redwood County, Minnesota",none,Nonmetro
27129,"Renville County, Minnesota",none,Nonmetro
27131,"Rice County, Minnesota",none,Nonmetro
27133,"Rock County, Minnesota",none,Nonmetro
27135,"Roseau County, Minnesota",none,Nonmetro
27137,"St. Louis County, Minnesota",none,Metro
27139,"Scott County, Minnesota",none,Metro
27141,"Sherburne County, Minnesota",none,Metro
27143,"Sibley County, Minnesota",none,Metro
27145,"Stearns County, Minnesota",none,Metro
27147,"Steele County, Minnesota",none,Nonmetro
27149,"Stevens County, Minnesota",none,Nonmetro
27151,"Swift County, Minnesota",none,Nonmetro
27153,"Todd County, Minnesota",none,Nonmetro
27155,"Traverse County, Minnesota",none,Nonmetro
27157,"Wabasha County, Minnesota",none,Metro
27159,"Wadena County, Minnesota",none,Nonmetro
27161,"Waseca County, Minnesota",none,Nonmetro
27163,"Washington County, Minnesota",none,Metro
27165,"Watonwan County, Minnesota",none,Nonmetro
27167,"Wilkin County, Minnesota",none,Nonmetro
27169,"Winona County, Minnesota",none,Nonmetro
27171,"Wright County, Minnesota",none,Metro
27173,"Yellow Medicine County, Minnesota",none,Nonmetro
28001,"Adams County, Mississippi",both,Nonmetro
28003,"Alcorn County, Mississippi",none,Nonmetro
28005,"Amite County, Mississippi",both,Nonmetro
28007,"Attala County, Mississippi",both,Nonmetro
28009,"Benton County, Mississippi",both,Metro
28011,"Bolivar County, Mississippi",both,Nonmetro
28013,"Calhoun County, Mississippi",high,Nonmetro
28015,"Carroll County, Mississippi",none,Nonmetro
28017,"Chickasaw County, Mississippi",both,Nonmetro
28019,"Choctaw County, Mississippi",persistent,Nonmetro
28021,"Claiborne County, Mississippi",both,Nonmetro
28023,"Clarke County, Mississippi",persistent,Nonmetro
28025,"Clay County, Mississippi",both,Nonmetro
28027,"Coahoma County, Mississippi",both,Nonmetro
28029,"Copiah County, Mississippi",both,Metro
28031,"Covington County, Mississippi",both,Nonmetro
28033,"DeSoto County, Mississippi",none,Metro
28035,"Forrest County, Mississippi",both,Metro
28037,"Franklin County, Mississippi",persistent,Nonmetro
28039,"George County, Mississippi",none,Nonmetro
28041,"Greene County, Mississippi",none,Nonmetro
28043,"Grenada County, Mississippi",both,Nonmetro
28045,"Hancock County, Mississippi",none,Metro
28047,"Harrison County, Mississippi",high,Metro
28049,"Hinds County, Mississippi",high,Metro
28051,"Holmes County, Mississippi",both,Nonmetro
28053,"Humphreys County, Mississippi",both,Nonmetro
28055,"Issaquena County, Mississippi",both,Nonmetro
28057,"Itawamba County, Mississippi",none,Nonmetro
28059,"Jackson County, Mississippi",none,Metro
28061,"Jasper County, Mississippi",both,Nonmetro
28063,"Jefferson County, Mississippi",both,Nonmetro
28065,"Jefferson Davis County, Mississippi",both,Nonmetro
28067,"Jones County, Mississippi",high,Nonmetro
28069,"Kemper County, Mississippi",both,Nonmetro
28071,"Lafayette County, Mississippi",both,Nonmetro
28073,"Lamar County, Mississippi",none,Metro
28075,"Lauderdale County, Mississippi",both,Nonmetro
28077,"Lawrence County, Mississippi",none,Nonmetro
28079,"Leake County, Mississippi",both,Nonmetro
28081,"Lee County, Mississippi",none,Nonmetro
28083,"Leflore County, Mississippi",both,Nonmetro
28085,"Lincoln County, Mississippi",high,Nonmetro
28087,"Lowndes County, Mississippi",both,Nonmetro
28089,"Madison County, Mississippi",none,Metro
28091,"Marion County, Mississippi",both,Nonmetro
28093,"Marshall County, Mississippi",persistent,Metro
28095,"Monroe County, Mississippi",none,Nonmetro
28097,"Montgomery County, Mississippi",both,Nonmetro
28099,"Neshoba County, Mississippi",both,Nonmetro
28101,"Newton County, Mississippi",high,Nonmetro
28103,"Noxubee County, Mississippi",both,Nonmetro
28105,"Oktibbeha County, Mississippi",both,Nonmetro
28107,"Panola County, Mississippi",both,Nonmetro
28109,"Pearl River County, Mississippi",none,Nonmetro
28111,"Perry County, Mississippi",none,Metro
28113,"Pike County, Mississippi",both,Nonmetro
28115,"Pontotoc County, Mississippi",none,Nonmetro
28117,"Prentiss County, Mississippi",high,Nonmetro
28119,"Quitman County, Mississippi",both,Nonmetro
28121,"Rankin County, Mississippi",none,Metro
28123,"Scott County, Mississippi",both,Nonmetro
28125,"Sharkey County, Mississippi",both,Nonmetro
28127,"Simpson County, Mississippi",persistent,Metro
28129,"Smith County, Mississippi",none,Nonmetro
28131,"Stone County, Mississippi",none,Nonmetro
28133,"Sunflower County, Mississippi",both,Nonmetro
28135,"Tallahatchie County, Mississippi",both,Nonmetro
28137,"Tate County, Mississippi",none,Metro
28139,"Tippah County, Mississippi",none,Nonmetro
28141,"Tishomingo County, Mississippi",none,Nonmetro
28143,"Tunica County, Mississippi",both,Metro
28145,"Union County, Mississippi",none,Nonmetro
28147,"Walthall County, Mississippi",both,Nonmetro
28149,"Warren County, Mississippi",high,Nonmetro
28151,"Washington County, Mississippi",both,Nonmetro
28153,"Wayne County, Mississippi",both,Nonmetro
28155,"Webster County, Mississippi",high,Nonmetro
28157,"Wilkinson County, Mississippi",both,Nonmetro
28159,"Winston County, Mississippi",both,Nonmetro
28161,"Yalobusha County, Mississippi",persistent,Nonmetro
28163,"Yazoo County, Mississippi",both,Metro
29001,"Adair County, Missouri",high,Nonmetro
29003,"Andrew County, Missouri",none,Metro
29005,"Atchison County, Missouri",none,Nonmetro
29007,"Audrain County, Missouri",none,Nonmetro
29009,"Barry County, Missouri",high,Nonmetro
29011,"Barton County, Missouri",high,Nonmetro
29013,"Bates County, Missouri",none,Metro
29015,"Benton County, Missouri",none,Nonmetro
29017,"Bollinger County, Missouri",none,Metro
29019,"Boone County, Missouri",none,Metro
29021,"Buchanan County, Missouri",none,Metro
29023,"Butler County, Missouri",high,Nonmetro
29025,"Caldwell County, Missouri",none,Metro
29027,"Callaway County, Missouri",none,Metro
29029,"Camden County, Missouri",none,Nonmetro
29031,"Cape Girardeau County, Missouri",none,Metro
29033,"Carroll County, Missouri",none,Nonmetro
29035,"Carter County, Missouri",persistent,Nonmetro
29037,"Cass County, Missouri",none,Metro
29039,"Cedar County, Missouri",none,Nonmetro
29041,"Chariton County, Missouri",none,Nonmetro
29043,"Christian County, Missouri",none,Metro
29045,"Clark County, Missouri",none,Nonmetro
29047,"Clay County, Missouri",none,Metro
29049,"Clinton County, Missouri",none,Metro
29051,"Cole County, Missouri",none,Metro
29053,"Cooper County, Missouri",none,Nonmetro
29055,"Crawford County, Missouri",none,Nonmetro
29057,"Dade County, Missouri",high,Nonmetro
29059,"Dallas County, Missouri",none,Metro
29061,"Daviess County, Missouri",none,Nonmetro
29063,"DeKalb County, Missouri",none,Metro
29065,"Dent County, Missouri",high,Nonmetro
29067,"Douglas County, Missouri",high,Nonmetro
29069,"Dunklin County, Missouri",both,Nonmetro
29071,"Franklin County, Missouri",none,Metro
29073,"Gasconade County, Missouri",none,Nonmetro
29075,"Gentry County, Missouri",none,Nonmetro
29077,"Greene County, Missouri",none,Metro
29079,"Grundy County, Missouri",none,Nonmetro
29081,"Harrison County, Missouri",none,Nonmetro
29083,"Henry County, Missouri",high,Nonmetro
29085,"Hickory County, Missouri",none,Nonmetro
29087,"Holt County, Missouri",none,Nonmetro
29089,"Howard County, Missouri",none,Nonmetro
29091,"Howell County, Missouri",high,Nonmetro
29093,"Iron County, Missouri",high,Nonmetro
29095,"Jackson County, Missouri",none,Metro
29097,"Jasper County, Missouri",none,Metro
29099,"Jefferson County, Missouri",none,Metro
29101,"Johnson County, Missouri",none,Nonmetro
29103,"Knox County, Missouri",none,Nonmetro
29105,"Laclede County, Missouri",none,Nonmetro
29107,"Lafayette County, Missouri",none,Metro
29109,"Lawrence County, Missouri",none,Nonmetro
29111,"Lewis County, Missouri",none,Nonmetro
29113,"Lincoln County, Missouri",none,Metro
29115,"Linn County, Missouri",none,Nonmetro
29117,"Livingston County, Missouri",none,Nonmetro
29119,"McDonald County, Missouri",none,Metro
29121,"Macon County, Missouri",none,Nonmetro
29123,"Madison County, Missouri",none,Nonmetro
29125,"Maries County, Missouri",none,Nonmetro
29127,"Marion County, Missouri",none,Nonmetro
29129,"Mercer County, Missouri",none,Nonmetro
29131,"Miller County, Missouri",none,Nonmetro
29133,"Mississippi County, Missouri",both,Nonmetro
29135,"Moniteau County, Missouri",none,Metro
29137,"Monroe County, Missouri",none,Nonmetro
29139,"Montgomery County, Missouri",none,Nonmetro
29141,"Morgan County, Missouri",high,Nonmetro
29143,"New Madrid County, Missouri",both,Nonmetro
29145,"Newton County, Missouri",none,Metro
29147,"Nodaway County, Missouri",high,Nonmetro
29149,"Oregon County, Missouri",both,Nonmetro
29151,"Osage County, Missouri",none,Metro
29153,"Ozark County, Missouri",high,Nonmetro
29155,"Pemiscot County, Missouri",both,Nonmetro
29157,"Perry County, Missouri",none,Nonmetro
29159,"Pettis County, Missouri",none,Nonmetro
29161,"Phelps County, Missouri",high,Nonmetro
29163,"Pike County, Missouri",none,Nonmetro
29165,"Platte County, Missouri",none,Metro
29167,"Polk County, Missouri",none,Metro
29169,"Pulaski County, Missouri",none,Nonmetro
29171,"Putnam County, Missouri",none,Nonmetro
29173,"Ralls County, Missouri",none,Nonmetro
29175,"Randolph County, Missouri",none,Nonmetro
29177,"Ray County, Missouri",none,Metro
29179,"Reynolds County, Missouri",persistent,Nonmetro
29181,"Ripley County, Missouri",both,Nonmetro
29183,"St. Charles County, Missouri",none,Metro
29185,"St. Clair County, Missouri",none,Nonmetro
29186,"Ste. Genevieve County, Missouri",none,Nonmetro
29187,"St. Francois County, Missouri",none,Nonmetro
29189,"St. Louis County, Missouri",none,Metro
29195,"Saline County, Missouri",none,Nonmetro
29197,"Schuyler County, Missouri",none,Nonmetro
29199,"Scotland County, Missouri",none,Nonmetro
29201,"Scott County, Missouri",none,Nonmetro
29203,"Shannon County, Missouri",both,Nonmetro
29205,"Shelby County, Missouri",none,Nonmetro
29207,"Stoddard County, Missouri",none,Nonmetro
29209,"Stone County, Missouri",none,Nonmetro
29211,"Sullivan County, Missouri",none,Nonmetro
29213,"Taney County, Missouri",none,Nonmetro
29215,"Texas County, Missouri",both,Nonmetro
29217,"Vernon County, Missouri",none,Nonmetro
29219,"Warren County, Missouri",none,Metro
29221,"Washington County, Missouri",both,Nonmetro
29223,"Wayne County, Missouri",both,Nonmetro
29225,"Webster County, Missouri",none,Metro
29227,"Worth County, Missouri",none,Nonmetro
29229,"Wright County, Missouri",both,Nonmetro
29510,"St. Louis city, Missouri",both,Metro
30001,"Beaverhead County, Montana",none,Nonmetro
30003,"Big Horn County, Montana",both,Nonmetro
30005,"Blaine County, Montana",both,Nonmetro
30007,"Broadwater County, Montana",none,Nonmetro
30009,"Carbon County, Montana",none,Metro
30011,"Carter County, Montana",none,Nonmetro
30013,"Cascade County, Montana",none,Metro
30015,"Chouteau County, Montana",none,Nonmetro
30017,"Custer County, Montana",none,Nonmetro
30019,"Daniels County, Montana",none,Nonmetro
30021,"Dawson County, Montana",none,Nonmetro
30023,"Deer Lodge County, Montana",high,Nonmetro
30025,"Fallon County, Montana",none,Nonmetro
30027,"Fergus County, Montana",none,Nonmetro
30029,"Flathead County, Montana",none,Nonmetro
30031,"Gallatin County, Montana",none,Nonmetro
30033,"Garfield County, Montana",none,Nonmetro
30035,"Glacier County, Montana",both,Nonmetro
30037,"Golden Valley County, Montana",persistent,Metro
30039,"Granite County, Montana",none,Nonmetro
30041,"Hill County, Montana",none,Nonmetro
30043,"Jefferson County, Montana",none,Nonmetro
30045,"Judith Basin County, Montana",none,Nonmetro
30047,"Lake County, Montana",none,Nonmetro
30049,"Lewis and Clark County, Montana",none,Nonmetro
30051,"Liberty County, Montana",none,Nonmetro
30053,"Lincoln County, Montana",none,Nonmetro
30055,"McCone County, Montana",none,Nonmetro
30057,"Madison County, Montana",none,Nonmetro
30059,"Meagher County, Montana",none,Nonmetro
30061,"Mineral County, Montana",none,Nonmetro
30063,"Missoula County, Montana",none,Metro
30065,"Musselshell County, Montana",none,Nonmetro
30067,"Park County, Montana",none,Nonmetro
30069,"Petroleum County, Montana",none,Nonmetro
30071,"Phillips County, Montana",none,Nonmetro
30073,"Pondera County, Montana",none,Nonmetro
30075,"Powder River County, Montana",none,Nonmetro
30077,"Powell County, Montana",none,Nonmetro
30079,"Prairie County, Montana",none,Nonmetro
30081,"Ravalli County, Montana",none,Nonmetro
30083,"Richland County, Montana",none,Nonmetro
30085,"Roosevelt County, Montana",high,Nonmetro
30087,"Rosebud County, Montana",none,Nonmetro
30089,"Sanders County, Montana",none,Nonmetro
30091,"Sheridan County, Montana",none,Nonmetro
30093,"Silver Bow County, Montana",none,Nonmetro
30095,"Stillwater County, Montana",none,Nonmetro
30097,"Sweet Grass County, Montana",none,Nonmetro
30099,"Teton County, Montana",none,Nonmetro
30101,"Toole County, Montana",none,Nonmetro
30103,"Treasure County, Montana",none,Nonmetro
30105,"Valley County, Montana",none,Nonmetro
30107,"Wheatland County, Montana",none,Nonmetro
30109,"Wibaux County, Montana",none,Nonmetro
30111,"Yellowstone County, Montana",none,Metro
31001,"Adams County, Nebraska",none,Nonmetro
31003,"Antelope County, Nebraska",none,Nonmetro
31005,"Arthur County, Nebraska",none,Nonmetro
31007,"Banner County, Nebraska",none,Nonmetro
31009,"Blaine County, Nebraska",none,Nonmetro
31011,"Boone County, Nebraska",none,Nonmetro
31013,"Box Butte County, Nebraska",none,Nonmetro
31015,"Boyd County, Nebraska",none,Nonmetro
31017,"Brown County, Nebraska",none,Nonmetro
31019,"Buffalo County, Nebraska",none,Nonmetro
31021,"Burt County, Nebraska",none,Nonmetro
31023,"Butler County, Nebraska",none,Nonmetro
31025,"Cass County, Nebraska",none,Metro
31027,"Cedar County, Nebraska",none,Nonmetro
31029,"Chase County, Nebraska",none,Nonmetro
31031,"Cherry County, Nebraska",none,Nonmetro
31033,"Cheyenne County, Nebraska",none,Nonmetro
31035,"Clay County, Nebraska",none,Nonmetro
31037,"Colfax County, Nebraska",none,Nonmetro
31039,"Cuming County, Nebraska",none,Nonmetro
31041,"Custer County, Nebraska",none,Nonmetro
31043,"Dakota County, Nebraska",none,Metro
31045,"Dawes County, Nebraska",none,Nonmetro
31047,"Dawson County, Nebraska",none,Nonmetro
31049,"Deuel County, Nebraska",none,Nonmetro
31051,"Dixon County, Nebraska",none,Metro
31053,"Dodge County, Nebraska",none,Nonmetro
31055,"Douglas County, Nebraska",none,Metro
31057,"Dundy County, Nebraska",none,Nonmetro
31059,"Fillmore County, Nebraska",none,Nonmetro
31061,"Franklin County, Nebraska",none,Nonmetro
31063,"Frontier County, Nebraska",none,Nonmetro
31065,"Furnas County, Nebraska",none,Nonmetro
31067,"Gage County, Nebraska",none,Nonmetro
31069,"Garden County, Nebraska",none,Nonmetro
31071,"Garfield County, Nebraska",none,Nonmetro
31073,"Gosper County, Nebraska",none,Nonmetro
31075,"Grant County, Nebraska",none,Nonmetro
31077,"Greeley County, Nebraska",none,Nonmetro
31079,"Hall County, Nebraska",none,Metro
31081,"Hamilton County, Nebraska",none,Metro
31083,"Harlan County, Nebraska",none,Nonmetro
31085,"Hayes County, Nebraska",none,Nonmetro
31087,"Hitchcock County, Nebraska",none,Nonmetro
31089,"Holt County, Nebraska",none,Nonmetro
31091,"Hooker County, Nebraska",none,Nonmetro
31093,"Howard County, Nebraska",none,Metro
31095,"Jefferson County, Nebraska",none,Nonmetro
31097,"Johnson County, Nebraska",none,Nonmetro
31099,"Kearney County, Nebraska",none,Nonmetro
31101,"Keith County, Nebraska",none,Nonmetro
31103,"Keya Paha County, Nebraska",none,Nonmetro
31105,"Kimball County, Nebraska",none,Nonmetro
31107,"Knox County, Nebraska",none,Nonmetro
31109,"Lancaster County, Nebraska",none,Metro
31111,"Lincoln County, Nebraska",none,Nonmetro
31113,"Logan County, Nebraska",none,Nonmetro
31115,"Loup County, Nebraska",none,Nonmetro
31117,"McPherson County, Nebraska",none,Nonmetro
31119,"Madison County, Nebraska",none,Nonmetro
31121,"Merrick County, Nebraska",none,Metro
31123,"Morrill County, Nebraska",none,Nonmetro
31125,"Nance County, Nebraska",none,Nonmetro
31127,"Nemaha County, Nebraska",none,Nonmetro
31129,"Nuckolls County, Nebraska",none,Nonmetro
31131,"Otoe County, Nebraska",none,Nonmetro
31133,"Pawnee County, Nebraska",none,Nonmetro
31135,"Perkins County, Nebraska",none,Nonmetro
31137,"Phelps County, Nebraska",none,Nonmetro
31139,"Pierce County, Nebraska",none,Nonmetro
31141,"Platte County, Nebraska",none,Nonmetro
31143,"Polk County, Nebraska",none,Nonmetro
31145,"Red Willow County, Nebraska",none,Nonmetro
31147,"Richardson County, Nebraska",none,Nonmetro
31149,"Rock County, Nebraska",none,Nonmetro
31151,"Saline County, Nebraska",none,Nonmetro
31153,"Sarpy County, Nebraska",none,Metro
31155,"Saunders County, Nebraska",none,Metro
31157,"Scotts Bluff County, Nebraska",none,Nonmetro
31159,"Seward County, Nebraska",none,Metro
31161,"Sheridan County, Nebraska",none,Nonmetro
31163,"Sherman County, Nebraska",none,Nonmetro
31165,"Sioux County, Nebraska",none,Nonmetro
31167,"Stanton County, Nebraska",none,Nonmetro
31169,"Thayer County, Nebraska",none,Nonmetro
31171,"Thomas County, Nebraska",none,Nonmetro
31173,"Thurston County, Nebraska",both,Nonmetro
31175,"Valley County, Nebraska",none,Nonmetro
31177,"Washington County, Nebraska",none,Metro
31179,"Wayne County, Nebraska",none,Nonmetro
31181,"Webster County, Nebraska",none,Nonmetro
31183,"Wheeler County, Nebraska",none,Nonmetro
31185,"York County, Nebraska",none,Nonmetro
32001,"Churchill County, Nevada",none,Nonmetro
32003,"Clark County, Nevada",none,Metro
32005,"Douglas County, Nevada",none,Nonmetro
32007,"Elko County, Nevada",none,Nonmetro
32009,"Esmeralda County, Nevada",none,Nonmetro
32011,"Eureka County, Nevada",none,Nonmetro
32013,"Humboldt County, Nevada",none,Nonmetro
32015,"Lander County, Nevada",none,Nonmetro
32017,"Lincoln County, Nevada",none,Nonmetro
32019,"Lyon County, Nevada",none,Nonmetro
32021,"Mineral County, Nevada",none,Nonmetro
32023,"Nye County, Nevada",none,Nonmetro
32027,"Pershing County, Nevada",none,Nonmetro
32029,"Storey County, Nevada",none,Metro
32031,"Washoe County, Nevada",none,Metro
32033,"White Pine County, Nevada",none,Nonmetro
32510,"Carson City, Nevada",none,Metro
33001,"Belknap County, New Hampshire",none,Nonmetro
33003,"Carroll County, New Hampshire",none,Nonmetro
33005,"Cheshire County, New Hampshire",none,Nonmetro
33007,"Coos County, New Hampshire",none,Nonmetro
33009,"Grafton County, New Hampshire",none,Nonmetro
33011,"Hillsborough County, New Hampshire",none,Metro
33013,"Merrimack County, New Hampshire",none,Nonmetro
33015,"Rockingham County, New Hampshire",none,Metro
33017,"Strafford County, New Hampshire",none,Metro
33019,"Sullivan County, New Hampshire",none,Nonmetro
34001,"Atlantic County, New Jersey",none,Metro
34003,"Bergen County, New Jersey",none,Metro
34005,"Burlington County, New Jersey",none,Metro
34007,"Camden County, New Jersey",none,Metro
34009,"Cape May County, New Jersey",none,Metro
34011,"Cumberland County, New Jersey",none,Metro
34013,"Essex County, New Jersey",none,Metro
34015,"Gloucester County, New Jersey",none,Metro
34017,"Hudson County, New Jersey",none,Metro
34019,"Hunterdon County, New Jersey",none,Metro
34021,"Mercer County, New Jersey",none,Metro
34023,"Middlesex County, New Jersey",none,Metro
34025,"Monmouth County, New Jersey",none,Metro
34027,"Morris County, New Jersey",none,Metro
34029,"Ocean County, New Jersey",none,Metro
34031,"Passaic County, New Jersey",none,Metro
34033,"Salem County, New Jersey",none,Metro
34035,"Somerset County, New Jersey",none,Metro
34037,"Sussex County, New Jersey",none,Metro
34039,"Union County, New Jersey",none,Metro
34041,"Warren County, New Jersey",none,Metro
35001,"Bernalillo County, New Mexico",none,Metro
35003,"Catron County, New Mexico",none,Nonmetro
35005,"Chaves County, New Mexico",none,Nonmetro
35006,"Cibola County, New Mexico",both,Nonmetro
35007,"Colfax County, New Mexico",high,Nonmetro
35009,"Curry County, New Mexico",high,Nonmetro
35011,"De Baca County, New Mexico",none,Nonmetro
35013,"Doña Ana County, New Mexico",both,Metro
35015,"Eddy County, New Mexico",none,Nonmetro
35017,"Grant County, New Mexico",high,Nonmetro
35019,"Guadalupe County, New Mexico",persistent,Nonmetro
35021,"Harding County, New Mexico",none,Nonmetro
35023,"Hidalgo County, New Mexico",high,Nonmetro
35025,"Lea County, New Mexico",none,Nonmetro
35027,"Lincoln County, New Mexico",none,Nonmetro
35028,"Los Alamos County, New Mexico",none,Nonmetro
35029,"Luna County, New Mexico",both,Nonmetro
35031,"McKinley County, New Mexico",both,Nonmetro
35033,"Mora County, New Mexico",none,Nonmetro
35035,"Otero County, New Mexico",high,Nonmetro
35037,"Quay County, New Mexico",high,Nonmetro
35039,"Rio Arriba County, New Mexico",high,Nonmetro
35041,"Roosevelt County, New Mexico",both,Nonmetro
35043,"Sandoval County, New Mexico",none,Metro
35045,"San Juan County, New Mexico",high,Metro
35047,"San Miguel County, New Mexico",both,Nonmetro
35049,"Santa Fe County, New Mexico",none,Metro
35051,"Sierra County, New Mexico",high,Nonmetro
35053,"Socorro County, New Mexico",both,Nonmetro
35055,"Taos County, New Mexico",persistent,Nonmetro
35057,"Torrance County, New Mexico",high,Metro
35059,"Union County, New Mexico",none,Nonmetro
35061,"Valencia County, New Mexico",none,Metro
36001,"Albany County, New York",none,Metro
36003,"Allegany County, New York",none,Nonmetro
36005,"Bronx County, New York",both,Metro
