fips,name,category,metro
17117,"Macoupin County, Illinois",none,Metro
17119,"Madison County, Illinois",none,Metro
17121,"Marion County, Illinois",none,Nonmetro
17123,"Marshall County, Illinois",none,Metro
17125,"Mason County, Illinois",none,Nonmetro
17127,"Massac County, Illinois",none,Nonmetro
17129,"Menard County, Illinois",none,Metro
17131,"Mercer County, Illinois",none,Metro
17133,"Monroe County, Illinois",none,Metro
17135,"Montgomery County, Illinois",none,Nonmetro
17137,"Morgan County, Illinois",none,Nonmetro
17139,"Moultrie County, Illinois",none,Nonmetro
17141,"Ogle County, Illinois",none,Nonmetro
17143,"Peoria County, Illinois",none,Metro
17145,"Perry County, Illinois",none,Nonmetro
17147,"Piatt County, Illinois",none,Metro
17149,"Pike County, Illinois",none,Nonmetro
17151,"Pope County, Illinois",none,Nonmetro
17153,"Pulaski County, Illinois",both,Nonmetro
17155,"Putnam County, Illinois",none,Nonmetro
17157,"Randolph County, Illinois",none,Nonmetro
17159,"Richland County, Illinois",none,Nonmetro
17161,"Rock Island County, Illinois",none,Metro
17163,"St. Clair County, Illinois",none,Metro
17165,"Saline County, Illinois",high,Nonmetro
17167,"Sangamon County, Illinois",none,Metro
17169,"Schuyler County, Illinois",none,Nonmetro
17171,"Scott County, Illinois",none,Nonmetro
17173,"Shelby County, Illinois",none,Nonmetro
17175,"Stark County, Illinois",none,Metro
17177,"Stephenson County, Illinois",none,Nonmetro
17179,"Tazewell County, Illinois",none,Metro
17181,"Union County, Illinois",none,Nonmetro
17183,"Vermilion County, Illinois",none,Metro
17185,"Wabash County, Illinois",none,Nonmetro
17187,"Warren County, Illinois",none,Nonmetro
17189,"Washington County, Illinois",none,Nonmetro
17191,"Wayne County, Illinois",none,Nonmetro
17193,"White County, Illinois",none,Nonmetro
17195,"Whiteside County, Illinois",none,Nonmetro
17197,"Will County, Illinois",none,Metro
17199,"Williamson County, Illinois",none,Metro
17201,"Winnebago County, Illinois",none,Metro
17203,"Woodford County, Illinois",none,Metro
18001,"Adams County, Indiana",none,Nonmetro
18003,"Allen County, Indiana",none,Metro
18005,"Bartholomew County, Indiana",none,Metro
18007,"Benton County, Indiana",none,Metro
18009,"Blackford County, Indiana",none,Nonmetro
18011,"Boone County, Indiana",none,Metro
18013,"Brown County, Indiana",none,Metro
18015,"Carroll County, Indiana",none,Metro
18017,"Cass County, Indiana",none,Nonmetro
18019,"Clark County, Indiana",none,Metro
18021,"Clay County, Indiana",none,Metro
18023,"Clinton County, Indiana",none,Nonmetro
18025,"Crawford County, Indiana",none,Nonmetro
18027,"Daviess County, Indiana",none,Nonmetro
18029,"Dearborn County, Indiana",none,Metro
18031,"Decatur County, Indiana",none,Nonmetro
18033,"DeKalb County, Indiana",none,Nonmetro
18035,"Delaware County, Indiana",high,Metro
18037,"Dubois County, Indiana",none,Nonmetro
18039,"Elkhart County, Indiana",none,Metro
18041,"Fayette County, Indiana",none,Nonmetro
18043,"Floyd County, Indiana",none,Metro
18045,"Fountain County, Indiana",none,Nonmetro
18047,"Franklin County, Indiana",none,Nonmetro
18049,"Fulton County, Indiana",none,Nonmetro
18051,"Gibson County, Indiana",none,Nonmetro
18053,"Grant County, Indiana",none,Nonmetro
18055,"Greene County, Indiana",none,Nonmetro
18057,"Hamilton County, Indiana",none,Metro
18059,"Hancock County, Indiana",none,Metro
18061,"Harrison County, Indiana",none,Metro
18063,"Hendricks County, Indiana",none,Metro
18065,"Henry County, Indiana",none,Nonmetro
18067,"Howard County, Indiana",none,Metro
18069,"Huntington County, Indiana",none,Nonmetro
18071,"Jackson County, Indiana",none,Nonmetro
18073,"Jasper County, Indiana",none,Metro
18075,"Jay County, Indiana",none,Nonmetro
18077,"Jefferson County, Indiana",none,Nonmetro
18079,"Jennings County, Indiana",none,Nonmetro
18081,"Johnson County, Indiana",none,Metro
18083,"Knox County, Indiana",none,Nonmetro
18085,"Kosciusko County, Indiana",none,Nonmetro
18087,"LaGrange County, Indiana",none,Nonmetro
18089,"Lake County, Indiana",none,Metro
18091,"LaPorte County, Indiana",none,Metro
18093,"Lawrence County, Indiana",none,Nonmetro
18095,"Madison County, Indiana",none,Metro
18097,"Marion County, Indiana",none,Metro
18099,"Marshall County, Indiana",none,Nonmetro
18101,"Martin County, Indiana",none,Nonmetro
18103,"Miami County, Indiana",none,Nonmetro
18105,"Monroe County, Indiana",high,Metro
18107,"Montgomery County, Indiana",none,Nonmetro
18109,"Morgan County, Indiana",none,Metro
18111,"Newton County, Indiana",none,Metro
18113,"Noble County, Indiana",none,Nonmetro
18115,"Ohio County, Indiana",none,Metro
18117,"Orange County, Indiana",none,Nonmetro
18119,"Owen County, Indiana",none,Metro
18121,"Parke County, Indiana",none,Nonmetro
18123,"Perry County, Indiana",none,Nonmetro
18125,"Pike County, Indiana",none,Nonmetro
18127,"Porter County, Indiana",none,Metro
18129,"Posey County, Indiana",none,Metro
18131,"Pulaski County, Indiana",none,Nonmetro
18133,"Putnam County, Indiana",none,Metro
18135,"Randolph County, Indiana",none,Nonmetro
18137,"Ripley County, Indiana",none,Nonmetro
18139,"Rush County, Indiana",none,Nonmetro
18141,"St. Joseph County, Indiana",none,Metro
18143,"Scott County, Indiana",none,Metro
18145,"Shelby County, Indiana",none,Metro
18147,"Spencer County, Indiana",none,Nonmetro
18149,"Starke County, Indiana",none,Nonmetro
18151,"Steuben County, Indiana",none,Nonmetro
18153,"Sullivan County, Indiana",none,Metro
18155,"Switzerland County, Indiana",none,Nonmetro
18157,"Tippecanoe County, Indiana",none,Metro
18159,"Tipton County, Indiana",none,Nonmetro
18161,"Union County, Indiana",none,Metro
18163,"Vanderburgh County, Indiana",none,Metro
18165,"Vermillion County, Indiana",none,Metro
18167,"Vigo County, Indiana",none,Metro
18169,"Wabash County, Indiana",none,Nonmetro
18171,"Warren County, Indiana",none,Nonmetro
18173,"Warrick County, Indiana",none,Metro
18175,"Washington County, Indiana",none,Metro
18177,"Wayne County, Indiana",none,Nonmetro
18179,"Wells County, Indiana",none,Metro
18181,"White County, Indiana",none,Nonmetro
18183,"Whitley County, Indiana",none,Metro
19001,"Adair County, Iowa",none,Nonmetro
19003,"Adams County, Iowa",none,Nonmetro
19005,"Allamakee County, Iowa",none,Nonmetro
19007,"Appanoose County, Iowa",none,Nonmetro
19009,"Audubon County, Iowa",none,Nonmetro
19011,"Benton County, Iowa",none,Metro
19013,"Black Hawk County, Iowa",none,Metro
19015,"Boone County, Iowa",none,Nonmetro
19017,"Bremer County, Iowa",none,Metro
19019,"Buchanan County, Iowa",none,Nonmetro
19021,"Buena Vista County, Iowa",none,Nonmetro
19023,"Butler County, Iowa",none,Nonmetro
19025,"Calhoun County, Iowa",none,Nonmetro
19027,"Carroll County, Iowa",none,Nonmetro
19029,"Cass County, Iowa",none,Nonmetro
19031,"Cedar County, Iowa",none,Nonmetro
19033,"Cerro Gordo County, Iowa",none,Nonmetro
19035,"Cherokee County, Iowa",none,Nonmetro
19037,"Chickasaw County, Iowa",none,Nonmetro
19039,"Clarke County, Iowa",none,Nonmetro
19041,"Clay County, Iowa",none,Nonmetro
19043,"Clayton County, Iowa",none,Nonmetro
19045,"Clinton County, Iowa",none,Nonmetro
19047,"Crawford County, Iowa",none,Nonmetro
19049,"Dallas County, Iowa",none,Metro
19051,"Davis County, Iowa",none,Nonmetro
19053,"Decatur County, Iowa",none,Nonmetro
19055,"Delaware County, Iowa",none,Nonmetro
19057,"Des Moines County, Iowa",none,Nonmetro
19059,"Dickinson County, Iowa",none,Nonmetro
19061,"Dubuque County, Iowa",none,Metro
19063,"Emmet County, Iowa",none,Nonmetro
19065,"Fayette County, Iowa",none,Nonmetro
19067,"Floyd County, Iowa",none,Nonmetro
19069,"Franklin County, Iowa",none,Nonmetro
19071,"Fremont County, Iowa",none,Nonmetro
19073,"Greene County, Iowa",none,Nonmetro
19075,"Grundy County, Iowa",none,Metro
19077,"Guthrie County, Iowa",none,Metro
19079,"Hamilton County, Iowa",none,Nonmetro
19081,"Hancock County, Iowa",none,Nonmetro
19083,"Hardin County, Iowa",none,Nonmetro
19085,"Harrison County, Iowa",none,Metro
19087,"Henry County, Iowa",none,Nonmetro
19089,"Howard County, Iowa",none,Nonmetro
19091,"Humboldt County, Iowa",none,Nonmetro
19093,"Ida County, Iowa",none,Nonmetro
19095,"Iowa County, Iowa",none,Nonmetro
19097,"Jackson County, Iowa",none,Nonmetro
19099,"Jasper County, Iowa",none,Nonmetro
19101,"Jefferson County, Iowa",none,Nonmetro
19103,"Johnson County, Iowa",none,Metro
19105,"Jones County, Iowa",none,Metro
19107,"Keokuk County, Iowa",none,Nonmetro
19109,"Kossuth County, Iowa",none,Nonmetro
19111,"Lee County, Iowa",none,Nonmetro
19113,"Linn County, Iowa",none,Metro
19115,"Louisa County, Iowa",none,Nonmetro
19117,"Lucas County, Iowa",none,Nonmetro
19119,"Lyon County, Iowa",none,Nonmetro
19121,"Madison County, Iowa",none,Metro
19123,"Mahaska County, Iowa",none,Nonmetro
19125,"Marion County, Iowa",none,Nonmetro
19127,"Marshall County, Iowa",none,Nonmetro
19129,"Mills County, Iowa",none,Metro
19131,"Mitchell County, Iowa",none,Nonmetro
19133,"Monona County, Iowa",none,Nonmetro
19135,"Monroe County, Iowa",none,Nonmetro
19137,"Montgomery County, Iowa",none,Nonmetro
19139,"Muscatine County, Iowa",none,Nonmetro
19141,"O'Brien County, Iowa",none,Nonmetro
19143,"Osceola County, Iowa",none,Nonmetro
19145,"Page County, Iowa",none,Nonmetro
19147,"Palo Alto County, Iowa",none,Nonmetro
19149,"Plymouth County, Iowa",none,Metro
19151,"Pocahontas County, Iowa",none,Nonmetro
19153,"Polk County, Iowa",none,Metro
19155,"Pottawattamie County, Iowa",none,Metro
19157,"Poweshiek County, Iowa",none,Nonmetro
19159,"Ringgold County, Iowa",none,Nonmetro
19161,"Sac County, Iowa",none,Nonmetro
19163,"Scott County, Iowa",none,Metro
19165,"Shelby County, Iowa",none,Nonmetro
19167,"Sioux County, Iowa",none,Nonmetro
19169,"Story County, Iowa",high,Metro
19171,"Tama County, Iowa",none,Nonmetro
19173,"Taylor County, Iowa",none,Nonmetro
19175,"Union County, Iowa",none,Nonmetro
19177,"Van Buren County, Iowa",none,Nonmetro
19179,"Wapello County, Iowa",none,Nonmetro
19181,"Warren County, Iowa",none,Metro
19183,"Washington County, Iowa",none,Metro
19185,"Wayne County, Iowa",none,Nonmetro
19187,"Webster County, Iowa",none,Nonmetro
19189,"Winnebago County, Iowa",none,Nonmetro
19191,"Winneshiek County, Iowa",none,Nonmetro
19193,"Woodbury County, Iowa",none,Metro
19195,"Worth County, Iowa",none,Nonmetro
19197,"Wright County, Iowa",none,Nonmetro
20001,"Allen County, Kansas",none,Nonmetro
20003,"Anderson County, Kansas",none,Nonmetro
20005,"Atchison County, Kansas",none,Nonmetro
20007,"Barber County, Kansas",none,Nonmetro
20009,"Barton County, Kansas",none,Nonmetro
20011,"Bourbon County, Kansas",none,Nonmetro
20013,"Brown County, Kansas",none,Nonmetro
20015,"Butler County, Kansas",none,Metro
20017,"Chase County, Kansas",none,Nonmetro
20019,"Chautauqua County, Kansas",none,Nonmetro
20021,"Cherokee County, Kansas",none,Nonmetro
20023,"Cheyenne County, Kansas",none,Nonmetro
20025,"Clark County, Kansas",none,Nonmetro
20027,"Clay County, Kansas",none,Nonmetro
20029,"Cloud County, Kansas",none,Nonmetro
20031,"Coffey County, Kansas",none,Nonmetro
20033,"Comanche County, Kansas",none,Nonmetro
20035,"Cowley County, Kansas",none,Nonmetro
20037,"Crawford County, Kansas",high,Nonmetro
20039,"Decatur County, Kansas",none,Nonmetro
20041,"Dickinson County, Kansas",none,Nonmetro
20043,"Doniphan County, Kansas",none,Metro
20045,"Douglas County, Kansas",none,Metro
20047,"Edwards County, Kansas",none,Nonmetro
20049,"Elk County, Kansas",none,Nonmetro
20051,"Ellis County, Kansas",none,Nonmetro
20053,"Ellsworth County, Kansas",none,Nonmetro
20055,"Finney County, Kansas",none,Nonmetro
20057,"Ford County, Kansas",none,Nonmetro
20059,"Franklin County, Kansas",none,Nonmetro
20061,"Geary County, Kansas",none,Nonmetro
20063,"Gove County, Kansas",none,Nonmetro
20065,"Graham County, Kansas",none,Nonmetro
20067,"Grant County, Kansas",none,Nonmetro
20069,"Gray County, Kansas",none,Nonmetro
20071,"Greeley County, Kansas",none,Nonmetro
20073,"Greenwood County, Kansas",none,Nonmetro
20075,"Hamilton County, Kansas",none,Nonmetro
20077,"Harper County, Kansas",none,Nonmetro
20079,"Harvey County, Kansas",none,Metro
20081,"Haskell County, Kansas",none,Nonmetro
20083,"Hodgeman County, Kansas",none,Nonmetro
20085,"Jackson County, Kansas",none,Metro
20087,"Jefferson County, Kansas",none,Metro
20089,"Jewell County, Kansas",none,Nonmetro
20091,"Johnson County, Kansas",none,Metro
20093,"Kearny County, Kansas",none,Nonmetro
20095,"Kingman County, Kansas",none,Metro
20097,"Kiowa County, Kansas",none,Nonmetro
20099,"Labette County, Kansas",none,Nonmetro
20101,"Lane County, Kansas",none,Nonmetro
20103,"Leavenworth County, Kansas",none,Metro
20105,"Lincoln County, Kansas",none,Nonmetro
20107,"Linn County, Kansas",none,Metro
20109,"Logan County, Kansas",none,Nonmetro
20111,"Lyon County, Kansas",none,Nonmetro
20113,"McPherson County, Kansas",none,Nonmetro
20115,"Marion County, Kansas",none,Nonmetro
20117,"Marshall County, Kansas",none,Nonmetro
20119,"Meade County, Kansas",none,Nonmetro
20121,"Miami County, Kansas",none,Metro
20123,"Mitchell County, Kansas",none,Nonmetro
20125,"Montgomery County, Kansas",none,Nonmetro
20127,"Morris County, Kansas",none,Nonmetro
20129,"Morton County, Kansas",none,Nonmetro
20131,"Nemaha County, Kansas",none,Nonmetro
20133,"Neosho County, Kansas",none,Nonmetro
20135,"Ness County, Kansas",none,Nonmetro
20137,"Norton County, Kansas",none,Nonmetro
20139,"Osage County, Kansas",none,Metro
20141,"Osborne County, Kansas",none,Nonmetro
20143,"Ottawa County, Kansas",none,Nonmetro
20145,"Pawnee County, Kansas",none,Nonmetro
20147,"Phillips County, Kansas",none,Nonmetro
20149,"Pottawatomie County, Kansas",none,Metro
20151,"Pratt County, Kansas",none,Nonmetro
20153,"Rawlins County, Kansas",none,Nonmetro
20155,"Reno County, Kansas",none,Nonmetro
20157,"Republic County, Kansas",none,Nonmetro
20159,"Rice County, Kansas",none,Nonmetro
20161,"Riley County, Kansas",high,Metro
20163,"Rooks County, Kansas",none,Nonmetro
20165,"Rush County, Kansas",none,Nonmetro
20167,"Russell County, Kansas",none,Nonmetro
20169,"Saline County, Kansas",none,Nonmetro
20171,"Scott County, Kansas",none,Nonmetro
20173,"Sedgwick County, Kansas",none,Metro
20175,"Seward County, Kansas",none,Nonmetro
20177,"Shawnee County, Kansas",none,Metro
20179,"Sheridan County, Kansas",none,Nonmetro
20181,"Sherman County, Kansas",none,Nonmetro
20183,"Smith County, Kansas",none,Nonmetro
20185,"Stafford County, Kansas",none,Nonmetro
20187,"Stanton County, Kansas",none,Nonmetro
20189,"Stevens County, Kansas",high,Nonmetro
20191,"Sumner County, Kansas",none,Metro
20193,"Thomas County, Kansas",none,Nonmetro
20195,"Trego County, Kansas",none,Nonmetro
20197,"Wabaunsee County, Kansas",none,Metro
20199,"Wallace County, Kansas",none,Nonmetro
20201,"Washington County, Kansas",none,Nonmetro
20203,"Wichita County, Kansas",none,Nonmetro
20205,"Wilson County, Kansas",none,Nonmetro
20207,"Woodson County, Kansas",none,Nonmetro
20209,"Wyandotte County, Kansas",none,Metro
21001,"Adair County, Kentucky",high,Nonmetro
21003,"Allen County, Kentucky",none,Metro
21005,"Anderson County, Kentucky",none,Nonmetro
21007,"Ballard County, Kentucky",none,Nonmetro
21009,"Barren County, Kentucky",high,Nonmetro
21011,"Bath County, Kentucky",both,Nonmetro
21013,"Bell County, Kentucky",both,Nonmetro
21015,"Boone County, Kentucky",none,Metro
21017,"Bourbon County, Kentucky",none,Metro
21019,"Boyd County, Kentucky",none,Metro
21021,"Boyle County, Kentucky",none,Nonmetro
21023,"Bracken County, Kentucky",none,Metro
21025,"Breathitt County, Kentucky",both,Nonmetro
21027,"Breckinridge County, Kentucky",none,Nonmetro
21029,"Bullitt County, Kentucky",none,Metro
21031,"Butler County, Kentucky",none,Metro
21033,"Caldwell County, Kentucky",none,Nonmetro
21035,"Calloway County, Kentucky",high,Nonmetro
21037,"Campbell County, Kentucky",none,Metro
21039,"Carlisle County, Kentucky",none,Nonmetro
21041,"Carroll County, Kentucky",high,Nonmetro
21043,"Carter County, Kentucky",high,Nonmetro
21045,"Casey County, Kentucky",both,Nonmetro
21047,"Christian County, Kentucky",none,Metro
21049,"Clark County, Kentucky",none,Metro
21051,"Clay County, Kentucky",both,Nonmetro
21053,"Clinton County, Kentucky",both,Nonmetro
21055,"Crittenden County, Kentucky",none,Nonmetro
21057,"Cumberland County, Kentucky",both,Nonmetro
21059,"Daviess County, Kentucky",none,Metro
21061,"Edmonson County, Kentucky",none,Metro
21063,"Elliott County, Kentucky",both,Nonmetro
21065,"Estill County, Kentucky",both,Nonmetro
21067,"Fayette County, Kentucky",none,Metro
21069,"Fleming County, Kentucky",none,Nonmetro
21071,"Floyd County, Kentucky",both,Nonmetro
21073,"Franklin County, Kentucky",none,Nonmetro
21075,"Fulton County, Kentucky",both,Nonmetro
21077,"Gallatin County, Kentucky",none,Metro
21079,"Garrard County, Kentucky",none,Nonmetro
21081,"Grant County, Kentucky",none,Metro
21083,"Graves County, Kentucky",none,Nonmetro
21085,"Grayson County, Kentucky",high,Nonmetro
21087,"Green County, Kentucky",none,Nonmetro
21089,"Greenup County, Kentucky",none,Metro
21091,"Hancock County, Kentucky",none,Metro
21093,"Hardin County, Kentucky",none,Metro
21095,"Harlan County, Kentucky",both,Nonmetro
21097,"Harrison County, Kentucky",none,Nonmetro
21099,"Hart County, Kentucky",both,Nonmetro
21101,"Henderson County, Kentucky",none,Metro
21103,"Henry County, Kentucky",none,Metro
21105,"Hickman County, Kentucky",none,Nonmetro
21107,"Hopkins County, Kentucky",none,Nonmetro
21109,"Jackson County, Kentucky",both,Nonmetro
21111,"Jefferson County, Kentucky",none,Metro
21113,"Jessamine County, Kentucky",none,Metro
21115,"Johnson County, Kentucky",both,Nonmetro
21117,"Kenton County, Kentucky",none,Metro
21119,"Knott County, Kentucky",both,Nonmetro
21121,"Knox County, Kentucky",both,Nonmetro
21123,"Larue County, Kentucky",none,Metro
21125,"Laurel County, Kentucky",both,Nonmetro
21127,"Lawrence County, Kentucky",both,Nonmetro
21129,"Lee County, Kentucky",both,Nonmetro
21131,"Leslie County, Kentucky",both,Nonmetro
21133,"Letcher County, Kentucky",both,Nonmetro
21135,"Lewis County, Kentucky",both,Nonmetro
21137,"Lincoln County, Kentucky",both,Nonmetro
21139,"Livingston County, Kentucky",none,Nonmetro
21141,"Logan County, Kentucky",none,Nonmetro
21143,"Lyon County, Kentucky",none,Nonmetro
21145,"McCracken County, Kentucky",none,Nonmetro
21147,"McCreary County, Kentucky",both,Nonmetro
21149,"McLean County, Kentucky",none,Metro
21151,"Madison County, Kentucky",none,Nonmetro
21153,"Magoffin County, Kentucky",both,Nonmetro
21155,"Marion County, Kentucky",high,Nonmetro
21157,"Marshall County, Kentucky",none,Nonmetro
21159,"Martin County, Kentucky",persistent,Nonmetro
21161,"Mason County, Kentucky",none,Nonmetro
21163,"Meade County, Kentucky",none,Metro
21165,"Menifee County, Kentucky",both,Nonmetro
21167,"Mercer County, Kentucky",none,Nonmetro
21169,"Metcalfe County, Kentucky",high,Nonmetro
21171,"Monroe County, Kentucky",both,Nonmetro
21173,"Montgomery County, Kentucky",none,Nonmetro
21175,"Morgan County, Kentucky",both,Nonmetro
21177,"Muhlenberg County, Kentucky",none,Nonmetro
21179,"Nelson County, Kentucky",none,Nonmetro
21181,"Nicholas County, Kentucky",high,Nonmetro
21183,"Ohio County, Kentucky",none,Nonmetro
21185,"Oldham County, Kentucky",none,Metro
21187,"Owen County, Kentucky",none,Nonmetro
21189,"Owsley County, Kentucky",both,Nonmetro
21191,"Pendleton County, Kentucky",none,Metro
21193,"Perry County, Kentucky",both,Nonmetro
21195,"Pike County, Kentucky",high,Nonmetro
21197,"Powell County, Kentucky",both,Nonmetro
21199,"Pulaski County, Kentucky",high,Nonmetro
21201,"Robertson County, Kentucky",both,Nonmetro
21203,"Rockcastle County, Kentucky",persistent,Nonmetro
21205,"Rowan County, Kentucky",both,Nonmetro
21207,"Russell County, Kentucky",both,Nonmetro
21209,"Scott County, Kentucky",none,Metro
21211,"Shelby County, Kentucky",none,Metro
21213,"Simpson County, Kentucky",none,Nonmetro
21215,"Spencer County, Kentucky",none,Metro
21217,"Taylor County, Kentucky",none,Nonmetro
21219,"Todd County, Kentucky",none,Nonmetro
21221,"Trigg County, Kentucky",none,Metro
21223,"Trimble County, Kentucky",none,Metro
21225,"Union County, Kentucky",high,Nonmetro
21227,"Warren County, Kentucky",none,Metro
21229,"Washington County, Kentucky",none,Nonmetro
21231,"Wayne County, Kentucky",both,Nonmetro
21233,"Webster County, Kentucky",high,Nonmetro
21235,"Whitley County, Kentucky",both,Nonmetro
21237,"Wolfe County, Kentucky",both,Nonmetro
21239,"Woodford County, Kentucky",none,Metro
22001,"Acadia Parish, Louisiana",both,Metro
22003,"Allen Parish, Louisiana",none,Nonmetro
22005,"Ascension Parish, Louisiana",none,Metro
22007,"Assumption Parish, Louisiana",none,Nonmetro
22009,"Avoyelles Parish, Louisiana",both,Nonmetro
22011,"Beauregard Parish, Louisiana",none,Nonmetro
22013,"Bienville Parish, Louisiana",both,Nonmetro
22015,"Bossier Parish, Louisiana",none,Metro
22017,"Caddo Parish, Louisiana",high,Metro
22019,"Calcasieu Parish, Louisiana",none,Metro
22021,"Caldwell Parish, Louisiana",high,Nonmetro
22023,"Cameron Parish, Louisiana",none,Metro
22025,"Catahoula Parish, Louisiana",both,Nonmetro
22027,"Claiborne Parish, Louisiana",both,Nonmetro
22029,"Concordia Parish, Louisiana",both,Nonmetro
22031,"De Soto Parish, Louisiana",high,Metro
22033,"East Baton Rouge Parish, Louisiana",none,Metro
22035,"East Carroll Parish, Louisiana",both,Nonmetro
22037,"East Feliciana Parish, Louisiana",persistent,Metro
22039,"Evangeline Parish, Louisiana",both,Nonmetro
22041,"Franklin Parish, Louisiana",both,Nonmetro
22043,"Grant Parish, Louisiana",none,Metro
22045,"Iberia Parish, Louisiana",high,Metro
22047,"Iberville Parish, Louisiana",none,Metro
22049,"Jackson Parish, Louisiana",high,Nonmetro
22051,"Jefferson Parish, Louisiana",none,Metro
22053,"Jefferson Davis Parish, Louisiana",none,Nonmetro
22055,"Lafayette Parish, Louisiana",none,Metro
22057,"Lafourche Parish, Louisiana",none,Metro
22059,"LaSalle Parish, Louisiana",high,Nonmetro
22061,"Lincoln Parish, Louisiana",both,Nonmetro
22063,"Livingston Parish, Louisiana",none,Metro
22065,"Madison Parish, Louisiana",both,Nonmetro
22067,"Morehouse Parish, Louisiana",both,Nonmetro
22069,"Natchitoches Parish, Louisiana",both,Nonmetro
22071,"Orleans Parish, Louisiana",both,Metro
22073,"Ouachita Parish, Louisiana",both,Metro
22075,"Plaquemines Parish, Louisiana",none,Metro
22077,"Pointe Coupee Parish, Louisiana",high,Metro
22079,"Rapides Parish, Louisiana",none,Metro
22081,"Red River Parish, Louisiana",both,Nonmetro
22083,"Richland Parish, Louisiana",both,Nonmetro
22085,"Sabine Parish, Louisiana",persistent,Nonmetro
22087,"St. Bernard Parish, Louisiana",high,Metro
22089,"St. Charles Parish, Louisiana",none,Metro
22091,"St. Helena Parish, Louisiana",persistent,Metro
22093,"St. James Parish, Louisiana",none,Metro
22095,"St. John the Baptist Parish, Louisiana",none,Metro
22097,"St. Landry Parish, Louisiana",both,Nonmetro
22099,"St. Martin Parish, Louisiana",none,Metro
22101,"St. Mary Parish, Louisiana",none,Nonmetro
22103,"St. Tammany Parish, Louisiana",none,Metro
22105,"Tangipahoa Parish, Louisiana",both,Metro
22107,"Tensas Parish, Louisiana",both,Nonmetro
22109,"Terrebonne Parish, Louisiana",high,Metro
22111,"Union Parish, Louisiana",none,Metro
22113,"Vermilion Parish, Louisiana",none,Metro
22115,"Vernon Parish, Louisiana",none,Nonmetro
22117,"Washington Parish, Louisiana",both,Nonmetro
22119,"Webster Parish, Louisiana",high,Metro
22121,"West Baton Rouge Parish, Louisiana",none,Metro
22123,"West Carroll Parish, Louisiana",both,Nonmetro
22125,"West Feliciana Parish, Louisiana",none,Metro
22127,"Winn Parish, Louisiana",persistent,Nonmetro
23001,"Androscoggin County, Maine",none,Metro
23003,"Aroostook County, Maine",none,Nonmetro
23005,"Cumberland County, Maine",none,Metro
23007,"Franklin County, Maine",none,Nonmetro
23009,"Hancock County, Maine",none,Nonmetro
23011,"Kennebec County, Maine",none,Nonmetro
23013,"Knox County, Maine",none,Nonmetro
23015,"Lincoln County, Maine",none,Nonmetro
23017,"Oxford County, Maine",none,Nonmetro
23019,"Penobscot County, Maine",none,Metro
23021,"Piscataquis County, Maine",none,Nonmetro
23023,"Sagadahoc County, Maine",none,Metro
23025,"Somerset County, Maine",high,Nonmetro
23027,"Waldo County, Maine",none,Nonmetro
23029,"Washington County, Maine",none,Nonmetro
23031,"York County, Maine",none,Metro
24001,"Allegany County, Maryland",none,Metro
24003,"Anne Arundel County, Maryland",none,Metro
24005,"Baltimore County, Maryland",none,Metro
24009,"Calvert County, Maryland",none,Metro
24011,"Caroline County, Maryland",none,Nonmetro
24013,"Carroll County, Maryland",none,Metro
24015,"Cecil County, Maryland",none,Metro
24017,"Charles County, Maryland",none,Metro
24019,"Dorchester County, Maryland",none,Nonmetro
24021,"Frederick County, Maryland",none,Metro
24023,"Garrett County, Maryland",none,Nonmetro
24025,"Harford County, Maryland",none,Metro
24027,"Howard County, Maryland",none,Metro
24029,"Kent County, Maryland",none,Nonmetro
24031,"Montgomery County, Maryland",none,Metro
24033,"Prince George's County, Maryland",none,Metro
24035,"Queen Anne's County, Maryland",none,Metro
24037,"St. Mary's County, Maryland",none,Metro
24039,"Somerset County, Maryland",high,Metro
24041,"Talbot County, Maryland",none,Nonmetro
24043,"Washington County, Maryland",none,Metro
24045,"Wicomico County, Maryland",none,Metro
24047,"Worcester County, Maryland",none,Metro
24510,"Baltimore city, Maryland",both,Metro
25001,"Barnstable County, Massachusetts",none,Metro
25003,"Berkshire County, Massachusetts",none,Metro
25005,"Bristol County, Massachusetts",none,Metro
25007,"Dukes County, Massachusetts",none,Nonmetro
25009,"Essex County, Massachusetts",none,Metro
25011,"Franklin County, Massachusetts",none,Nonmetro
25013,"Hampden County, Massachusetts",none,Metro
25015,"Hampshire County, Massachusetts",none,Metro
25017,"Middlesex County, Massachusetts",none,Metro
25019,"Nantucket County, Massachusetts",none,Nonmetro
25021,"Norfolk County, Massachusetts",none,Metro
25023,"Plymouth County, Massachusetts",none,Metro
25025,"Suffolk County, Massachusetts",none,Metro
25027,"Worcester County, Massachusetts",none,Metro
26001,"Alcona County, Michigan",none,Nonmetro
26003,"Alger County, Michigan",none,Nonmetro
26005,"Allegan County, Michigan",none,Nonmetro
26007,"Alpena County, Michigan",none,Nonmetro
26009,"Antrim County, Michigan",none,Nonmetro
26011,"Arenac County, Michigan",none,Nonmetro
26013,"Baraga County, Michigan",none,Nonmetro
26015,"Barry County, Michigan",none,Metro
26017,"Bay County, Michigan",none,Metro
26019,"Benzie County, Michigan",none,Nonmetro
26021,"Berrien County, Michigan",none,Metro
26023,"Branch County, Michigan",none,Nonmetro
26025,"Calhoun County, Michigan",none,Metro
26027,"Cass County, Michigan",none,Metro
26029,"Charlevoix County, Michigan",none,Nonmetro
