Entity,Code,Year,99%,90%,80%,70%,60%,50%,40%,30%,20%,10%,Top 1%
Lithuania,LTU,2022,28.05,54.99,64.42,70.25,74.86,78.74,82.18,85.16,88,91.39,98.03
Lithuania,LTU,2023,29.14,56.1,65.73,71.87,76.74,80.51,83.86,86.8,89.67,93.01,99.92
Lithuania,LTU,2024,28.39,56.27,65.64,71.72,76.49,80.56,83.95,86.9,89.74,93.14,100.14
Luxembourg,LUX,1960,0.49,50.18,60.61,66.63,70.58,73.71,76.78,79.57,82.51,85.81,93.14
Luxembourg,LUX,1961,0.66,50.39,60.69,66.28,70.29,73.93,77.05,80.09,82.81,86.8,94.34
Luxembourg,LUX,1962,0.48,50.82,60.24,65.87,69.93,73.35,76.2,78.94,81.85,85.57,92.53
Luxembourg,LUX,1963,0.56,50.42,60.06,65.59,70.02,73.34,76.3,79.31,82.27,86.05,94.18
Luxembourg,LUX,1964,0.54,49.85,59.88,65.39,69.96,73.51,76.59,79.81,82.99,86.97,95.26
Luxembourg,LUX,1965,0.87,50.64,60.4,65.87,69.95,73.5,76.8,79.56,82.49,85.78,94.97
Luxembourg,LUX,1966,0.62,50.33,59.85,65.73,69.89,73.32,76.31,79.5,82.55,86.55,95.05
Luxembourg,LUX,1967,2.68,50.95,60.55,65.78,69.87,73.32,76.38,79.4,82.53,86.45,94
Luxembourg,LUX,1968,5.51,52.19,60.93,66.23,70.31,73.62,76.56,79.44,82.46,86.25,95.05
Luxembourg,LUX,1969,6.07,50.95,60.4,65.81,70.08,73.61,76.47,79.32,82.46,86.49,94.24
Luxembourg,LUX,1970,2.04,50.31,60.07,66.03,70.13,73.66,77.01,79.72,82.98,86.82,94.7
Luxembourg,LUX,1971,1.71,51.01,60.58,65.88,69.78,73.16,76.29,79.26,82.25,86.26,94.07
Luxembourg,LUX,1972,11.75,51.7,60.84,66.21,70.23,73.72,77.01,80.16,83.32,87.23,94.84
Luxembourg,LUX,1973,3.51,51.72,61.04,66.57,70.28,73.74,77.18,80.21,83.38,87.14,94.86
Luxembourg,LUX,1974,3.26,52.24,60.68,66.38,70.76,73.8,76.81,79.72,82.95,86.82,95.17
Luxembourg,LUX,1975,10.31,50.99,61.09,66.51,70.71,73.93,76.95,79.88,83.02,86.81,95.23
Luxembourg,LUX,1976,9.87,51.81,61.52,66.95,70.84,74.05,76.89,79.72,82.82,86.52,93.33
Luxembourg,LUX,1977,10.4,52.25,62.12,67.76,71.81,74.86,77.95,80.93,83.91,87.63,95.58
Luxembourg,LUX,1978,12.71,52.7,61.91,67.37,71.75,74.98,77.91,80.81,83.77,87.35,95.26
Luxembourg,LUX,1979,12.12,53.87,63.16,68.21,72.37,75.6,78.54,81.52,84.49,88.6,96.84
Luxembourg,LUX,1980,14.72,54.13,63.17,68.53,72.49,75.6,78.76,81.47,84.13,88.04,95.56
Luxembourg,LUX,1981,9.3,53.01,62.96,68.49,72.56,76.22,79.03,81.77,84.67,88.11,95.04
Luxembourg,LUX,1982,11.36,53.66,62.56,67.83,72.35,75.81,78.8,81.55,84.82,88.62,95.73
Luxembourg,LUX,1983,18.81,55.01,64.21,69.52,73.47,76.43,79.21,81.91,84.79,88.5,95.68
Luxembourg,LUX,1984,16.23,53.49,63.1,68.94,73.26,76.58,79.43,82.19,85.34,88.87,97.24
Luxembourg,LUX,1985,15.23,54.91,64.15,69.42,73.39,76.62,79.7,82.47,85.48,89.15,96.48
Luxembourg,LUX,1986,20.9,56.38,65.02,70.33,74.26,77.52,80.22,82.93,85.61,89.26,95.97
Luxembourg,LUX,1987,18,54.78,64.27,70.17,74.24,77.51,80.45,83.1,85.85,89.5,96.32
Luxembourg,LUX,1988,19.26,55.77,65.19,70.56,74.53,77.6,80.55,83.35,86.56,90.31,97.23
Luxembourg,LUX,1989,19.07,56.13,65.08,70.55,74.65,77.98,80.64,83.38,86.29,89.78,96.92
Luxembourg,LUX,1990,19.75,55.74,65.57,71.05,75.01,78.58,81.69,84.25,86.94,90.42,98.06
Luxembourg,LUX,1991,17.36,55.74,65.99,71.76,75.53,79.08,81.95,84.61,87.21,90.79,97.58
Luxembourg,LUX,1992,19.31,56.26,65.45,71.39,75.09,78.13,81.19,83.82,86.78,90.13,97.12
Luxembourg,LUX,1993,19.39,56.58,66.31,71.88,75.86,78.82,81.47,84.15,87.24,90.68,97.37
Luxembourg,LUX,1994,21.24,57.53,67.07,72.32,76.21,79.31,81.99,84.72,87.57,90.94,98.46
Luxembourg,LUX,1995,22.78,57.14,66.01,71.87,75.9,79.52,82.4,84.94,87.96,91.51,98.29
Luxembourg,LUX,1996,20.9,57.86,66.22,72.36,76.26,79.44,82.4,85.07,87.81,91.09,97.34
Luxembourg,LUX,1997,23.19,58.61,67.28,72.45,76.36,79.55,82.34,84.99,87.66,91.06,98.59
Luxembourg,LUX,1998,25.33,58.28,67.41,72.73,76.98,80.06,82.55,85.12,87.83,91.2,99.36
Luxembourg,LUX,1999,25.1,59.45,68.44,73.42,77.3,80.27,83.01,85.72,88.5,91.79,98.83
Luxembourg,LUX,2000,26.26,59.05,68.41,73.57,77.64,80.66,83.18,85.77,88.58,92,98.55
Luxembourg,LUX,2001,21.07,59.39,68.38,73.89,77.83,80.96,83.62,86.15,88.76,92.26,98.98
Luxembourg,LUX,2002,21.67,58.91,68.55,73.78,77.69,80.7,83.73,86.37,89.13,92.6,99.53
Luxembourg,LUX,2003,26.86,60.48,68.55,73.63,77.4,80.61,83.25,85.76,88.16,91.63,98.69
Luxembourg,LUX,2004,25.74,60.85,70.18,75.26,78.97,82.22,84.72,87.11,89.76,92.95,99.35
Luxembourg,LUX,2005,28.86,61.66,70.21,75.19,79,82.2,84.68,87.33,89.74,93.05,99.56
Luxembourg,LUX,2006,31.4,60.62,69.64,75.13,78.95,82.11,84.88,87.35,89.76,92.72,100.41
Luxembourg,LUX,2007,28.28,61.74,69.87,75.21,78.91,81.96,84.62,87.24,89.68,92.85,99.53
Luxembourg,LUX,2008,28.61,62.85,71.52,76.7,80.16,83.03,85.56,87.96,90.32,93.41,100.6
Luxembourg,LUX,2009,32.76,62.89,71.59,76.44,80.46,83.15,85.62,88.01,90.56,94.23,99.74
Luxembourg,LUX,2010,32.5,62.97,71.65,76.65,80.49,83.21,85.9,88.16,90.59,93.81,100.86
Luxembourg,LUX,2011,34.77,63.14,71.65,76.82,80.56,83.47,86.04,88.41,90.8,93.82,100.33
Luxembourg,LUX,2012,33.37,63.68,72.07,77.25,81.11,83.82,86.14,88.4,90.65,93.74,100.64
Luxembourg,LUX,2013,32.97,63.66,72.44,77.82,81.42,84.08,86.59,88.84,91.31,94.32,101.12
Luxembourg,LUX,2014,35.13,64.61,72.91,77.79,81.29,84.32,86.7,89.11,91.47,94.93,101.56
Luxembourg,LUX,2015,37.67,65.52,73.29,77.89,81.38,84.34,86.81,89.03,91.47,94.57,100.93
Luxembourg,LUX,2016,39.67,65.4,73.32,78.52,82.23,84.78,87.14,89.51,91.98,94.84,100.66
Luxembourg,LUX,2017,37.1,65.45,72.42,77.14,81.28,84.34,86.89,89.01,91.66,94.64,102.01
Luxembourg,LUX,2018,37.26,65.48,73.43,78.1,81.84,84.41,86.88,89.25,91.5,94.68,101.5
Luxembourg,LUX,2019,37.67,65.59,73.96,78.71,82.25,84.93,87.17,89.56,91.85,94.91,101.77
Luxembourg,LUX,2020,37.4,65.76,73.55,78.38,81.71,84.54,86.96,89.17,91.43,94.31,100.88
Luxembourg,LUX,2021,39.34,66.05,73.71,78.64,82.14,84.9,87.19,89.5,91.9,95.09,101.4
Luxembourg,LUX,2022,35.97,66.22,74.26,79.33,82.51,85.27,87.6,89.78,92.13,95.37,101.7
Luxembourg,LUX,2023,39.82,67.17,74.92,79.38,82.75,85.49,87.88,90.22,92.42,95.44,101.27
Netherlands,NLD,1850,0.05,0.69,4.43,24.03,38.73,51.4,60.93,67.87,73.72,79.77,90.22
Netherlands,NLD,1851,0.05,0.68,3.44,22.65,38.61,52.14,61.73,68.62,74.41,80.49,91.07
Netherlands,NLD,1852,0.05,0.6,3.46,22.41,37.66,50.7,60.45,67.64,73.48,79.71,90.33
Netherlands,NLD,1853,0.05,0.7,4.81,24.1,37.76,49.17,58.43,65.54,71.52,77.57,88.05
Netherlands,NLD,1854,0.05,0.71,4.31,22.92,37.4,49.28,58.83,66.03,72.1,78.2,88.85
Netherlands,NLD,1855,0.05,0.58,2.25,11.51,30.04,42.79,53.6,62.11,68.68,75.37,85.73
Netherlands,NLD,1856,0.05,0.66,3.35,20.43,36.52,49.2,59.36,66.56,72.58,78.56,89.52
Netherlands,NLD,1857,0.04,0.52,2.34,16.09,32.41,45.25,56.19,64.13,70.5,76.76,87.07
Netherlands,NLD,1858,0.05,0.58,2.95,16.69,31.2,42.88,53.49,62.03,68.63,75.34,86.2
Netherlands,NLD,1859,0.04,0.46,1.59,5.73,22.72,36.66,48.45,58.77,66.75,74.28,85.88
Netherlands,NLD,1860,0.05,0.65,3.07,17.31,33.4,46.24,56.92,64.93,71.46,77.97,88.69
Netherlands,NLD,1861,0.05,0.58,2.73,16.29,33.07,46.85,57.71,65.45,71.83,78.08,88.3
Netherlands,NLD,1862,0.05,0.64,3.17,19.62,36.17,49.57,59.73,66.91,72.89,79.03,89.48
Netherlands,NLD,1863,0.05,0.61,2.95,19.07,36.43,49.89,60.25,67.34,73.2,79.31,89.84
Netherlands,NLD,1864,0.05,0.63,3.23,18.69,35.25,48.39,58.45,65.8,71.94,77.88,88.1
Netherlands,NLD,1865,0.04,0.53,2.65,16.45,33.19,47.35,58.56,66.33,72.72,78.87,89.3
Netherlands,NLD,1866,0.05,0.62,2.66,10.77,27.14,38.99,50.17,60.23,68.31,76,87.92
Netherlands,NLD,1867,0.05,0.62,3.66,22.5,38.89,52.25,61.59,68.2,73.75,79.46,89.49
Netherlands,NLD,1868,0.04,0.52,2.67,19.72,37,51.03,61.02,67.82,73.44,79.13,89
Netherlands,NLD,1869,0.05,0.7,5.62,26.39,41.29,53.57,62.17,68.34,73.59,79.27,89.25
Netherlands,NLD,1870,0.04,0.55,3.02,19.91,35.84,49.25,59.5,66.57,72.35,78.14,88.28
Netherlands,NLD,1871,0.04,0.5,2.01,8.13,24.93,38.97,52.3,62.49,70.04,76.87,87.67
Netherlands,NLD,1872,0.04,0.51,2.28,14.4,31.99,46.92,58.8,66.77,73.05,79.26,89.75
Netherlands,NLD,1873,0.05,0.59,4.03,23.15,39.26,52.76,62.02,68.33,73.76,79.56,89.78
Netherlands,NLD,1874,0.05,0.68,6.95,28.47,43.35,55.39,63.4,69.39,74.45,80,90.11
Netherlands,NLD,1875,0.04,0.53,3.26,22.89,38.37,51.54,60.91,67.39,72.94,78.57,88.42
Netherlands,NLD,1876,0.05,0.6,5.58,26.55,41.69,54.38,62.97,69.15,74.36,79.85,89.75
Netherlands,NLD,1877,0.05,0.67,7.18,29.16,44.5,56.52,64.46,70.09,75.24,80.68,90.51
Netherlands,NLD,1878,0.05,0.62,4.9,27.29,43.14,55.63,63.77,69.73,74.76,80.03,89.88
Netherlands,NLD,1879,0.05,0.68,6.64,29.15,44.58,56.55,64.03,69.72,74.57,79.79,89.56
Netherlands,NLD,1880,0.04,0.56,3.9,26.21,42.79,55.63,63.76,69.62,74.71,80.3,90.25
Netherlands,NLD,1881,0.05,0.72,9.1,31.55,46.53,57.57,64.93,70.45,75.18,80.58,90.38
Netherlands,NLD,1882,0.05,0.75,10.63,32.73,47.71,58.53,65.73,71.11,75.83,81.23,90.74
Netherlands,NLD,1883,0.05,0.7,6.61,30.04,45.12,56.96,64.59,70.21,75.14,80.56,89.87
Netherlands,NLD,1884,0.05,0.62,4,26.15,43.26,56.44,64.46,70.41,75.63,81.13,91.02
Netherlands,NLD,1885,0.05,0.8,7.55,31.11,46.18,57.76,65.06,70.64,75.53,80.87,90.43
Netherlands,NLD,1886,0.05,0.65,4.83,28.35,44.68,57.11,64.85,70.63,75.68,80.99,90.73
Netherlands,NLD,1887,0.06,0.89,12.66,34.87,49.64,59.93,66.51,71.69,76.34,81.5,90.8
Netherlands,NLD,1888,0.05,0.77,10.02,33.8,49.22,59.38,66.11,71.31,75.99,81.17,90.17
Netherlands,NLD,1889,0.05,0.76,10.98,33.98,49.17,59.6,66.36,71.57,76.34,81.5,90.85
Netherlands,NLD,1890,0.05,0.8,14.22,35.06,49.31,59.05,65.62,70.77,75.52,80.66,89.59
Netherlands,NLD,1891,0.05,0.77,12.36,34.63,49.51,59.39,65.7,70.86,75.34,80.33,89.66
Netherlands,NLD,1892,0.05,0.79,12.49,34.76,49.08,58.57,65.05,70.08,74.68,79.8,88.97
Netherlands,NLD,1893,0.06,0.92,17.87,38.08,51.98,61.1,67.15,71.96,76.43,81.51,90.7
Netherlands,NLD,1894,0.06,1.11,20.09,38.91,52.57,61.61,67.53,72.33,76.76,81.77,90.97
Netherlands,NLD,1895,0.06,0.9,19.95,39.87,53.68,62.19,67.91,72.65,77,81.91,90.97
Netherlands,NLD,1896,0.06,1.1,22.27,42.4,55.65,63.59,69.18,73.71,78,82.91,92.16
Netherlands,NLD,1897,0.06,1.4,25.51,44.86,56.75,64.17,69.45,73.85,78.01,82.94,92.07
Netherlands,NLD,1898,0.06,1.14,24.99,44.63,56.86,64.23,69.48,73.92,78.18,83.12,92.09
Netherlands,NLD,1899,0.06,1.38,26.51,45.61,57.25,64.23,69.25,73.49,77.62,82.3,91.17
Netherlands,NLD,1900,0.06,1.25,25.2,44.04,56.02,63.31,68.52,72.76,76.9,81.64,90.55
Netherlands,NLD,1901,0.06,1.09,22.44,43.92,56.72,64.2,69.46,73.77,77.99,82.84,91.71
Netherlands,NLD,1902,0.07,1.62,26.82,47.02,58.22,65.01,70.01,74.14,78.06,82.71,91.41
Netherlands,NLD,1903,0.07,2.02,29.6,48.74,59.41,65.91,70.66,74.87,78.9,83.67,92.59
Netherlands,NLD,1904,0.07,1.48,27.66,47.9,58.94,65.67,70.46,74.68,78.66,83.36,92.33
Netherlands,NLD,1905,0.07,2.25,31.36,50.18,60.09,66.11,70.77,74.79,78.72,83.21,92.04
Netherlands,NLD,1906,0.07,2.73,33.12,51.08,60.79,66.72,71.33,75.31,79.21,83.77,92.46
Netherlands,NLD,1907,0.08,3.66,35.39,52.27,60.9,66.58,71,74.93,78.7,83.1,91.6
Netherlands,NLD,1908,0.08,2.43,33.65,51.9,60.92,66.63,71.06,74.85,78.49,82.88,91.35
Netherlands,NLD,1909,0.09,6.64,38.34,53.63,61.77,67.17,71.45,75.17,78.98,83.43,91.95
Netherlands,NLD,1910,0.09,5.33,38.72,54.44,62.58,67.95,72.05,75.8,79.52,83.92,92.23
Netherlands,NLD,1911,0.07,2.69,35.84,53.28,61.87,67.39,71.67,75.41,79.2,83.69,91.89
Netherlands,NLD,1912,0.1,13.14,42.91,56.51,63.74,68.69,72.8,76.5,80.18,84.6,92.87
Netherlands,NLD,1913,0.1,13.54,43.52,57.01,64.17,69.11,73.07,76.61,80.2,84.61,93
Netherlands,NLD,1914,0.1,13.49,43.39,57.1,64.26,69.15,73.13,76.71,80.3,84.59,92.73
Netherlands,NLD,1915,0.11,13.81,42.88,56.59,63.71,68.65,72.59,76.12,79.63,83.98,92.35
Netherlands,NLD,1916,0.11,9.56,39.4,55.01,62.95,68,72.08,75.64,79.27,83.52,91.78
Netherlands,NLD,1917,0.11,9.59,38.3,54.29,62.23,67.53,71.7,75.3,78.97,83.21,91.14
Netherlands,NLD,1918,0.1,2.1,19.82,32.07,46.64,58.93,66.3,71.81,76.64,81.9,91.26
Netherlands,NLD,1919,0.11,4.18,34.2,52.51,61.42,67.26,71.59,75.3,78.96,83.21,91.58
Netherlands,NLD,1920,0.12,17.36,43.1,56.84,64.01,68.88,72.8,76.37,79.92,84.18,92.39
Netherlands,NLD,1921,0.12,22.16,48.58,59.66,65.75,70.23,73.92,77.29,80.73,84.88,93.09
Netherlands,NLD,1922,0.14,23.8,48.99,59.26,65.21,69.52,73.06,76.29,79.6,83.62,91.75
Netherlands,NLD,1923,0.16,26.8,51.85,61.38,66.96,71.19,74.74,78,81.33,85.51,93.56
Netherlands,NLD,1924,0.18,29.99,52.75,61.99,67.43,71.53,74.97,78.26,81.58,85.72,93.65
Netherlands,NLD,1925,0.19,29.57,53.07,62.09,67.56,71.62,75.07,78.21,81.55,85.62,93.52
Netherlands,NLD,1926,0.18,29.45,53.19,62.25,67.58,71.64,75.07,78.26,81.56,85.61,93.87
Netherlands,NLD,1927,0.19,29.51,52.85,61.96,67.22,71.11,74.46,77.53,80.78,84.66,92.56
Netherlands,NLD,1928,0.22,32.61,54.15,62.43,67.65,71.59,74.97,78.18,81.44,85.46,93.54
Netherlands,NLD,1929,0.19,29.83,52.52,61.41,66.66,70.61,73.88,76.9,80.08,83.96,91.59
Netherlands,NLD,1930,0.22,35.41,55.44,63.39,68.41,72.24,75.6,78.8,82.16,86.22,94.09
Netherlands,NLD,1931,0.24,36.24,55.4,63.11,67.97,71.78,74.94,77.95,81,84.87,92.54
Netherlands,NLD,1932,0.26,39.52,56.75,63.95,68.69,72.39,75.52,78.61,81.69,85.67,93.71
Netherlands,NLD,1933,0.28,41.09,57.37,64.48,69.08,72.72,75.83,78.82,81.98,85.85,93.59
Netherlands,NLD,1934,0.29,42.07,58.06,64.92,69.52,73.14,76.27,79.33,82.58,86.53,94.65
Netherlands,NLD,1935,0.31,42.48,57.89,64.69,69.32,72.86,75.95,78.91,81.94,85.83,93.44
Netherlands,NLD,1936,0.32,43.15,58.2,64.9,69.47,73,76.04,78.97,82.08,85.97,93.87
Netherlands,NLD,1937,0.34,44.7,58.62,65.06,69.5,72.97,75.97,78.88,81.9,85.64,93.14
Netherlands,NLD,1938,0.35,44.88,58.99,65.61,69.91,73.38,76.43,79.4,82.41,86.28,94.11
Netherlands,NLD,1939,0.39,46.7,59.59,65.7,69.88,73.29,76.31,79.18,82.12,85.86,93.64
Netherlands,NLD,1940,0.32,38.61,56.33,63.67,68.48,72.07,75.21,78.13,81.15,84.87,92.43
Netherlands,NLD,1941,0.29,39.77,56.84,64.11,68.69,72.21,75.26,78.1,81.06,84.61,91.75
Netherlands,NLD,1942,0.31,39.05,56.67,64.37,69.21,72.9,75.95,78.83,81.83,85.47,92.47
Netherlands,NLD,1943,0.28,30.53,53.84,63.12,68.5,72.52,75.78,78.79,81.83,85.46,92.81
Netherlands,NLD,1944,0.25,22.63,46.39,58.91,65.84,70.53,74.24,77.47,80.69,84.51,91.71
Netherlands,NLD,1945,0.15,19.41,34.79,50.72,60.09,66.11,70.57,74.39,78.04,82.31,90.26
Netherlands,NLD,1946,0.26,42.3,59.5,66.57,71.15,74.69,77.81,80.74,83.78,87.67,95.8
Netherlands,NLD,1947,0.43,48.7,61.58,67.69,71.78,75.06,77.99,80.79,83.73,87.61,95.53
Netherlands,NLD,1948,0.61,51.81,62.98,68.64,72.62,75.89,78.79,81.62,84.59,88.46,96.62
Netherlands,NLD,1949,0.63,51.65,62.54,68.08,71.87,74.91,77.68,80.38,83.21,86.84,94.42
Netherlands,NLD,1950,0.66,53.52,63.73,69.01,72.79,75.9,78.63,81.37,84.15,87.71,95.41
Netherlands,NLD,1951,0.63,53.56,63.77,69.14,73,76.1,78.75,81.36,84.17,87.73,95
Netherlands,NLD,1952,0.77,54.38,64.21,69.49,73.28,76.34,79.1,81.71,84.61,88.16,95.41
Netherlands,NLD,1953,0.83,53.65,63.71,69.19,73,76.01,78.74,81.42,84.28,87.89,95.15
Netherlands,NLD,1954,0.96,54.97,64.27,69.54,73.33,76.4,79.14,81.76,84.58,88.11,95.75
Netherlands,NLD,1955,1.14,55.27,64.53,69.73,73.43,76.4,79.13,81.76,84.55,88.01,95.21
Netherlands,NLD,1956,1.64,55.7,64.53,69.73,73.37,76.32,78.98,81.58,84.27,87.68,94.99
Netherlands,NLD,1957,2.14,55.67,64.85,69.99,73.69,76.7,79.39,82.06,84.86,88.38,95.56
Netherlands,NLD,1958,2.11,56.06,65,70.16,73.82,76.84,79.53,82.11,84.89,88.37,95.62
Netherlands,NLD,1959,2.15,55.88,64.9,70.16,73.91,76.92,79.65,82.28,85.09,88.54,95.74
Netherlands,NLD,1960,2.88,56.16,65.05,70.21,73.93,76.98,79.7,82.29,85.05,88.53,95.68
Netherlands,NLD,1961,3.35,56.22,65.07,70.21,74.05,77.11,79.86,82.49,85.32,88.92,96.24
Netherlands,NLD,1962,3.42,56.1,64.73,69.89,73.77,76.86,79.58,82.17,84.9,88.45,95.5
Netherlands,NLD,1963,4.44,56.22,64.87,69.89,73.68,76.76,79.54,82.17,84.97,88.44,95.57
Netherlands,NLD,1964,5.02,56.12,64.82,69.96,73.84,77.08,79.91,82.69,85.66,89.31,96.79
Netherlands,NLD,1965,6.21,56.1,64.76,69.87,73.71,76.89,79.68,82.42,85.34,88.93,96.39
Netherlands,NLD,1966,5.68,56.03,64.7,69.88,73.68,76.87,79.72,82.47,85.34,88.9,96.25
Netherlands,NLD,1967,6.93,56.09,64.75,69.94,73.81,76.99,79.93,82.73,85.74,89.45,97.29
Netherlands,NLD,1968,6.81,56,64.75,69.89,73.73,76.88,79.75,82.51,85.34,88.91,96.39
Netherlands,NLD,1969,6.77,55.89,64.52,69.67,73.48,76.73,79.62,82.39,85.37,89.09,96.56
Netherlands,NLD,1970,8.5,55.9,64.45,69.61,73.47,76.71,79.64,82.42,85.41,89.08,96.67
Netherlands,NLD,1971,9.94,56.1,64.8,69.91,73.73,76.88,79.8,82.55,85.45,89.18,96.61
Netherlands,NLD,1972,10.99,56.08,64.7,69.84,73.65,76.78,79.64,82.42,85.35,89,96.43
Netherlands,NLD,1973,12.4,56.28,65.08,70.19,74.06,77.25,80.15,82.92,85.88,89.5,96.97
Netherlands,NLD,1974,13.08,56.9,65.43,70.47,74.33,77.55,80.44,83.28,86.24,89.88,97.28
Netherlands,NLD,1975,14.73,56.99,65.37,70.37,74.19,77.38,80.25,83.05,85.95,89.58,96.99
Netherlands,NLD,1976,15.39,57.18,65.52,70.49,74.3,77.49,80.38,83.21,86.15,89.79,97.11
Netherlands,NLD,1977,16.57,57.44,65.81,70.87,74.72,77.97,80.93,83.85,86.88,90.65,98.12
Netherlands,NLD,1978,15.81,57.47,65.92,70.91,74.7,77.92,80.81,83.68,86.67,90.38,97.51
Netherlands,NLD,1979,17.87,57.93,66.18,71.23,75,78.24,81.18,84.04,87.1,90.84,98.37
Netherlands,NLD,1980,18.92,58.19,66.39,71.41,75.18,78.34,81.27,84.13,87.16,90.92,98.22
Netherlands,NLD,1981,19.52,58.45,66.63,71.57,75.34,78.52,81.42,84.27,87.23,90.96,98.23
Netherlands,NLD,1982,19.66,58.51,66.62,71.65,75.46,78.62,81.55,84.36,87.3,91.01,98.39
Netherlands,NLD,1983,20.4,58.69,66.89,71.87,75.63,78.82,81.71,84.54,87.48,91.24,98.55
Netherlands,NLD,1984,21.11,58.85,66.94,71.89,75.65,78.84,81.73,84.56,87.52,91.26,98.55
Netherlands,NLD,1985,22.35,58.97,67,71.93,75.68,78.85,81.73,84.5,87.45,91.09,98.59
Netherlands,NLD,1986,22.3,58.83,66.97,71.94,75.7,78.87,81.77,84.53,87.47,91.05,98.5
Netherlands,NLD,1987,22.39,59.24,67.31,72.28,76.11,79.28,82.2,85.01,87.96,91.65,99.02
Netherlands,NLD,1988,23.72,59.72,67.6,72.52,76.27,79.42,82.23,84.99,87.95,91.61,98.87
Netherlands,NLD,1989,23.32,59.44,67.49,72.43,76.17,79.3,82.13,84.89,87.77,91.33,98.46
Netherlands,NLD,1990,22.98,59.74,67.8,72.67,76.4,79.5,82.33,85.06,87.92,91.48,98.73
Netherlands,NLD,1991,24.17,59.96,67.86,72.75,76.47,79.59,82.41,85.18,88.04,91.6,98.71
Netherlands,NLD,1992,25,60.11,68.08,72.95,76.65,79.8,82.61,85.35,88.22,91.79,98.89
Netherlands,NLD,1993,24.86,59.93,67.85,72.74,76.42,79.52,82.29,84.97,87.78,91.18,98.13
Netherlands,NLD,1994,26.15,60.32,68.24,73.16,76.82,79.91,82.7,85.38,88.25,91.71,98.61
Netherlands,NLD,1995,25.9,60.48,68.3,73.22,76.85,79.94,82.69,85.37,88.19,91.66,98.63
Netherlands,NLD,1996,26.11,60.51,68.4,73.24,76.87,79.92,82.71,85.37,88.19,91.66,98.68
Netherlands,NLD,1997,27.34,60.88,68.76,73.6,77.26,80.28,83.01,85.68,88.46,91.9,98.81
Netherlands,NLD,1998,27.72,61.08,68.82,73.66,77.34,80.4,83.1,85.72,88.5,91.88,98.8
Netherlands,NLD,1999,27.21,60.94,68.9,73.73,77.36,80.41,83.09,85.71,88.46,91.79,98.46
Netherlands,NLD,2000,27.26,61.05,69.13,73.96,77.6,80.57,83.23,85.79,88.52,91.91,98.86
Netherlands,NLD,2001,28.34,61.3,69.43,74.18,77.74,80.77,83.43,86.01,88.72,92.08,98.79
Netherlands,NLD,2002,28.54,61.46,69.56,74.3,77.86,80.81,83.48,86.03,88.71,92.01,98.82
Netherlands,NLD,2003,29.36,61.57,69.87,74.63,78.17,81.12,83.76,86.27,88.86,92.13,98.74
Netherlands,NLD,2004,31.67,62.11,70.33,75.09,78.69,81.6,84.23,86.75,89.4,92.7,99.44
Netherlands,NLD,2005,31.91,62.67,70.82,75.51,78.96,81.84,84.45,86.96,89.57,92.81,99.46
Netherlands,NLD,2006,33.05,63.01,71.16,75.91,79.35,82.21,84.78,87.21,89.82,93.04,99.6
Netherlands,NLD,2007,33.44,63.44,71.54,76.25,79.72,82.6,85.13,87.58,90.17,93.41,100.1
Netherlands,NLD,2008,34.33,63.47,71.7,76.53,79.94,82.76,85.28,87.73,90.27,93.42,99.85
Netherlands,NLD,2009,34.87,63.77,71.97,76.73,80.2,83.01,85.56,88.01,90.56,93.74,100.27
Netherlands,NLD,2010,35.62,64,72.13,76.87,80.32,83.16,85.74,88.15,90.67,93.8,100.25
Netherlands,NLD,2011,35.89,64.27,72.44,77.22,80.66,83.43,85.96,88.37,90.92,94.06,100.63
Netherlands,NLD,2012,35.34,64.29,72.4,77.29,80.68,83.46,85.92,88.29,90.79,93.88,100.22
Netherlands,NLD,2013,36.46,64.58,72.66,77.5,80.91,83.69,86.15,88.48,90.95,94.04,100.23
Netherlands,NLD,2014,36.26,64.92,73.02,77.9,81.32,84.07,86.53,88.87,91.31,94.35,100.55
Netherlands,NLD,2015,37.13,64.95,72.88,77.73,81.11,83.85,86.25,88.56,91.01,93.99,100.27
Netherlands,NLD,2016,36.44,64.97,73.01,77.83,81.27,83.99,86.38,88.68,91.07,94.09,100.31
Netherlands,NLD,2017,36.6,65.34,73.35,78.14,81.5,84.2,86.54,88.79,91.19,94.09,100.21
Netherlands,NLD,2018,36.94,65.39,73.36,78.11,81.57,84.27,86.58,88.8,91.15,94.08,100.34
Netherlands,NLD,2019,36.73,65.81,73.75,78.43,81.8,84.5,86.84,89.07,91.42,94.38,100.64
Netherlands,NLD,2020,36.78,65.51,73.24,77.76,81.07,83.76,86.12,88.3,90.63,93.59,99.83
Netherlands,NLD,2021,36.42,65.1,72.86,77.56,80.97,83.78,86.17,88.42,90.79,93.76,99.96
Netherlands,NLD,2022,35.95,65.5,73.3,77.95,81.37,84.14,86.51,88.7,90.98,93.85,99.78
Netherlands,NLD,2023,36.19,65.89,73.56,78.23,81.57,84.29,86.7,88.94,91.17,94.03,100.18
New Zealand,NZL,1948,0.54,47.49,59.62,65.6,70.21,73.9,77.02,79.94,83.36,87.48,96.25
New Zealand,NZL,1949,0.48,48.09,59.76,65.86,70.46,73.94,77.15,80.15,83.63,87.67,96.21
New Zealand,NZL,1950,0.55,49.17,60.16,66.03,70.46,73.99,77.16,79.97,83.48,87.29,95.6
