Entity,Code,Year,99%,90%,80%,70%,60%,50%,40%,30%,20%,10%,Top 1%
Australia,AUS,1921,0.17,27.28,47.73,58.39,64.84,69.66,73.7,77.29,80.95,85.67,95.93
Australia,AUS,1922,0.22,32.01,50.74,60.16,65.99,70.43,74.35,77.75,81.46,85.77,95.12
Australia,AUS,1923,0.19,30.16,49.73,59.35,65.25,69.88,73.78,77.16,80.54,84.98,93.71
Australia,AUS,1924,0.2,31.49,50.61,60.03,65.83,70.45,74.2,77.63,81.35,85.61,94.34
Australia,AUS,1925,0.21,33.28,51.64,60.62,66.33,70.76,74.54,77.93,81.53,85.76,95.18
Australia,AUS,1926,0.22,32.61,51.08,60.32,66.08,70.64,74.34,77.61,81.16,85.52,94.53
Australia,AUS,1927,0.21,32.5,51.35,60.27,66.1,70.58,74.39,77.73,81.37,85.62,94.64
Australia,AUS,1928,0.21,32.16,51.1,60.29,66.17,70.66,74.39,77.78,81.49,85.82,94.62
Australia,AUS,1929,0.23,33,51.7,60.6,66.24,70.6,74.29,77.62,81.14,85.42,93.75
Australia,AUS,1930,0.25,35.99,54.13,62.57,67.96,72.23,75.6,78.88,82.67,86.95,95.85
Australia,AUS,1931,0.3,37.93,54.72,62.82,67.92,72.05,75.34,78.58,82.2,86.34,95.33
Australia,AUS,1932,0.31,38.74,55.06,62.93,68,72.14,75.57,78.79,82.44,86.49,95.27
Australia,AUS,1933,0.31,39.07,55.02,62.71,67.85,71.91,75.27,78.48,82.08,86.22,94.74
Australia,AUS,1934,0.28,37.59,54.38,62.34,67.52,71.68,75.05,78.31,81.82,85.91,94.76
Australia,AUS,1935,0.31,38.56,54.62,62.4,67.45,71.5,74.9,78.24,81.75,85.87,94.67
Australia,AUS,1936,0.29,38.29,54.68,62.57,67.64,71.77,75.2,78.48,82.15,86.35,95.44
Australia,AUS,1937,0.33,39.93,55.58,62.93,67.91,72.12,75.44,78.62,82.24,86.26,95.03
Australia,AUS,1938,0.33,40.2,55.69,63.07,68.01,72.13,75.36,78.55,82.08,86.1,94.83
Australia,AUS,1939,0.33,41.05,55.98,63.15,67.99,71.96,75.26,78.36,81.8,85.8,93.76
Australia,AUS,1940,0.32,42.29,56.4,63.35,68.17,72.23,75.53,78.69,82.26,86.37,94.96
Australia,AUS,1941,0.3,42.77,56.71,63.54,68.28,72.14,75.43,78.49,82.02,85.99,94.53
Australia,AUS,1942,0.32,43.25,56.59,63.24,67.78,71.7,74.94,78.07,81.54,85.49,93.91
Australia,AUS,1943,0.33,44.46,57.25,63.75,68.27,72.07,75.31,78.42,81.88,85.81,93.98
Australia,AUS,1944,0.43,47.17,58.79,64.83,69.27,72.99,76.2,79.29,82.8,86.78,95.39
Australia,AUS,1945,0.49,47.95,59.15,65.19,69.6,73.26,76.41,79.47,82.85,86.8,95.36
Australia,AUS,1946,0.47,47.31,58.59,64.73,69.18,72.84,75.96,79.07,82.46,86.37,94.56
Australia,AUS,1947,0.52,47.98,59.06,65.04,69.51,73.23,76.44,79.53,83.07,86.99,95.21
Australia,AUS,1948,0.6,48.46,59.01,64.97,69.41,73.06,76.1,79.18,82.61,86.49,94.5
Australia,AUS,1949,0.69,49.12,59.61,65.42,69.79,73.38,76.51,79.63,83.04,87.03,95.29
Australia,AUS,1950,0.69,49.18,59.66,65.44,69.79,73.39,76.41,79.46,82.88,86.7,95.04
Australia,AUS,1951,0.68,48.87,59.31,65.11,69.52,73.16,76.17,79.26,82.71,86.58,94.71
Australia,AUS,1952,0.75,49.41,59.61,65.4,69.67,73.34,76.51,79.55,82.93,86.85,95.01
Australia,AUS,1953,0.85,50.28,60.26,65.99,70.31,73.8,76.93,80,83.36,87.27,95.35
Australia,AUS,1954,0.95,50.62,60.55,66.24,70.45,73.88,76.96,79.89,83.34,87.17,95.5
Australia,AUS,1955,1.03,51.17,61.02,66.52,70.61,74.03,77.18,80.19,83.58,87.43,95.5
Australia,AUS,1956,1.24,51.34,60.96,66.46,70.56,73.92,76.91,79.9,83.16,86.87,94.95
Australia,AUS,1957,1.13,51.27,61.12,66.66,70.78,74.15,77.26,80.33,83.7,87.62,95.73
Australia,AUS,1958,2,51.94,61.46,66.98,71.18,74.58,77.71,80.84,84.15,88.09,96.29
Australia,AUS,1959,1.62,51.76,61.21,66.7,70.8,74.21,77.28,80.31,83.69,87.63,95.6
Australia,AUS,1960,2.17,52,61.4,66.89,71.06,74.5,77.64,80.73,84.05,88.03,95.96
Australia,AUS,1961,2.57,52.34,61.58,67.2,71.37,74.72,77.85,80.93,84.25,88.24,96.35
Australia,AUS,1962,2.55,52.12,61.44,66.99,71.19,74.49,77.62,80.69,84.02,87.94,95.94
Australia,AUS,1963,3.3,52.18,61.46,66.85,71.06,74.5,77.64,80.74,84.06,88.05,96.15
Australia,AUS,1964,3.25,51.81,60.97,66.45,70.62,74.08,77.18,80.24,83.59,87.53,95.74
Australia,AUS,1965,3.55,51.81,61.15,66.6,70.82,74.27,77.47,80.53,83.95,87.86,96.14
Australia,AUS,1966,3.9,52,61.16,66.36,70.66,74.11,77.2,80.26,83.61,87.63,95.59
Australia,AUS,1967,4.12,52.25,61.28,66.67,70.94,74.37,77.53,80.7,84.05,88.16,96.45
Australia,AUS,1968,4.32,52.08,61.16,66.52,70.67,74.14,77.27,80.27,83.61,87.52,95.45
Australia,AUS,1969,3.88,52.31,61.4,66.86,70.87,74.42,77.57,80.65,84.13,88.28,96.71
Australia,AUS,1970,3.87,51.97,61.12,66.48,70.5,74.06,77.13,80.22,83.65,87.75,96.14
Australia,AUS,1971,4.58,52.64,61.89,67.34,71.44,74.91,78,81.12,84.37,88.33,96.43
Australia,AUS,1972,6.06,53.01,62.1,67.51,71.65,75.07,78.2,81.34,84.57,88.61,96.76
Australia,AUS,1973,6.73,53.22,62.36,67.8,71.97,75.3,78.48,81.56,84.77,88.78,96.95
Australia,AUS,1974,7.65,53.01,62.14,67.57,71.84,75.19,78.32,81.37,84.57,88.47,96.34
Australia,AUS,1975,11.04,53.62,62.79,68.27,72.47,75.9,79.18,82.34,85.56,89.48,97.75
Australia,AUS,1976,12.36,54.02,63.03,68.43,72.54,75.89,79,82.14,85.26,89.17,97.04
Australia,AUS,1977,14.46,54.37,63.49,69,73.12,76.56,79.71,82.81,86,89.98,98.15
Australia,AUS,1978,15.22,54.87,63.78,69.21,73.37,76.79,79.9,83.02,86.2,90.2,98.43
Australia,AUS,1979,16.46,55.41,64.43,69.78,73.87,77.32,80.46,83.5,86.65,90.63,98.56
Australia,AUS,1980,16.94,55.8,64.76,70.08,74.11,77.52,80.51,83.53,86.65,90.74,98.6
Australia,AUS,1981,16.85,56.27,65.03,70.31,74.28,77.63,80.7,83.74,86.89,90.9,98.67
Australia,AUS,1982,17.04,56.42,65.07,70.33,74.3,77.62,80.64,83.58,86.67,90.53,98.26
Australia,AUS,1983,17.99,57.08,65.62,70.96,74.87,78.22,81.29,84.2,87.38,91.41,99.12
Australia,AUS,1984,18.15,57.33,65.86,71.08,75,78.35,81.36,84.19,87.32,91.23,98.97
Australia,AUS,1985,17.88,57.45,65.99,71.23,75.1,78.4,81.34,84.15,87.07,90.87,98.55
Australia,AUS,1986,18.64,58.02,66.53,71.65,75.55,78.85,81.87,84.73,87.8,91.63,99.64
Australia,AUS,1987,18.94,58.12,66.67,71.81,75.67,78.93,81.88,84.68,87.65,91.48,99.16
Australia,AUS,1988,19.14,58.46,66.9,72.1,75.92,79.12,82.04,84.83,87.91,91.75,99.59
Australia,AUS,1989,19.12,58.67,67.02,72.1,75.83,79.02,81.89,84.67,87.6,91.26,98.58
Australia,AUS,1990,20.07,59.31,67.67,72.77,76.6,79.77,82.7,85.5,88.49,92.16,99.71
Australia,AUS,1991,21.37,59.77,68.06,73.16,76.97,80.08,82.96,85.77,88.85,92.49,100.1
Australia,AUS,1992,21.4,59.93,68.19,73.19,77,80.1,82.95,85.73,88.68,92.33,99.74
Australia,AUS,1993,21.82,60.42,68.73,73.71,77.52,80.6,83.42,86.16,89.09,92.77,100.25
Australia,AUS,1994,22.04,60.49,68.7,73.69,77.38,80.48,83.26,85.97,88.85,92.37,99.48
Australia,AUS,1995,22.13,60.79,69.13,74.1,77.89,80.96,83.75,86.42,89.23,92.81,100.02
Australia,AUS,1996,22.08,60.91,69.33,74.32,78.02,81.07,83.81,86.45,89.29,92.7,99.94
Australia,AUS,1997,21.97,61.22,69.64,74.61,78.37,81.42,84.12,86.72,89.49,92.93,99.95
Australia,AUS,1998,22.3,61.48,70.1,75.02,78.75,81.8,84.5,87.13,89.93,93.36,100.42
Australia,AUS,1999,22.54,61.96,70.55,75.42,79.09,82.12,84.8,87.35,90.08,93.48,100.55
Australia,AUS,2000,23.45,62.27,70.89,75.81,79.5,82.46,85.12,87.61,90.29,93.63,100.5
Australia,AUS,2001,24.7,62.77,71.31,76.19,79.82,82.76,85.37,87.86,90.55,93.91,100.88
Australia,AUS,2002,25.35,63,71.52,76.41,79.91,82.8,85.36,87.84,90.43,93.68,100.4
Australia,AUS,2003,25.71,63.35,71.88,76.77,80.32,83.2,85.76,88.23,90.81,94.02,100.73
Australia,AUS,2004,26.32,63.77,72.26,77.07,80.59,83.41,85.96,88.44,91.02,94.29,101.05
Australia,AUS,2005,27.24,64.08,72.68,77.5,81.03,83.86,86.36,88.8,91.37,94.59,101.37
Australia,AUS,2006,27.45,64.35,72.95,77.75,81.2,83.99,86.49,88.88,91.43,94.56,101.16
Australia,AUS,2007,28.04,64.15,72.86,77.74,81.17,83.99,86.46,88.83,91.39,94.5,100.91
Australia,AUS,2008,28.86,64.69,73.22,78.03,81.39,84.14,86.58,88.92,91.38,94.43,100.72
Australia,AUS,2009,29,64.7,73.39,78.32,81.76,84.51,86.97,89.3,91.79,94.83,101.27
Australia,AUS,2010,30.02,65.25,73.76,78.68,82.05,84.75,87.16,89.49,91.91,94.93,101.25
Australia,AUS,2011,30.44,65.21,73.9,78.73,82.13,84.85,87.23,89.5,91.9,94.94,101.17
Australia,AUS,2012,30.85,65.6,74.22,78.98,82.32,84.97,87.33,89.6,91.98,94.94,101.13
Australia,AUS,2013,31.81,65.61,74.31,79.19,82.6,85.27,87.64,89.9,92.32,95.38,101.76
Australia,AUS,2014,32.33,65.56,74.31,79.14,82.58,85.27,87.63,89.91,92.26,95.26,101.38
Australia,AUS,2015,31.9,65.58,74.47,79.31,82.69,85.36,87.69,89.97,92.34,95.27,101.39
Australia,AUS,2016,32.17,65.85,74.66,79.5,82.85,85.54,87.91,90.14,92.5,95.43,101.55
Australia,AUS,2017,32.14,65.75,74.55,79.4,82.8,85.52,87.87,90.11,92.45,95.41,101.39
Australia,AUS,2018,32.81,66.11,75.05,79.92,83.33,86.03,88.39,90.63,93,95.97,102.09
Australia,AUS,2019,32.14,66.06,75.1,79.97,83.36,86.04,88.41,90.67,92.99,95.91,101.98
Australia,AUS,2020,32.36,66.53,75.48,80.36,83.72,86.41,88.8,91.05,93.41,96.38,102.58
Australia,AUS,2021,32.46,66.53,75.39,80.22,83.54,86.25,88.59,90.82,93.16,96.1,102.17
Austria,AUT,1947,0.13,29.6,52.12,61.45,67.06,71.21,74.73,77.88,81.09,85.04,92.87
Austria,AUT,1948,0.14,35.84,54.75,62.96,68.31,72.3,75.73,78.94,82.08,86.02,94.3
Austria,AUT,1949,0.15,38.25,55.52,63.04,67.98,71.83,75.09,78.22,81.36,85.2,92.97
Austria,AUT,1950,0.18,42.88,56.94,63.95,68.62,72.37,75.6,78.66,81.84,85.71,93.7
Austria,AUT,1951,0.19,44.17,57.52,64.24,68.82,72.39,75.46,78.44,81.49,85.22,92.65
Austria,AUT,1952,0.23,47.05,58.99,65.37,69.72,73.22,76.28,79.12,82.13,85.87,93.27
Austria,AUT,1953,0.24,48.25,59.63,65.72,69.94,73.4,76.44,79.27,82.29,85.96,93.55
Austria,AUT,1954,0.25,47.98,59.49,65.64,69.99,73.48,76.54,79.4,82.34,85.98,93.37
Austria,AUT,1955,0.27,48.22,59.77,65.85,70.15,73.6,76.59,79.46,82.49,86.15,93.6
Austria,AUT,1956,0.28,48.25,59.69,65.83,70.1,73.58,76.63,79.47,82.42,86.13,93.51
Austria,AUT,1957,0.28,47.81,59.46,65.58,69.87,73.34,76.37,79.29,82.42,86.14,93.82
Austria,AUT,1958,0.32,49.45,60.36,66.34,70.61,74.05,77.05,79.96,82.95,86.61,94.37
Austria,AUT,1959,0.32,49.15,60.29,66.2,70.55,73.97,77,79.87,82.91,86.63,94.46
Austria,AUT,1960,0.36,50.24,60.63,66.35,70.61,73.97,76.99,79.85,82.87,86.58,93.97
Austria,AUT,1961,0.43,51.32,61.27,67,71.23,74.62,77.63,80.5,83.47,87.2,94.98
Austria,AUT,1962,0.44,51.43,61.31,66.84,70.91,74.26,77.25,80.06,83.03,86.66,93.98
Austria,AUT,1963,0.48,51.53,61.46,66.86,70.93,74.28,77.27,80.11,83.08,86.76,94.04
Austria,AUT,1964,0.55,51.83,61.78,67.09,71.22,74.6,77.66,80.57,83.55,87.26,95.04
Austria,AUT,1965,0.61,51.88,61.68,66.89,70.84,74.23,77.23,80.07,83.05,86.7,94.28
Austria,AUT,1966,0.61,51.8,61.85,67.17,71.2,74.66,77.67,80.55,83.53,87.3,94.81
Austria,AUT,1967,0.7,51.88,61.91,67.1,71.04,74.34,77.34,80.19,83.16,86.9,94.43
Austria,AUT,1968,0.82,52.05,62,67.2,71.12,74.37,77.38,80.21,83.18,86.95,94.44
Austria,AUT,1969,0.82,51.5,61.78,66.97,70.73,73.96,77.01,79.92,83.06,86.84,94.38
Austria,AUT,1970,0.91,51.6,61.81,67.11,70.89,74.13,77.11,80.02,83.13,86.87,94.48
Austria,AUT,1971,0.79,51.37,62.05,67.46,71.32,74.57,77.53,80.39,83.35,87.02,94.42
Austria,AUT,1972,0.91,51.67,62.24,67.67,71.58,74.84,77.78,80.63,83.65,87.45,95.01
Austria,AUT,1973,2.25,52.31,62.74,68.21,72.11,75.32,78.27,81.1,84.06,87.71,95.28
Austria,AUT,1974,1.96,52.38,62.71,68.2,72.13,75.28,78.22,81.05,84,87.69,95.19
Austria,AUT,1975,3.23,52.43,62.7,68.23,72.11,75.34,78.19,80.94,83.91,87.5,94.81
Austria,AUT,1976,6.8,52.89,63.11,68.58,72.45,75.59,78.41,81.17,84.07,87.58,94.81
Austria,AUT,1977,8.88,52.89,63.19,68.81,72.71,75.88,78.75,81.48,84.46,88.15,95.55
Austria,AUT,1978,11.13,53.02,63.25,68.86,72.79,75.92,78.73,81.43,84.29,87.83,95.12
Austria,AUT,1979,11.1,53.2,63.37,69.16,73.06,76.24,79.09,81.79,84.7,88.4,95.62
Austria,AUT,1980,10.7,53.31,63.43,69.24,73.24,76.41,79.21,81.93,84.76,88.39,95.63
Austria,AUT,1981,15.51,53.73,63.77,69.45,73.39,76.55,79.36,82.04,84.86,88.4,95.67
Austria,AUT,1982,15.86,53.73,63.77,69.61,73.63,76.79,79.6,82.26,85.13,88.7,96.1
Austria,AUT,1983,16.65,53.87,63.71,69.62,73.6,76.78,79.54,82.2,85.03,88.5,95.77
Austria,AUT,1984,16.82,54.31,64.18,70.05,74.1,77.35,80.14,82.79,85.65,89.18,96.63
Austria,AUT,1985,17.35,55,64.62,70.33,74.37,77.49,80.22,82.83,85.58,89.07,96.21
Austria,AUT,1986,18.27,55.56,65.09,70.71,74.73,77.84,80.59,83.21,86,89.47,96.57
Austria,AUT,1987,18.75,56.12,65.48,71.1,75.1,78.24,80.96,83.6,86.39,89.85,96.92
Austria,AUT,1988,19.51,56.71,65.93,71.43,75.44,78.66,81.34,83.93,86.63,90.13,97.25
Austria,AUT,1989,19.24,56.79,65.98,71.55,75.52,78.75,81.5,84.09,86.86,90.2,97.34
Austria,AUT,1990,20.08,57.06,66.15,71.78,75.82,78.98,81.68,84.29,87.02,90.43,97.75
Austria,AUT,1991,20.33,57.05,66.17,71.75,75.79,79.02,81.8,84.4,87.11,90.51,97.7
Austria,AUT,1992,20.64,57.24,66.34,71.9,75.94,79.22,81.96,84.59,87.3,90.65,97.89
Austria,AUT,1993,20.16,57.46,66.44,72.1,76.16,79.4,82.22,84.82,87.51,90.89,97.79
Austria,AUT,1994,20.53,57.76,66.82,72.46,76.44,79.65,82.48,85.13,87.89,91.2,98.36
Austria,AUT,1995,21.9,58.07,67.05,72.62,76.62,79.84,82.61,85.24,87.94,91.24,98.19
Austria,AUT,1996,22.93,58.32,67.3,72.81,76.87,80.01,82.76,85.41,88.07,91.37,98.24
Austria,AUT,1997,22.89,59.14,67.8,73.22,77.2,80.31,83.02,85.62,88.31,91.64,98.34
Austria,AUT,1998,24.4,59.36,68.34,73.63,77.58,80.71,83.38,85.91,88.57,91.84,98.43
Austria,AUT,1999,24.04,59.65,68.48,73.81,77.77,80.9,83.55,86.09,88.71,91.94,98.59
Austria,AUT,2000,23.92,59.66,68.97,74.28,78.11,81.24,83.91,86.4,89.03,92.22,98.94
Austria,AUT,2001,25.4,60.15,69.44,74.76,78.65,81.71,84.34,86.78,89.43,92.63,99.14
Austria,AUT,2002,25.92,60.59,69.74,74.9,78.69,81.72,84.35,86.82,89.39,92.55,98.98
Austria,AUT,2003,24.96,60.57,69.8,74.96,78.74,81.77,84.4,86.78,89.34,92.51,99.04
Austria,AUT,2004,25.37,61.03,70.25,75.51,79.33,82.31,84.9,87.32,89.89,93.03,99.69
Austria,AUT,2005,26.44,61.16,70.46,75.71,79.46,82.4,84.99,87.41,89.95,93.07,99.68
Austria,AUT,2006,27.59,61.91,70.95,76.16,79.86,82.79,85.34,87.68,90.21,93.32,99.76
Austria,AUT,2007,28.82,62,71.12,76.4,80.02,83,85.47,87.85,90.44,93.58,99.9
Austria,AUT,2008,29.02,62.41,71.48,76.72,80.27,83.16,85.7,88.05,90.49,93.52,100.03
Austria,AUT,2009,29.02,62.08,71.08,76.39,80.12,83.04,85.59,87.99,90.5,93.6,99.97
Austria,AUT,2010,29.23,62.39,71.23,76.74,80.51,83.38,85.87,88.24,90.7,93.83,100.22
Austria,AUT,2011,30.58,62.88,71.57,77.05,80.8,83.66,86.19,88.57,91.01,94.09,100.57
Austria,AUT,2012,31.77,63.15,71.61,77.04,80.76,83.64,86.1,88.45,90.87,93.89,100.1
Austria,AUT,2013,33.44,63.46,71.84,77.28,80.94,83.8,86.3,88.64,91.03,94.06,100.24
Austria,AUT,2014,33.37,63.69,71.99,77.56,81.3,84.18,86.63,89,91.46,94.44,100.59
Austria,AUT,2015,34.22,63.89,71.94,77.33,81.06,83.88,86.33,88.59,91.01,93.99,100.14
Austria,AUT,2016,34.06,64.29,72.34,77.63,81.46,84.31,86.77,89.09,91.53,94.51,100.89
Austria,AUT,2017,35.02,64.6,72.56,77.82,81.53,84.33,86.67,88.96,91.35,94.3,100.4
Austria,AUT,2018,34.8,64.58,72.56,77.78,81.59,84.42,86.8,89.11,91.44,94.36,100.58
Austria,AUT,2019,33.84,65.03,72.89,78.03,81.91,84.69,87.04,89.3,91.64,94.55,100.66
Austria,AUT,2020,35.08,64.8,72.52,77.35,81.07,83.96,86.4,88.62,90.95,93.87,99.96
Austria,AUT,2021,34.35,64.38,72.18,77.1,80.88,83.94,86.43,88.73,91.12,94.06,100.3
Austria,AUT,2022,33.97,64.74,72.62,77.41,81.11,84.09,86.53,88.75,91.05,93.93,99.84
Austria,AUT,2023,34.23,65.17,73.15,77.92,81.55,84.51,86.99,89.22,91.48,94.35,100.6
Belarus,BLR,1959,0.25,45.31,60.09,67.22,72.19,75.63,79.1,82.05,85.46,89.71,99.48
Belarus,BLR,1960,0.39,48.68,62.22,69.34,73.78,77.6,80.62,84.17,87.48,92.21,102.7
Belarus,BLR,1961,0.5,50.33,62.8,69.53,74.14,77.73,80.92,84.23,87.47,92.27,102.03
Belarus,BLR,1962,0.48,50.28,61.98,68.16,72.92,76.35,79.77,82.67,85.82,89.9,98.98
Belarus,BLR,1963,0.46,50.36,62.56,68.9,73.5,77.27,80.34,83.64,86.84,91.07,100.47
Belarus,BLR,1964,0.73,51.79,63.64,69.91,74.5,78.19,81.58,84.65,87.89,92.79,101.88
Belarus,BLR,1965,1.09,51.74,63.17,69.27,73.83,77.56,80.51,83.92,87.1,91.5,101.39
Belarus,BLR,1966,1.04,51.97,63.38,69.54,73.91,77.74,80.79,84.17,87.59,92.3,101.4
Belarus,BLR,1967,1.68,51.26,63.03,69.23,73.66,77.42,80.65,83.92,87.21,91.48,101.03
Belarus,BLR,1968,1.56,51.16,63.09,69.41,73.66,77.51,80.69,83.93,87.35,91.92,100.89
Belarus,BLR,1969,1.59,50.73,62.72,69.02,73.28,77,80.31,83.41,86.75,91.12,100.52
Belarus,BLR,1970,0.99,49.33,62.01,68.48,72.99,76.71,80.06,83.27,86.63,91.12,101.69
Belarus,BLR,1971,2.45,50.35,62.43,68.87,73.34,76.99,80.31,83.51,86.98,91.59,101.47
Belarus,BLR,1972,2.85,49.63,62.18,68.66,73.16,76.67,80.02,83.29,86.65,91.27,101.09
Belarus,BLR,1973,2.96,50.27,62.3,68.69,73.12,76.63,79.94,83.15,86.47,90.96,100.85
Belarus,BLR,1974,3.66,50.23,62.16,68.71,73.27,76.92,80.23,83.63,87.09,91.83,102.02
Belarus,BLR,1975,2.17,48.84,61.21,67.97,72.64,76.36,79.63,82.81,86.34,90.79,100.93
Belarus,BLR,1976,2.48,48.61,60.88,67.64,72.37,76.18,79.48,82.62,86.16,90.64,100.69
Belarus,BLR,1977,2.92,48.31,60.58,67.51,72.31,76.08,79.45,82.54,86.12,90.66,100.83
Belarus,BLR,1978,2.65,48.01,60.13,67.24,72.1,75.98,79.37,82.49,85.97,90.57,101.1
Belarus,BLR,1979,4.09,47.43,59.7,66.84,71.7,75.58,79,82.07,85.48,90.16,100.75
Belarus,BLR,1980,4.77,47.45,59.5,66.58,71.43,75.26,78.75,81.78,84.97,89.47,99.32
Belarus,BLR,1981,4.36,47.21,59.39,66.72,71.7,75.64,79.17,82.29,85.57,90.26,100.61
Belarus,BLR,1982,6.13,47.5,59.43,66.66,71.68,75.62,79.1,82.25,85.77,90.41,101.13
Belarus,BLR,1983,6.77,47.7,59.23,66.43,71.55,75.45,78.82,82.04,85.39,89.85,100.04
Belarus,BLR,1984,7.24,47.4,58.39,65.62,70.82,74.8,78.29,81.49,84.81,89.07,99.09
Belarus,BLR,1985,7.04,48.48,59.4,66.26,71.11,74.91,78.24,81.34,84.54,88.73,98.18
Belarus,BLR,1986,7.89,50.75,61.29,67.69,72.23,75.97,79.25,82.27,85.55,89.74,99.57
Belarus,BLR,1987,9.69,50.65,61.06,67.46,72.06,75.8,79.06,82.11,85.42,89.65,99.36
Belarus,BLR,1988,7.84,50.34,60.76,67.22,71.93,75.7,78.99,82.07,85.28,89.4,98.64
Belarus,BLR,1989,10.85,49.07,59.8,66.48,71.5,75.52,78.98,82.1,85.42,89.67,99.57
Belarus,BLR,1990,11.93,48.73,59.26,66,70.96,74.86,78.37,81.56,84.85,89.01,98.6
Belarus,BLR,1991,9.78,48.04,58.57,65.3,70.35,74.41,77.85,81.09,84.41,88.61,98.01
Belarus,BLR,1992,10.83,46.98,57.68,64.5,69.74,73.92,77.61,81.02,84.46,88.69,98.49
Belarus,BLR,1993,12.72,46.25,56.29,63.05,68.42,72.69,76.44,79.89,83.36,87.54,96.84
Belarus,BLR,1994,10.35,45.75,55.95,62.85,68.16,72.63,76.37,79.87,83.32,87.5,96.53
Belarus,BLR,1995,10.21,45.43,55.3,62.11,67.4,72.04,75.99,79.62,83.1,87.25,96.11
Belarus,BLR,1996,11.79,45.74,55.65,62.3,67.49,71.99,75.97,79.62,83.12,87.33,96.13
Belarus,BLR,1997,12.76,45.62,55.59,62.14,67.28,71.76,75.66,79.24,82.94,87.07,95.77
Belarus,BLR,1998,13.04,45.4,55.22,61.84,67.09,71.55,75.56,79.23,83,87.22,95.76
Belarus,BLR,1999,12.53,44.54,54.88,61.53,66.8,71.29,75.29,78.94,82.6,86.73,95.07
Belarus,BLR,2000,16.32,45.84,56.07,62.59,67.75,72.06,75.92,79.51,83.24,87.45,96.15
Belarus,BLR,2001,16.79,45.61,55.67,61.82,67.04,71.45,75.39,79.05,82.83,87.23,95.65
Belarus,BLR,2002,16.16,44.99,54.9,61.11,66.32,70.75,74.77,78.59,82.42,86.8,95.12
Belarus,BLR,2003,18.39,45.54,55.48,61.71,66.84,71.25,75.2,78.98,82.73,87.25,95.48
Belarus,BLR,2004,18.8,45.87,55.9,62.08,67.31,71.71,75.66,79.4,83.06,87.55,95.75
Belarus,BLR,2005,18.76,45.49,55.58,61.76,66.98,71.5,75.53,79.31,83.05,87.4,95.69
Belarus,BLR,2006,19.39,46.14,56.31,62.55,67.74,72.2,76.05,79.75,83.38,87.82,95.96
Belarus,BLR,2007,19.91,47.35,57.35,63.58,68.77,73.11,76.93,80.48,84.07,88.37,96.34
Belarus,BLR,2008,21.44,47.63,57.57,63.63,68.79,73.14,76.97,80.52,84.15,88.42,96.38
Belarus,BLR,2009,20.92,47.57,57.58,63.79,68.93,73.31,77.07,80.56,84.23,88.43,96.45
Belarus,BLR,2010,21.31,47.51,57.52,63.62,68.81,73.25,77.07,80.59,84.18,88.37,96.49
Belarus,BLR,2011,22.2,47.51,57.34,63.56,68.81,73.42,77.33,80.92,84.55,88.85,97.09
Belarus,BLR,2012,22.95,49.94,59.8,65.82,70.89,75.1,78.61,81.93,85.37,89.32,97.24
Belarus,BLR,2013,23.66,50.81,60.43,66.53,71.46,75.56,78.99,82.22,85.53,89.49,97.34
Belarus,BLR,2014,24.18,51.49,61.1,67.13,72.03,76.09,79.57,82.81,86.05,90,97.88
Belarus,BLR,2015,26.45,52.8,61.98,67.93,72.65,76.58,79.97,83.11,86.3,90.14,97.92
Belarus,BLR,2016,26.25,53.22,62.41,68.4,72.96,76.87,80.24,83.31,86.47,90.23,97.91
Belarus,BLR,2017,27.44,53.85,62.81,68.61,73.15,76.99,80.41,83.47,86.6,90.32,97.99
Belarus,BLR,2018,28.4,53.71,62.64,68.53,73.13,77.03,80.45,83.51,86.69,90.47,98.25
Belgium,BEL,1841,0.07,0.88,4.05,20.19,35.54,50.06,60.62,67.62,73.75,80.2,90.77
Belgium,BEL,1842,0.06,0.79,3.15,15.82,31.49,47.26,58.67,66.55,72.95,79.48,89.92
Belgium,BEL,1843,0.07,0.89,3.97,19.51,35.41,49.86,60.41,67.9,73.93,80.28,90.88
Belgium,BEL,1844,0.07,1.03,6.32,23.69,39.4,52.5,61.5,68.33,73.62,79.66,90
Belgium,BEL,1845,0.07,0.91,5.47,22.12,37.83,51.45,61.06,67.82,73.36,79.66,89.9
Belgium,BEL,1846,0.06,0.74,3.39,18.22,32.66,46.64,57.23,64.92,71.26,77.75,88.6
Belgium,BEL,1847,0.06,0.74,2.68,12.55,27.7,41.53,51.67,60.02,67.38,74.53,86.39
Belgium,BEL,1848,0.07,0.98,4.13,18.32,32.62,45.41,55.4,63.4,69.98,76.48,87.3
Belgium,BEL,1849,0.07,0.9,3.42,12.02,25.73,37.78,48.96,58.98,67.22,75.18,87.62
Belgium,BEL,1850,0.07,1.12,7.03,24.08,39.87,53.1,62.15,68.65,74.32,80.04,90.16
Belgium,BEL,1851,0.07,0.98,5.68,23.28,39.6,53.23,62.43,68.8,74.4,80.1,90.21
Belgium,BEL,1852,0.07,0.96,5.66,22.82,39.27,53.07,62.22,68.75,74.36,80.09,89.95
Belgium,BEL,1853,0.07,1.04,5.97,23.07,38.81,52.1,61.17,67.62,73.09,78.69,88.35
Belgium,BEL,1854,0.06,0.88,3.86,19.24,35.51,49.75,59.95,67.01,72.95,79.06,89.11
Belgium,BEL,1855,0.06,0.72,2.73,13.54,30.95,46.62,57.69,65.34,71.16,77.22,87.08
