Entity,Code,Year,Population density of the top 100 most populous cities,Population density of the top 100 most populous cities (projected) (Projected),Population density of the top 100 most populous cities (Annotations),Population density of the top 100 most populous cities (projected) (Annotations)
Paris,,1990,6198.569,,France,
Paris,,1995,6277.7417,,France,
Paris,,2000,6396,,France,
Paris,,2005,6474.183,,France,
Paris,,2010,6631.4463,,France,
Paris,,2015,6733.207,,France,
Paris,,2020,6772.798,6772.798,France,France
Paris,,2025,,6793.5703,,France
Paris,,2030,,6788.7583,,France
Paris,,2035,,6789.0547,,France
Paris,,2040,,6780.576,,France
Paris,,2045,,6775.512,,France
Paris,,2050,,6748.258,,France
Paris,,2055,,6719.088,,France
Paris,,2060,,6683.473,,France
Paris,,2065,,6652.217,,France
Paris,,2070,,6635.2676,,France
Paris,,2075,,6592.9976,,France
Paris,,2080,,6589.725,,France
Paris,,2085,,6589.4917,,France
Paris,,2090,,6586.507,,France
Paris,,2095,,6567.0767,,France
Paris,,2100,,6551.741,,France
Pune,,1975,10306.677,,India,
Pune,,1980,9595.931,,India,
Pune,,1985,8510.051,,India,
Pune,,1990,8961.792,,India,
Pune,,1995,8994.771,,India,
Pune,,2000,9507.707,,India,
Pune,,2005,10046.55,,India,
Pune,,2010,10829.715,,India,
Pune,,2015,11379.918,,India,
Pune,,2020,11346.007,11346.007,India,India
Pune,,2025,,11654.616,,India
Pune,,2030,,11832.324,,India
Pune,,2035,,11662.387,,India
Pune,,2040,,11370.593,,India
Pune,,2045,,11535.521,,India
Pune,,2050,,11520.134,,India
Pune,,2055,,11525.5625,,India
Pune,,2060,,11187.901,,India
Pune,,2065,,11161.783,,India
Pune,,2070,,11106.307,,India
Pune,,2075,,11020.9375,,India
Pune,,2080,,10902.938,,India
Pune,,2085,,10936.384,,India
Pune,,2090,,10848.999,,India
Pune,,2095,,10697.3545,,India
Pune,,2100,,10563.527,,India
Rio de Janeiro,,1975,5611.325,,Brazil,
Rio de Janeiro,,1980,5980.5713,,Brazil,
Rio de Janeiro,,1985,6169.975,,Brazil,
Rio de Janeiro,,1990,6315.804,,Brazil,
Rio de Janeiro,,1995,6615.232,,Brazil,
Rio de Janeiro,,2000,6933.076,,Brazil,
Rio de Janeiro,,2005,7071.2056,,Brazil,
Rio de Janeiro,,2010,7271.6743,,Brazil,
Rio de Janeiro,,2015,7466.968,,Brazil,
Rio de Janeiro,,2020,7564.516,7564.516,Brazil,Brazil
Rio de Janeiro,,2025,,7539.949,,Brazil
Rio de Janeiro,,2030,,7530.048,,Brazil
Rio de Janeiro,,2035,,7520.107,,Brazil
Rio de Janeiro,,2040,,7487.8604,,Brazil
Rio de Janeiro,,2045,,7422.9873,,Brazil
Rio de Janeiro,,2050,,7345.6055,,Brazil
Rio de Janeiro,,2055,,7220.659,,Brazil
Rio de Janeiro,,2060,,7044.7104,,Brazil
Rio de Janeiro,,2065,,6884.577,,Brazil
Rio de Janeiro,,2070,,6718.022,,Brazil
Rio de Janeiro,,2075,,6540.6084,,Brazil
Rio de Janeiro,,2080,,6317.1826,,Brazil
Rio de Janeiro,,2085,,6106.6655,,Brazil
Rio de Janeiro,,2090,,5951.6685,,Brazil
Rio de Janeiro,,2095,,5733.602,,Brazil
Rio de Janeiro,,2100,,5581.994,,Brazil
Riyadh,,1980,1903.5868,,Saudi Arabia,
Riyadh,,1985,2245.8967,,Saudi Arabia,
Riyadh,,1990,2677.997,,Saudi Arabia,
Riyadh,,1995,3323.8562,,Saudi Arabia,
Riyadh,,2000,3794.1682,,Saudi Arabia,
Riyadh,,2005,4677.032,,Saudi Arabia,
Riyadh,,2010,5265.9385,,Saudi Arabia,
Riyadh,,2015,6141.406,,Saudi Arabia,
Riyadh,,2020,6068.999,6068.999,Saudi Arabia,Saudi Arabia
Riyadh,,2025,,6339.5205,,Saudi Arabia
Riyadh,,2030,,6449.46,,Saudi Arabia
Riyadh,,2035,,6445.908,,Saudi Arabia
Riyadh,,2040,,6589.1206,,Saudi Arabia
Riyadh,,2045,,6767.0415,,Saudi Arabia
Riyadh,,2050,,6897.1753,,Saudi Arabia
Riyadh,,2055,,7048.8945,,Saudi Arabia
Riyadh,,2060,,7207.9263,,Saudi Arabia
Riyadh,,2065,,7323.8774,,Saudi Arabia
Riyadh,,2070,,7392.3086,,Saudi Arabia
Riyadh,,2075,,7381.531,,Saudi Arabia
Riyadh,,2080,,7378.62,,Saudi Arabia
Riyadh,,2085,,7491.521,,Saudi Arabia
Riyadh,,2090,,7543.8286,,Saudi Arabia
Riyadh,,2095,,7597.8125,,Saudi Arabia
Riyadh,,2100,,7604.357,,Saudi Arabia
Saint Petersburg,,1975,8113.4053,,Russia,
Saint Petersburg,,1980,8628.398,,Russia,
Saint Petersburg,,1985,8914.1455,,Russia,
Saint Petersburg,,1990,9139.749,,Russia,
Saint Petersburg,,1995,8793.445,,Russia,
Saint Petersburg,,2000,8413.308,,Russia,
Saint Petersburg,,2005,8482.742,,Russia,
Saint Petersburg,,2010,8603.93,,Russia,
Saint Petersburg,,2015,8929.082,,Russia,
Saint Petersburg,,2020,9429.468,9429.468,Russia,Russia
Saint Petersburg,,2025,,9305.498,,Russia
Saint Petersburg,,2030,,9282.495,,Russia
Saint Petersburg,,2035,,9225.2295,,Russia
Saint Petersburg,,2040,,9206.459,,Russia
Saint Petersburg,,2045,,9189.851,,Russia
Saint Petersburg,,2050,,9100.264,,Russia
Saint Petersburg,,2055,,9066.466,,Russia
Saint Petersburg,,2060,,9014.415,,Russia
Saint Petersburg,,2065,,8956.635,,Russia
Saint Petersburg,,2070,,8914.531,,Russia
Saint Petersburg,,2075,,8870.096,,Russia
Saint Petersburg,,2080,,8856.0625,,Russia
Saint Petersburg,,2085,,8843.013,,Russia
Saint Petersburg,,2090,,8838.283,,Russia
Saint Petersburg,,2095,,8830.412,,Russia
Saint Petersburg,,2100,,8810.961,,Russia
Santiago,,1975,5591.6465,,Chile,
Santiago,,1980,6348.8403,,Chile,
Santiago,,1985,6821.2188,,Chile,
Santiago,,1990,7315.76,,Chile,
Santiago,,1995,7553.321,,Chile,
Santiago,,2000,7930.206,,Chile,
Santiago,,2005,7789.3647,,Chile,
Santiago,,2010,7877.425,,Chile,
Santiago,,2015,8000.4067,,Chile,
Santiago,,2020,8365.673,8365.673,Chile,Chile
Santiago,,2025,,8376.146,,Chile
Santiago,,2030,,8366.558,,Chile
Santiago,,2035,,8373.164,,Chile
Santiago,,2040,,8282.973,,Chile
Santiago,,2045,,8247.603,,Chile
Santiago,,2050,,8183.4355,,Chile
Santiago,,2055,,8079.0034,,Chile
Santiago,,2060,,8013.952,,Chile
Santiago,,2065,,7804.037,,Chile
Santiago,,2070,,7558.276,,Chile
Santiago,,2075,,7310.816,,Chile
Santiago,,2080,,7028.713,,Chile
Santiago,,2085,,6773.882,,Chile
Santiago,,2090,,6496.847,,Chile
Santiago,,2095,,6214.7617,,Chile
Santiago,,2100,,5929.603,,Chile
Santo Domingo,,1975,5810.59,,Dominican Republic,
Santo Domingo,,1980,7093.6113,,Dominican Republic,
Santo Domingo,,1985,7254.966,,Dominican Republic,
Santo Domingo,,1990,7706.5747,,Dominican Republic,
Santo Domingo,,1995,7508.3125,,Dominican Republic,
Santo Domingo,,2000,7914.484,,Dominican Republic,
Santo Domingo,,2005,8400.2,,Dominican Republic,
Santo Domingo,,2010,8709.758,,Dominican Republic,
Santo Domingo,,2015,8584.251,,Dominican Republic,
Santo Domingo,,2020,8804.203,8804.203,Dominican Republic,Dominican Republic
Santo Domingo,,2025,,8984.5,,Dominican Republic
Santo Domingo,,2030,,8587.254,,Dominican Republic
Santo Domingo,,2035,,8575.157,,Dominican Republic
Santo Domingo,,2040,,8622.1,,Dominican Republic
Santo Domingo,,2045,,8538.636,,Dominican Republic
Santo Domingo,,2050,,8526.597,,Dominican Republic
Santo Domingo,,2055,,8446.892,,Dominican Republic
Santo Domingo,,2060,,8332.634,,Dominican Republic
Santo Domingo,,2065,,8323.322,,Dominican Republic
Santo Domingo,,2070,,8184.6577,,Dominican Republic
Santo Domingo,,2075,,8149.0757,,Dominican Republic
Santo Domingo,,2080,,8083.7373,,Dominican Republic
Santo Domingo,,2085,,7988.199,,Dominican Republic
Santo Domingo,,2090,,7869.8276,,Dominican Republic
Santo Domingo,,2095,,7726.844,,Dominican Republic
Santo Domingo,,2100,,7579.7393,,Dominican Republic
Sao Paulo,,1975,5983.0327,,Brazil,
Sao Paulo,,1980,7201.765,,Brazil,
Sao Paulo,,1985,7693.6733,,Brazil,
Sao Paulo,,1990,8049.97,,Brazil,
Sao Paulo,,1995,8366.381,,Brazil,
Sao Paulo,,2000,8622.616,,Brazil,
Sao Paulo,,2005,8869.189,,Brazil,
Sao Paulo,,2010,9171.678,,Brazil,
Sao Paulo,,2015,9279.772,,Brazil,
Sao Paulo,,2020,9330.992,9330.992,Brazil,Brazil
Sao Paulo,,2025,,9270.935,,Brazil
Sao Paulo,,2030,,9173.354,,Brazil
Sao Paulo,,2035,,9147.415,,Brazil
Sao Paulo,,2040,,9075.868,,Brazil
Sao Paulo,,2045,,8965.738,,Brazil
Sao Paulo,,2050,,8804.882,,Brazil
Sao Paulo,,2055,,8621.271,,Brazil
Sao Paulo,,2060,,8384.243,,Brazil
Sao Paulo,,2065,,8143.074,,Brazil
Sao Paulo,,2070,,7941.329,,Brazil
Sao Paulo,,2075,,7689.2544,,Brazil
Sao Paulo,,2080,,7457.2236,,Brazil
Sao Paulo,,2085,,7205.015,,Brazil
Sao Paulo,,2090,,6946.6035,,Brazil
Sao Paulo,,2095,,6680.329,,Brazil
Sao Paulo,,2100,,6437.3887,,Brazil
Seoul,,1975,10609.522,,South Korea,
Seoul,,1980,11970.376,,South Korea,
Seoul,,1985,11813.689,,South Korea,
Seoul,,1990,12463.658,,South Korea,
Seoul,,1995,11369.976,,South Korea,
Seoul,,2000,10581.776,,South Korea,
Seoul,,2005,9990.594,,South Korea,
Seoul,,2010,9687.766,,South Korea,
Seoul,,2015,9736.576,,South Korea,
Seoul,,2020,9808.336,9808.336,South Korea,South Korea
Seoul,,2025,,9973.606,,South Korea
Seoul,,2030,,10007.472,,South Korea
Seoul,,2035,,9978.902,,South Korea
Seoul,,2040,,9858.244,,South Korea
Seoul,,2045,,9661.619,,South Korea
Seoul,,2050,,9395.93,,South Korea
Seoul,,2055,,9164.883,,South Korea
Seoul,,2060,,8795.343,,South Korea
Seoul,,2065,,8412.385,,South Korea
Seoul,,2070,,8029.3086,,South Korea
Seoul,,2075,,7625.366,,South Korea
Seoul,,2080,,7288.6,,South Korea
Seoul,,2085,,7001.362,,South Korea
Seoul,,2090,,6649.9414,,South Korea
Seoul,,2095,,6338.9204,,South Korea
Seoul,,2100,,6140.769,,South Korea
Shanghai,,1975,6434.5425,,China,
Shanghai,,1980,6054.7,,China,
Shanghai,,1985,5995.015,,China,
Shanghai,,1990,6443.0454,,China,
Shanghai,,1995,6502.87,,China,
Shanghai,,2000,7113.3086,,China,
Shanghai,,2005,7256.6187,,China,
Shanghai,,2010,7822.1323,,China,
Shanghai,,2015,8444.594,,China,
Shanghai,,2020,9387.129,9387.129,China,China
Shanghai,,2025,,9443.74,,China
Shanghai,,2030,,9588.607,,China
Shanghai,,2035,,9726.192,,China
Shanghai,,2040,,9782.391,,China
Shanghai,,2045,,9947.341,,China
Shanghai,,2050,,9989.181,,China
Shanghai,,2055,,9963.292,,China
Shanghai,,2060,,9857.811,,China
Shanghai,,2065,,9633.074,,China
Shanghai,,2070,,9431.812,,China
Shanghai,,2075,,9166.219,,China
Shanghai,,2080,,8888.503,,China
Shanghai,,2085,,8489.337,,China
Shanghai,,2090,,8317.107,,China
Shanghai,,2095,,7951.762,,China
Shanghai,,2100,,7619.788,,China
Shenyang,,1975,12832.956,,China,
Shenyang,,1980,12988.614,,China,
Shenyang,,1985,12550.279,,China,
Shenyang,,1990,12544.653,,China,
Shenyang,,1995,12475.361,,China,
Shenyang,,2000,12099.671,,China,
Shenyang,,2005,12436.086,,China,
Shenyang,,2010,11611.991,,China,
Shenyang,,2015,12023.26,,China,
Shenyang,,2020,12022.367,12022.367,China,China
Shenyang,,2025,,11855.797,,China
Shenyang,,2030,,11732.302,,China
Shenyang,,2035,,11565.23,,China
Shenyang,,2040,,11479.975,,China
Shenyang,,2045,,11303.456,,China
Shenyang,,2050,,11177.881,,China
Shenyang,,2055,,11002.04,,China
Shenyang,,2060,,11262.181,,China
Shenyang,,2065,,11097.327,,China
Shenyang,,2070,,10851.997,,China
Shenyang,,2075,,10595.879,,China
Shenyang,,2080,,10096.307,,China
Shenyang,,2085,,9755.163,,China
Shenyang,,2090,,9740.692,,China
Shenyang,,2095,,9727.008,,China
Shenyang,,2100,,9505.564,,China
Shenzhen,,1975,11347.534,,China,
Shenzhen,,1980,7357.925,,China,
Shenzhen,,1985,6254.9785,,China,
Shenzhen,,1990,4162.953,,China,
Shenzhen,,1995,4079.238,,China,
Shenzhen,,2000,6592.2324,,China,
Shenzhen,,2005,7436.214,,China,
Shenzhen,,2010,8348.418,,China,
Shenzhen,,2015,8670.739,,China,
Shenzhen,,2020,9089.212,9089.212,China,China
Shenzhen,,2025,,9512.266,,China
Shenzhen,,2030,,9414.91,,China
Shenzhen,,2035,,9518.171,,China
Shenzhen,,2040,,9448.392,,China
Shenzhen,,2045,,9472.612,,China
Shenzhen,,2050,,9367.776,,China
Shenzhen,,2055,,9277.352,,China
Shenzhen,,2060,,9062.966,,China
Shenzhen,,2065,,8765.734,,China
Shenzhen,,2070,,8529.404,,China
Shenzhen,,2075,,8241.357,,China
Shenzhen,,2080,,8000.36,,China
Shenzhen,,2085,,7617.688,,China
Shenzhen,,2090,,7378.933,,China
Shenzhen,,2095,,7171.801,,China
Shenzhen,,2100,,6797.751,,China
Singapore,SGP,1975,6571.341,,Singapore,
Singapore,SGP,1980,6650.2295,,Singapore,
Singapore,SGP,1985,7223.0874,,Singapore,
Singapore,SGP,1990,7958.7573,,Singapore,
Singapore,SGP,1995,8911.998,,Singapore,
Singapore,SGP,2000,10140.825,,Singapore,
Singapore,SGP,2005,10614.287,,Singapore,
Singapore,SGP,2010,12151.56,,Singapore,
Singapore,SGP,2015,13030.349,,Singapore,
Singapore,SGP,2020,13086.836,13086.836,Singapore,Singapore
Singapore,SGP,2025,,13525.879,,Singapore
Singapore,SGP,2030,,13687.507,,Singapore
Singapore,SGP,2035,,13500.691,,Singapore
Singapore,SGP,2040,,13572.027,,Singapore
Singapore,SGP,2045,,13481.993,,Singapore
Singapore,SGP,2050,,13313.334,,Singapore
Singapore,SGP,2055,,13058.706,,Singapore
Singapore,SGP,2060,,12839.6875,,Singapore
Singapore,SGP,2065,,12539.251,,Singapore
Singapore,SGP,2070,,12030.611,,Singapore
Singapore,SGP,2075,,11546.64,,Singapore
Singapore,SGP,2080,,11012.38,,Singapore
Singapore,SGP,2085,,10530.831,,Singapore
Singapore,SGP,2090,,10109.638,,Singapore
Singapore,SGP,2095,,9562.686,,Singapore
Singapore,SGP,2100,,9067.525,,Singapore
Surabaya,,1975,5123.127,,Indonesia,
Surabaya,,1980,5253.208,,Indonesia,
Surabaya,,1985,5139.5415,,Indonesia,
Surabaya,,1990,5143.1123,,Indonesia,
Surabaya,,1995,5166.1216,,Indonesia,
Surabaya,,2000,5268.7983,,Indonesia,
Surabaya,,2005,5128.08,,Indonesia,
Surabaya,,2010,5135.7666,,Indonesia,
Surabaya,,2015,5199.732,,Indonesia,
Surabaya,,2020,5281.52,5281.52,Indonesia,Indonesia
Surabaya,,2025,,5252.113,,Indonesia
Surabaya,,2030,,5228.156,,Indonesia
Surabaya,,2035,,5200.1914,,Indonesia
Surabaya,,2040,,5124.8306,,Indonesia
Surabaya,,2045,,5055.0146,,Indonesia
Surabaya,,2050,,4970.8525,,Indonesia
Surabaya,,2055,,4940.8,,Indonesia
Surabaya,,2060,,4838.471,,Indonesia
Surabaya,,2065,,4752.8804,,Indonesia
Surabaya,,2070,,4762.082,,Indonesia
Surabaya,,2075,,4727.153,,Indonesia
Surabaya,,2080,,4624.683,,Indonesia
Surabaya,,2085,,4566.8813,,Indonesia
Surabaya,,2090,,4501.921,,Indonesia
Surabaya,,2095,,4540.889,,Indonesia
Surabaya,,2100,,4493.6978,,Indonesia
Surat,,1975,19499.637,,India,
Surat,,1980,21159.605,,India,
Surat,,1985,21611.672,,India,
Surat,,1990,21880.602,,India,
Surat,,1995,20882.965,,India,
Surat,,2000,20582.926,,India,
Surat,,2005,19174.506,,India,
Surat,,2010,20070.604,,India,
Surat,,2015,21635.922,,India,
Surat,,2020,23384.418,23384.418,India,India
Surat,,2025,,24072.91,,India
Surat,,2030,,25065.443,,India
Surat,,2035,,25248.314,,India
Surat,,2040,,25502.287,,India
Surat,,2045,,25690.346,,India
Surat,,2050,,26131.873,,India
Surat,,2055,,26473.799,,India
Surat,,2060,,26271.234,,India
Surat,,2065,,26413.791,,India
Surat,,2070,,25945.99,,India
Surat,,2075,,25905.363,,India
Surat,,2080,,25756.684,,India
Surat,,2085,,25566.096,,India
Surat,,2090,,25708.8,,India
Surat,,2095,,25887.402,,India
Surat,,2100,,25571.434,,India
Suzhou,,1975,7443.571,,China,
Suzhou,,1980,6287.748,,China,
Suzhou,,1985,5876.8135,,China,
Suzhou,,1990,5657.4077,,China,
Suzhou,,1995,5287.7095,,China,
Suzhou,,2000,6139.7686,,China,
Suzhou,,2005,5481.0693,,China,
Suzhou,,2010,4993.457,,China,
Suzhou,,2015,5567.489,,China,
Suzhou,,2020,6656.6953,6656.6953,China,China
Suzhou,,2025,,6613.431,,China
Suzhou,,2030,,6653.2896,,China
Suzhou,,2035,,6604.384,,China
Suzhou,,2040,,6421.6533,,China
Suzhou,,2045,,6323.576,,China
Suzhou,,2050,,6261.69,,China
Suzhou,,2055,,6137.4204,,China
Suzhou,,2060,,5984.0586,,China
Suzhou,,2065,,5797.5723,,China
Suzhou,,2070,,5599.0674,,China
Suzhou,,2075,,5455.8823,,China
Suzhou,,2080,,5299.925,,China
Suzhou,,2085,,5238.4404,,China
Suzhou,,2090,,5185.7134,,China
Suzhou,,2095,,5142.1978,,China
Suzhou,,2100,,4947.291,,China
Sydney,,1975,2150.7026,,Australia,
Sydney,,1980,2215.0186,,Australia,
Sydney,,1985,2316.126,,Australia,
Sydney,,1990,2441.8418,,Australia,
Sydney,,1995,2538.337,,Australia,
Sydney,,2000,2509.595,,Australia,
Sydney,,2005,2552.5178,,Australia,
Sydney,,2010,2684.8657,,Australia,
Sydney,,2015,2917.0818,,Australia,
Sydney,,2020,3121.2588,3121.2588,Australia,Australia
Sydney,,2025,,3151.7974,,Australia
Sydney,,2030,,3190.5498,,Australia
Sydney,,2035,,3220.314,,Australia
Sydney,,2040,,3229.8892,,Australia
Sydney,,2045,,3247.2808,,Australia
Sydney,,2050,,3267.4077,,Australia
Sydney,,2055,,3286.8115,,Australia
Sydney,,2060,,3271.531,,Australia
Sydney,,2065,,3258.6926,,Australia
Sydney,,2070,,3294.4822,,Australia
Sydney,,2075,,3318.0752,,Australia
Sydney,,2080,,3342.6714,,Australia
Sydney,,2085,,3340.66,,Australia
Sydney,,2090,,3364.3833,,Australia
Sydney,,2095,,3396.5125,,Australia
Sydney,,2100,,3433.0754,,Australia
Taipei,,1975,7471.861,,Taiwan,
Taipei,,1980,8473.689,,Taiwan,
Taipei,,1985,8393.829,,Taiwan,
Taipei,,1990,9182.756,,Taiwan,
Taipei,,1995,9153.131,,Taiwan,
Taipei,,2000,9259.762,,Taiwan,
Taipei,,2005,9210.007,,Taiwan,
Taipei,,2010,9445.001,,Taiwan,
Taipei,,2015,9583.231,,Taiwan,
Taipei,,2020,9823.166,9823.166,Taiwan,Taiwan
Taipei,,2025,,9751.112,,Taiwan
Taipei,,2030,,9662.319,,Taiwan
Taipei,,2035,,9519.66,,Taiwan
Taipei,,2040,,9361.34,,Taiwan
Taipei,,2045,,9110.153,,Taiwan
Taipei,,2050,,8878.007,,Taiwan
Taipei,,2055,,8636.39,,Taiwan
Taipei,,2060,,8270.928,,Taiwan
Taipei,,2065,,7883.35,,Taiwan
Taipei,,2070,,7483.3994,,Taiwan
Taipei,,2075,,7301.1704,,Taiwan
Taipei,,2080,,7057.2056,,Taiwan
Taipei,,2085,,6741.596,,Taiwan
Taipei,,2090,,6632.61,,Taiwan
Taipei,,2095,,6403.719,,Taiwan
Taipei,,2100,,6186.8047,,Taiwan
Tehran,,1975,6481.916,,Iran,
Tehran,,1980,7434.884,,Iran,
Tehran,,1985,8338.193,,Iran,
Tehran,,1990,8974.601,,Iran,
Tehran,,1995,9016.153,,Iran,
Tehran,,2000,9078.074,,Iran,
Tehran,,2005,9335.636,,Iran,
Tehran,,2010,9764.433,,Iran,
Tehran,,2015,10474.538,,Iran,
Tehran,,2020,11367.202,11367.202,Iran,Iran
Tehran,,2025,,11672.982,,Iran
Tehran,,2030,,11453.9795,,Iran
Tehran,,2035,,11472.457,,Iran
Tehran,,2040,,11350.756,,Iran
Tehran,,2045,,11345.173,,Iran
Tehran,,2050,,11295.44,,Iran
Tehran,,2055,,11201.182,,Iran
Tehran,,2060,,10987.732,,Iran
Tehran,,2065,,10832.689,,Iran
Tehran,,2070,,10548.374,,Iran
Tehran,,2075,,10276.183,,Iran
Tehran,,2080,,9944.238,,Iran
Tehran,,2085,,9656.187,,Iran
Tehran,,2090,,9419.379,,Iran
Tehran,,2095,,9147.075,,Iran
Tehran,,2100,,8909.925,,Iran
Tianjin,,1975,9614.491,,China,
Tianjin,,1980,9493.79,,China,
Tianjin,,1985,9340.274,,China,
Tianjin,,1990,9813.3545,,China,
Tianjin,,1995,10578.117,,China,
Tianjin,,2000,11918.086,,China,
Tianjin,,2005,12466.6045,,China,
Tianjin,,2010,13484.329,,China,
Tianjin,,2015,13929.175,,China,
Tianjin,,2020,14255.656,14255.656,China,China
Tianjin,,2025,,13466.436,,China
Tianjin,,2030,,13547.613,,China
Tianjin,,2035,,13570.796,,China
Tianjin,,2040,,13157.774,,China
Tianjin,,2045,,12876.15,,China
Tianjin,,2050,,12806.162,,China
Tianjin,,2055,,12609.622,,China
Tianjin,,2060,,12353.254,,China
Tianjin,,2065,,12346.592,,China
Tianjin,,2070,,12547.76,,China
Tianjin,,2075,,12172.189,,China
Tianjin,,2080,,11807.845,,China
Tianjin,,2085,,11372.572,,China
Tianjin,,2090,,11033.731,,China
Tianjin,,2095,,10777.007,,China
Tianjin,,2100,,10628.23,,China
Tokyo,,1975,5285.507,,Japan,
Tokyo,,1980,5583.3228,,Japan,
Tokyo,,1985,5813.958,,Japan,
Tokyo,,1990,6016.2,,Japan,
Tokyo,,1995,5991.8584,,Japan,
Tokyo,,2000,6155.3037,,Japan,
Tokyo,,2005,6269.2627,,Japan,
Tokyo,,2010,6395.274,,Japan,
Tokyo,,2015,6484.5454,,Japan,
Tokyo,,2020,6552.377,6552.377,Japan,Japan
Tokyo,,2025,,6490.387,,Japan
Tokyo,,2030,,6420.0913,,Japan
Tokyo,,2035,,6330.419,,Japan
Tokyo,,2040,,6260.5864,,Japan
Tokyo,,2045,,6160.4097,,Japan
Tokyo,,2050,,6085.2754,,Japan
Tokyo,,2055,,5974.4556,,Japan
Tokyo,,2060,,5866.7373,,Japan
Tokyo,,2065,,5788.687,,Japan
Tokyo,,2070,,5658.5063,,Japan
Tokyo,,2075,,5549.8223,,Japan
Tokyo,,2080,,5451.7646,,Japan
Tokyo,,2085,,5354.677,,Japan
Tokyo,,2090,,5280.25,,Japan
Tokyo,,2095,,5231.096,,Japan
Tokyo,,2100,,5166.116,,Japan
Toronto,,1975,2613.9434,,Canada,
Toronto,,1980,2649.2456,,Canada,
Toronto,,1985,2873.9705,,Canada,
Toronto,,1990,3021.8953,,Canada,
Toronto,,1995,3197.7925,,Canada,
Toronto,,2000,3348.1514,,Canada,
Toronto,,2005,3480.0288,,Canada,
Toronto,,2010,3638.5437,,Canada,
Toronto,,2015,3769.7673,,Canada,
Toronto,,2020,3948.5874,3948.5874,Canada,Canada
Toronto,,2025,,4040.0225,,Canada
Toronto,,2030,,4066.832,,Canada
Toronto,,2035,,4129.823,,Canada
Toronto,,2040,,4161.349,,Canada
Toronto,,2045,,4217.1655,,Canada
Toronto,,2050,,4236.881,,Canada
Toronto,,2055,,4279.923,,Canada
Toronto,,2060,,4322.055,,Canada
Toronto,,2065,,4355.4043,,Canada
Toronto,,2070,,4387.817,,Canada
Toronto,,2075,,4418.8027,,Canada
Toronto,,2080,,4451.898,,Canada
Toronto,,2085,,4470.852,,Canada
Toronto,,2090,,4489.1763,,Canada
Toronto,,2095,,4512.0166,,Canada
Toronto,,2100,,4527.481,,Canada
Wenzhou,,1975,7272.644,,China,
Wenzhou,,1980,7215.045,,China,
Wenzhou,,1985,7197.1626,,China,
Wenzhou,,1990,6407.4766,,China,
Wenzhou,,1995,6430.77,,China,
Wenzhou,,2000,6887.2603,,China,
Wenzhou,,2005,7047.844,,China,
Wenzhou,,2010,7662.4507,,China,
Wenzhou,,2015,7631.7876,,China,
Wenzhou,,2020,7654.2637,7654.2637,China,China
Wenzhou,,2025,,7801.491,,China
Wenzhou,,2030,,7663.6807,,China
Wenzhou,,2035,,7627.238,,China
Wenzhou,,2040,,7593.6987,,China
Wenzhou,,2045,,7558.169,,China
Wenzhou,,2050,,7445.186,,China
Wenzhou,,2055,,7352.7075,,China
Wenzhou,,2060,,7178.065,,China
Wenzhou,,2065,,7111.0835,,China
Wenzhou,,2070,,6955.469,,China
Wenzhou,,2075,,6739.425,,China
Wenzhou,,2080,,6541.619,,China
Wenzhou,,2085,,6390.332,,China
Wenzhou,,2090,,6120.4277,,China
Wenzhou,,2095,,5881.6274,,China
Wenzhou,,2100,,5684.047,,China
Wuhan,,1975,5928.0103,,China,
Wuhan,,1980,5834.2075,,China,
Wuhan,,1985,6160.908,,China,
Wuhan,,1990,6851.586,,China,
Wuhan,,1995,8133.0503,,China,
Wuhan,,2000,10030.682,,China,
Wuhan,,2005,9593.898,,China,
Wuhan,,2010,9532.623,,China,
Wuhan,,2015,9864.691,,China,
Wuhan,,2020,10411.435,10411.435,China,China
Wuhan,,2025,,10356.608,,China
Wuhan,,2030,,10101.244,,China
Wuhan,,2035,,9913.507,,China
Wuhan,,2040,,9637.344,,China
Wuhan,,2045,,9387.418,,China
Wuhan,,2050,,9343.008,,China
Wuhan,,2055,,8988.545,,China
Wuhan,,2060,,8825.188,,China
Wuhan,,2065,,8546.968,,China
Wuhan,,2070,,8262.479,,China
Wuhan,,2075,,7969.6255,,China
Wuhan,,2080,,7620.4746,,China
Wuhan,,2085,,7352.783,,China
Wuhan,,2090,,7147.581,,China
Wuhan,,2095,,7134.8047,,China
Wuhan,,2100,,6904.1494,,China
Xi'an,,1975,6725.5396,,China,
Xi'an,,1980,5860.63,,China,
Xi'an,,1985,6276.9653,,China,
Xi'an,,1990,7115.1147,,China,
Xi'an,,1995,7073.006,,China,
Xi'an,,2000,8176.673,,China,
Xi'an,,2005,8111.2593,,China,
Xi'an,,2010,8142.365,,China,
Xi'an,,2015,8350.175,,China,
Xi'an,,2020,8481.077,8481.077,China,China
Xi'an,,2025,,8410.053,,China
Xi'an,,2030,,8291.92,,China
Xi'an,,2035,,8342.071,,China
Xi'an,,2040,,8268.848,,China
Xi'an,,2045,,8169.3926,,China
Xi'an,,2050,,8222.95,,China
Xi'an,,2055,,8152.852,,China
Xi'an,,2060,,8059.589,,China
Xi'an,,2065,,7956.9062,,China
Xi'an,,2070,,7815.235,,China
Xi'an,,2075,,7642.409,,China
Xi'an,,2080,,8011.188,,China
Xi'an,,2085,,7698.96,,China
Xi'an,,2090,,7417.2544,,China
Xi'an,,2095,,7558.8394,,China
Xi'an,,2100,,7508.615,,China
Yangon,,1975,6199.079,,Myanmar,
