Entity,Day,0 or 1 dose,2 doses,3 doses,4 doses
61-70,2022-09-04,1.0790862,1.4933174,3.1699238,0.7873785
61-70,2022-09-11,1.0796863,3.009148,3.7959101,0.7130048
61-70,2022-09-18,0,3.0291557,2.2181187,0.28427
61-70,2022-09-25,2.7016366,3.0446498,0.5628571,0.21273579
61-70,2022-10-02,0.5404354,3.0559545,2.2785013,0.5663352
61-70,2022-10-09,1.081198,0,2.2975962,0.63637024
61-70,2022-10-16,2.7039304,4.602992,1.7343647,0.49450323
61-70,2022-10-23,2.1634953,3.0730462,1.7408562,0.70605016
61-70,2022-10-30,0.5409499,1.5375154,1.1636093,0.63521284
61-70,2022-11-06,2.1640806,3.0787704,2.9169486,0.84660983
61-70,2022-11-13,2.1643968,1.5403811,0.5849048,0.42315176
61-70,2022-11-20,1.6233766,4.623422,2.3425376,0.5641013
61-70,2022-11-27,2.705906,1.5424006,4.693927,0.9869031
61-70,2022-12-04,0.54122806,3.0862293,3.524664,0.91624856
61-70,2022-12-11,0.5413013,1.5430431,1.7636166,0.42284042
61-70,2022-12-18,1.0826612,7.716049,2.9411938,0.6342057
61-70,2022-12-25,1.0827022,1.5434719,5.295457,0.98650044
61-70,2023-01-01,1.6241412,1.5436387,2.3542151,0.77507144
61-70,2023-01-08,1.082843,3.0870867,2.354631,0.9159677
61-70,2023-01-15,1.6243347,0,1.1775095,0.7045657
61-70,2023-01-22,0,0,2.3555183,1.056821
61-70,2023-01-29,2.7073858,1.5438293,1.1780714,0.49316475
61-70,2023-02-05,0.54152405,1.5439724,0.58918494,0.63403994
61-70,2023-02-12,0.5415534,1.5440916,1.7680235,0.6340131
61-70,2023-02-19,1.0831654,3.0882785,1.7684195,0.49310395
61-70,2023-02-26,1.0832828,3.0879447,0.5895914,0.28176436
61-70,2023-03-05,0.54167956,0,0,0.42263433
61-70,2023-03-12,1.6251531,3.0877063,0,0.56349736
61-70,2023-03-19,0.5417705,0,2.9492435,0.70436025
71-80,2021-10-10,4.8601727,1.9939543,0.15027064,
71-80,2021-10-17,1.9617845,4.1861496,0.44230175,
71-80,2021-10-24,9.874886,2.5995634,0.1455549,
71-80,2021-10-31,5.9539165,4.4682155,0.287967,
71-80,2021-11-07,4.991215,10.740687,0.7094352,
71-80,2021-11-14,9.056695,7.3320694,0.6860734,
71-80,2021-11-21,13.163091,13.412017,0.80122644,
71-80,2021-11-28,15.270595,15.537098,0.52191794,
71-80,2021-12-05,17.422853,17.712282,1.6658487,
71-80,2021-12-12,26.851183,11.251884,1.2674913,
71-80,2021-12-19,11.440457,8.839388,1.6280363,
71-80,2021-12-26,19.908005,7.5760126,0.9939543,
71-80,2022-01-02,16.894745,6.217138,0.862276,
71-80,2022-01-09,18.03905,6.398947,0.98103297,
71-80,2022-01-16,9.604507,10.883438,1.0918037,
71-80,2022-01-23,12.8783,9.666921,1.5609634,
71-80,2022-01-30,9.706853,11.540415,2.0374215,0
71-80,2022-02-06,20.563662,36.467514,5.8667316,10.843635
71-80,2022-02-13,34.74937,48.184826,10.052572,7.972574
71-80,2022-02-20,58.91916,55.258068,14.283194,0
71-80,2022-02-27,55.878162,54.763012,12.588133,5.243976
71-80,2022-03-06,68.19707,59.566017,19.20454,1.6931303
71-80,2022-03-13,52.981888,32.16421,23.472698,0.2500025
71-80,2022-03-20,42.060524,34.347324,15.782867,2.4107528
71-80,2022-03-27,34.405834,28.890747,17.454767,0.8055211
71-80,2022-04-03,33.39047,23.185001,11.200254,0.9518733
71-80,2022-04-10,18.967499,9.415605,8.488111,1.27817
71-80,2022-04-17,14.535047,4.7714477,6.2647758,1.0647643
71-80,2022-04-24,10.078387,16.12487,4.142016,1.383913
71-80,2022-05-01,5.6068897,6.510205,4.6288548,0.17017338
71-80,2022-05-08,4.4921613,4.9352655,1.4929607,0.33258724
71-80,2022-05-15,2.2487323,8.311999,2.3549728,0.65016544
71-80,2022-05-22,1.1257331,0,2.090205,0.6331749
71-80,2022-05-29,5.6351995,12.028318,2.3089783,1.0676737
71-80,2022-06-05,3.3845148,5.264174,4.138088,1.1762164
71-80,2022-06-12,4.517528,3.5810847,5.728985,1.5710762
71-80,2022-06-19,2.2614202,10.96852,7.6460395,0.9735541
71-80,2022-06-26,5.6603346,5.572686,9.512744,1.9184337
71-80,2022-07-03,7.9321012,3.7565033,8.55493,2.3055818
71-80,2022-07-10,7.9393883,22.674023,9.558261,2.425876
71-80,2022-07-17,10.215664,13.308238,8.344839,2.5449245
71-80,2022-07-24,10.223787,9.579462,15.707464,3.1934087
71-80,2022-07-31,11.366865,11.557798,6.4408607,3.8410292
71-80,2022-08-07,10.234484,11.641217,9.954541,3.425226
71-80,2022-08-14,12.514791,9.7723055,5.1077304,2.2293005
71-80,2022-08-21,7.9682183,3.927961,5.2270727,3.9187615
71-80,2022-08-28,9.111306,9.86933,10.676726,2.863681
71-80,2022-09-04,6.8360486,25.772175,10.849615,1.9473287
71-80,2022-09-11,6.839867,3.9822392,6.4574456,2.4587352
71-80,2022-09-18,3.42165,9.997601,5.6297855,3.2264893
71-80,2022-09-25,6.845642,4.01421,9.48056,2.576815
71-80,2022-10-02,6.84697,4.023578,3.8228858,2.1875334
71-80,2022-10-09,5.707893,6.047412,5.77445,1.2853652
71-80,2022-10-16,4.5677743,2.0200388,3.8734543,1.7977297
71-80,2022-10-23,4.568922,4.0459623,5.8337383,2.3098512
71-80,2022-10-30,3.4269657,6.0731206,3.9019442,2.0522056
71-80,2022-11-06,5.712262,8.107177,5.8719907,2.6921318
71-80,2022-11-13,1.1425699,4.057124,12.757606,3.075413
71-80,2022-11-20,7.9985375,10.14734,9.826561,3.4591172
71-80,2022-11-27,7.9995427,12.183731,7.874016,3.4582133
71-80,2022-12-04,9.143798,10.158266,4.9280505,2.9452102
71-80,2022-12-11,9.145575,2.0319421,4.9321337,2.688733
71-80,2022-12-18,2.2866812,6.0955787,6.9093494,1.9203441
71-80,2022-12-25,3.430218,4.0646276,6.911123,2.176273
71-80,2023-01-01,4.5743036,6.0964456,5.92616,2.1761365
71-80,2023-01-08,4.574827,4.0642147,5.926628,3.4561415
71-80,2023-01-15,4.5751934,2.0320246,5.927799,2.8160253
71-80,2023-01-22,3.4314735,0,2.9641633,1.9199951
71-80,2023-01-29,3.431709,6.096322,2.9646611,2.047924
71-80,2023-02-05,4.5760307,6.0971894,4.943398,1.6638062
71-80,2023-02-12,4.576502,0,6.922263,1.407782
71-80,2023-02-19,1.144204,6.0970654,3.9564788,1.6636806
71-80,2023-02-26,1.1442695,2.032603,0.989286,1.1517376
71-80,2023-03-05,4.577392,2.032603,2.9685628,1.2796593
71-80,2023-03-12,3.43328,4.065454,2.9690917,2.303307
71-80,2023-03-19,1.1445576,0,4.949025,1.6634592
80+,2021-10-10,6.33065,2.8050492,0.7089433,
80+,2021-10-17,9.5329895,5.824451,0,
80+,2021-10-24,7.441663,10.494359,1.3697833,
80+,2021-10-31,17.058842,14.584981,2.030986,
80+,2021-11-07,19.251955,14.258329,1.6680678,
80+,2021-11-14,9.661421,17.74218,2.5976472,
80+,2021-11-21,18.305946,18.841177,4.442146,
80+,2021-11-28,26.99784,20.071493,3.1030748,
80+,2021-12-05,24.920362,28.249727,7.0105495,
80+,2021-12-12,29.367298,28.164019,2.7134507,
80+,2021-12-19,29.471478,29.238182,4.7686033,
80+,2021-12-26,36.148933,27.784878,1.4783233,
80+,2022-01-02,10.9971075,5.72305,2.3447483,
80+,2022-01-09,18.741457,16.302765,3.207923,
80+,2022-01-16,21.010029,15.747269,4.040404,
80+,2022-01-23,15.519343,17.728924,5.13835,
80+,2022-01-30,40.0209,34.351093,15.613999,0
80+,2022-02-06,54.577248,73.73121,28.826181,0
80+,2022-02-13,90.38968,102.40727,43.376007,0
80+,2022-02-20,130.88127,145.4514,61.32887,9.915716
80+,2022-02-27,143.54764,157.89082,79.4821,4.258037
80+,2022-03-06,146.17253,138.82109,89.48007,3.7723038
80+,2022-03-13,102.55717,127.879234,68.76607,7.4262023
80+,2022-03-20,89.20002,79.132706,54.433678,6.6536183
80+,2022-03-27,67.86562,70.64868,37.059128,6.6292706
80+,2022-04-03,52.124645,32.532494,35.81043,7.2186184
80+,2022-04-10,31.776655,27.972948,32.607277,1.8411205
80+,2022-04-17,35.229275,33.27289,22.413607,2.676767
80+,2022-04-24,15.925015,10.097441,16.210426,2.171364
80+,2022-05-01,18.215559,11.872456,11.579016,3.8378057
80+,2022-05-08,11.394583,10.263603,13.510775,3.749375
80+,2022-05-15,11.4062805,5.1695614,9.353953,2.4440317
80+,2022-05-22,4.567305,8.694745,9.789206,1.985561
80+,2022-05-29,10.284304,3.513333,9.5187,2.6976304
80+,2022-06-05,5.717422,19.563208,23.109205,5.2312
80+,2022-06-12,13.731706,28.798733,12.724763,7.6537027
80+,2022-06-19,17.176228,12.723572,15.4643955,13.207493
80+,2022-06-26,12.603838,18.34593,18.252485,11.245194
80+,2022-07-03,29.807285,33.281563,18.81301,11.11833
80+,2022-07-10,24.086435,25.974508,27.082228,19.670095
80+,2022-07-17,29.837387,35.38966,20.714893,18.165241
80+,2022-07-24,22.964748,41.162273,40.052776,17.003218
80+,2022-07-31,25.268478,26.291574,17.94881,16.576342
80+,2022-08-07,26.42767,16.969925,24.378351,14.459517
80+,2022-08-14,22.994848,22.720818,26.03973,13.710082
80+,2022-08-21,16.10269,18.998766,30.235458,12.31146
80+,2022-08-28,21.862701,26.700233,24.225115,14.914688
80+,2022-09-04,14.962134,26.77325,21.902983,12.223525
80+,2022-09-11,20.723003,17.268837,22.171793,12.506747
80+,2022-09-18,12.668578,9.616679,14.496383,9.843037
80+,2022-09-25,14.97644,25.053963,17.257858,9.493629
80+,2022-10-02,17.28469,7.7187295,8.0066185,11.113109
80+,2022-10-09,8.068234,7.7312613,10.730765,9.463609
80+,2022-10-16,17.293657,9.675672,13.489815,9.122185
80+,2022-10-23,11.531365,13.560636,9.485994,7.4832277
80+,2022-10-30,16.145401,13.571415,13.5900955,8.127095
80+,2022-11-06,20.763401,17.46352,16.362818,14.289287
80+,2022-11-13,20.767473,15.527348,21.850163,18.827196
80+,2022-11-20,19.614178,9.707418,16.396578,18.499166
80+,2022-11-27,16.155275,15.536093,16.410257,13.951527
80+,2022-12-04,27.698914,11.652522,26.015636,13.622343
80+,2022-12-11,12.697387,21.362957,13.704262,10.700598
80+,2022-12-18,19.625952,21.365862,21.939146,11.995306
80+,2022-12-25,21.936407,21.367937,15.087093,11.021642
80+,2023-01-01,16.166096,17.482178,8.233163,12.316508
80+,2023-01-08,11.548544,15.53911,17.843172,13.287702
80+,2023-01-15,11.550012,11.653653,20.593647,12.314353
80+,2023-01-22,12.705306,21.365032,13.730605,10.693697
80+,2023-01-29,16.170763,9.71251,10.986898,8.748708
80+,2023-02-05,9.241397,15.540619,10.990823,7.1277223
80+,2023-02-12,6.9317684,3.8854568,12.367564,6.803074
80+,2023-02-19,5.7770076,7.770612,2.7488763,8.098372
80+,2023-02-26,6.9328094,1.9425019,2.7499347,3.8868537
80+,2023-03-05,10.400416,9.711378,9.626095,4.534457
80+,2023-03-12,4.6228347,13.594345,6.8767276,5.5059123
80+,2023-03-19,11.557888,11.651617,4.126207,6.477418
All ages,2021-10-10,1.1700418,0.31521147,0.036429882,0
All ages,2021-10-17,0.6186769,0.46415487,0.023111058,0
All ages,2021-10-24,1.3411899,0.50222623,0.053479455,0
All ages,2021-10-31,1.6186601,0.7974986,0.10730729,0
All ages,2021-11-07,1.5848585,1.1166817,0.08222177,0
All ages,2021-11-14,1.5737071,1.2135484,0.12172775,0
All ages,2021-11-21,2.9643245,1.7168643,0.17797495,0
All ages,2021-11-28,4.1172986,2.0991826,0.16881058,0
All ages,2021-12-05,2.9348726,2.3998024,0.30724663,0
All ages,2021-12-12,4.754089,2.0110724,0.16036424,0
All ages,2021-12-19,4.3381395,1.9900718,0.2678585,0
All ages,2021-12-26,3.1322114,1.6924101,0.148029,0
All ages,2022-01-02,3.1051278,0.8346221,0.14770308,0
All ages,2022-01-09,2.7150517,1.5213953,0.17696759,0
All ages,2022-01-16,2.2269623,1.5865144,0.25848874,0
All ages,2022-01-23,2.6749935,1.8687576,0.2723061,0
All ages,2022-01-30,3.352229,2.4123316,0.5663748,0
All ages,2022-02-06,6.024323,5.3806324,1.3442703,1.7098808
All ages,2022-02-13,7.657764,8.440612,2.153236,0.7530031
All ages,2022-02-20,10.639515,10.929337,2.9640732,0.543783
All ages,2022-02-27,11.755549,11.041189,3.3198106,0.827283
All ages,2022-03-06,11.57612,9.936479,3.9495285,0.67838484
All ages,2022-03-13,10.423623,8.396445,3.584288,0.39485034
All ages,2022-03-20,7.80431,6.108086,2.7216625,0.44658157
All ages,2022-03-27,6.6420836,5.020504,2.2961085,0.4751558
All ages,2022-04-03,5.0770674,3.4298074,1.8832848,0.50030154
All ages,2022-04-10,3.7985375,2.458273,1.5846996,0.15332273
All ages,2022-04-17,3.2063313,1.8578708,1.071161,0.17982312
All ages,2022-04-24,1.4778149,1.7166975,0.8429892,0.14215988
All ages,2022-05-01,1.1547084,1.2043071,0.68991435,0.14499155
All ages,2022-05-08,0.80873793,0.9268453,0.52728987,0.12912904
All ages,2022-05-15,1.121744,1.0190166,0.44331926,0.12955864
All ages,2022-05-22,0.7175727,0.71927875,0.54575676,0.11488907
All ages,2022-05-29,0.9392069,0.8361628,0.56887686,0.18814027
All ages,2022-06-05,0.6010073,1.053564,1.0692232,0.22094089
All ages,2022-06-12,0.87482846,1.1228495,0.75115836,0.3355956
All ages,2022-06-19,1.181918,1.5972493,1.1032599,0.5783688
All ages,2022-06-26,1.0307313,1.7045534,1.3721673,0.4887676
All ages,2022-07-03,2.2049055,1.4275023,1.5803419,0.4947296
All ages,2022-07-10,2.0773542,2.4268131,1.8029372,0.76174986
All ages,2022-07-17,2.5877814,2.1385686,1.8051367,0.79823714
All ages,2022-07-24,2.4496946,2.3996584,2.1271746,0.7836613
All ages,2022-07-31,2.1014433,2.102679,1.1843331,0.7566172
All ages,2022-08-07,1.6199455,1.4347056,1.8745998,0.6860533
All ages,2022-08-14,2.3718464,1.9394425,1.4414084,0.65301335
All ages,2022-08-21,1.7877612,1.7872692,1.8420668,0.7134084
All ages,2022-08-28,1.5761458,2.3736439,1.6717427,0.64856195
All ages,2022-09-04,1.5780003,2.6740165,1.7336569,0.57074517
All ages,2022-09-11,2.7107792,0.9942365,1.4614639,0.5628344
All ages,2022-09-18,1.1201376,1.259794,1.0160207,0.5299142
All ages,2022-09-25,1.2560705,1.2776517,1.0154582,0.45845568
All ages,2022-10-02,1.2333763,0.93482566,0.9178122,0.52079725
All ages,2022-10-09,1.1121825,0.72079086,0.9720254,0.4308226
All ages,2022-10-16,1.2613952,0.8003427,0.82458174,0.39390624
All ages,2022-10-23,1.0549161,1.3297853,0.81022567,0.42887142
All ages,2022-10-30,1.1633152,0.8292867,0.7465921,0.42769364
All ages,2022-11-06,1.4272549,1.5207561,1.1902244,0.6482613
All ages,2022-11-13,1.6349168,1.0276107,1.3807253,0.7439888
All ages,2022-11-20,1.4026915,1.549737,1.330962,0.76870614
All ages,2022-11-27,1.5865653,1.452985,1.4799644,0.7048801
All ages,2022-12-04,1.5797684,1.2506377,1.4220613,0.63565207
All ages,2022-12-11,1.2364402,1.4572138,0.854233,0.58948725
All ages,2022-12-18,0.9345938,1.8736968,1.4675338,0.53220373
All ages,2022-12-25,1.48031,1.0615613,1.3790317,0.5464796
All ages,2023-01-01,1.5203729,0.9753421,0.90372044,0.5533415
All ages,2023-01-08,1.5234128,1.1061718,1.1820709,0.6752356
All ages,2023-01-15,1.2488414,0.7276206,1.0982807,0.61793554
All ages,2023-01-22,1.2523522,0.6500125,0.8775364,0.51701254
All ages,2023-01-29,0.930849,0.9668902,0.6449263,0.44412717
All ages,2023-02-05,0.7817735,1.1874213,0.64988923,0.37329715
All ages,2023-02-12,0.47769457,0.3559203,0.9742669,0.3433958
All ages,2023-02-19,0.43761784,0.81935734,0.6413548,0.3813043
All ages,2023-02-26,0.53186995,0.44919086,0.2680254,0.23103212
All ages,2023-03-05,0.93681216,0.6577347,0.41567907,0.27262324
All ages,2023-03-12,0.51662564,0.87078935,0.37136626,0.3504071
All ages,2023-03-19,0.6062738,0.31539467,0.6864172,0.35455117
