Entity,Code,Day,0-17 years,18-29 years,25-49 years,45-54 years,50-54 years,40-49 years,30-39 years,25-34 years,18-24 years,50-59 years,55-64 years,60-69 years,60-64 years,55-59 years,65-69 years,70-74 years,75+ years,80+ years,75-79,70-79 years,65-74 years,12-17 years,20-29,12-15 years,16-19 years,5-11 years,80-89 years,15-17 years,5-9 years,10-14 years,90+ years,0-19 years,12-64 years,65+ years
Israel,ISR,2021-06-01,,,,,,80.2,76.3,,,84.4,,86.5,,,,,,,,95,,,71.3,,,,92.8,,,,94,,,
Israel,ISR,2021-06-02,,,,,,80.2,76.4,,,84.5,,86.5,,,,,,,,95,,,71.3,,,,92.8,,,,94.1,,,
Israel,ISR,2021-06-03,,,,,,80.3,76.4,,,84.5,,86.5,,,,,,,,95.1,,,71.4,,,,92.8,,,,94.1,,,
Israel,ISR,2021-06-04,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,71.4,,,,92.8,,,,94.1,,,
Israel,ISR,2021-06-05,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,71.4,,,,92.8,,,,94.2,,,
Israel,ISR,2021-06-06,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,71.4,,,,92.9,,,,94.2,,,
Israel,ISR,2021-06-07,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.2,,,71.4,,,,92.9,,,,94.3,,,
Israel,ISR,2021-06-10,,,,,,80.3,76.5,,,84.6,,86.6,,,,,,,,95.3,,,71.5,,,,93,,,,94.4,,,
Israel,ISR,2021-06-11,,,,,,80.3,76.5,,,84.6,,86.6,,,,,,,,95.3,,,71.5,,,,93,,,,94.5,,,
Israel,ISR,2021-06-12,,,,,,80.4,76.5,,,84.6,,86.6,,,,,,,,95.3,,,71.5,,,,93,,,,94.6,,,
Israel,ISR,2021-06-13,,,,,,80.4,76.6,,,84.6,,86.6,,,,,,,,95.3,,,71.5,,,,93,,,,94.6,,,
Israel,ISR,2021-06-14,,,,,,80.4,76.6,,,84.6,,86.6,,,,,,,,95.4,,,71.6,,,,93,,,,94.6,,,
Israel,ISR,2021-06-15,,,,,,80.4,76.6,,,84.7,,86.6,,,,,,,,95.4,,,71.6,,,,93,,,,94.7,,,
Israel,ISR,2021-06-16,,,,,,80.4,76.6,,,84.7,,86.7,,,,,,,,95.4,,,71.6,,,,93.1,,,,94.8,,,
Israel,ISR,2021-06-17,,,,,,80.4,76.6,,,84.7,,86.7,,,,,,,,95.5,,,71.6,,,,93.1,,,,94.8,,,
Israel,ISR,2021-06-18,,,,,,80.4,76.7,,,84.7,,86.7,,,,,,,,95.5,,,71.6,,,,93.1,,,,94.9,,,
Israel,ISR,2021-06-19,,,,,,80.4,76.7,,,84.7,,86.7,,,,,,,,95.5,,,71.7,,,,93.2,,,,94.9,,,
Israel,ISR,2021-06-20,,,,,,80.5,76.7,,,84.7,,86.7,,,,,,,,95.5,,,71.7,,,,93.2,,,,95,,,
Israel,ISR,2021-06-21,,,,,,80.5,76.7,,,84.8,,86.7,,,,,,,,95.5,,,71.7,,,,93.2,,,,95,,,
Israel,ISR,2021-06-22,,,,,,80.5,76.7,,,84.8,,86.7,,,,,,,,95.6,,,71.7,,,,93.2,,,,95.1,,,
Israel,ISR,2021-06-23,,,,,,80.5,76.7,,,84.8,,86.7,,,,,,,,95.6,,,71.7,,,,93.3,,,,95.1,,,
Israel,ISR,2021-06-24,,,,,,80.5,76.8,,,84.8,,86.7,,,,,,,,95.7,,,71.8,,,,93.3,,,,95.2,,,
Israel,ISR,2021-06-25,,,,,,80.5,76.8,,,84.8,,86.7,,,,,,,,95.7,,,71.8,,,,93.3,,,,95.2,,,
Israel,ISR,2021-06-26,,,,,,80.5,76.8,,,84.8,,86.7,,,,,,,,95.7,,,71.8,,,,93.3,,,,95.3,,,
Israel,ISR,2021-06-27,,,,,,80.5,76.8,,,84.1,,86.7,,,,,,,,92.6,,,71.8,,,,93.3,,,,95.4,,,
Israel,ISR,2021-06-28,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,71.5,,,,91,,,,89.5,,,
Israel,ISR,2021-06-29,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,71.5,,,,91,,,,89.5,,,
Israel,ISR,2021-06-30,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,71.5,,,,91,,,,89.5,,,
Israel,ISR,2021-07-01,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,71.5,,,,91,,,,89.5,,,
Israel,ISR,2021-07-02,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,71.6,,,,91,,,,89.5,,,
Israel,ISR,2021-07-03,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,71.6,,,,91,,,,89.5,,,
Israel,ISR,2021-07-04,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,71.6,,,,91,,,,89.5,,,
Israel,ISR,2021-07-05,,,,,,80.7,77.1,,,84.2,,86.7,,,,,,,,92.7,,,71.6,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-06,,,,,,80.7,77.1,,,84.2,,86.7,,,,,,,,92.7,,,71.6,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-07,,,,,,80.7,77.2,,,84.2,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-08,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-09,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-10,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-11,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-12,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-13,,,,,,80.8,77.2,,,84.3,,86.8,,,,,,,,92.7,,,71.7,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-14,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,71.8,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-15,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,71.8,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-16,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,71.8,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-17,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,71.8,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-18,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,71.8,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-19,,,,,,80.8,77.3,,,84.4,,86.8,,,,,,,,92.7,,,71.9,,,,91.1,,,,89.6,,,
Israel,ISR,2021-07-20,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.7,,,71.9,,,,91.2,,,,89.7,,,
Israel,ISR,2021-07-21,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.8,,,71.9,,,,91.2,,,,89.7,,,
Israel,ISR,2021-07-22,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.8,,,71.9,,,,91.2,,,,89.7,,,
Israel,ISR,2021-07-23,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.8,,,71.9,,,,91.2,,,,89.7,,,
Israel,ISR,2021-07-24,,,,,,80.9,77.5,,,84.4,,86.9,,,,,,,,92.8,,,72,,,,91.2,,,,89.7,,,
Israel,ISR,2021-07-25,,,,,,80.9,77.5,,,84.4,,86.9,,,,,,,,92.8,,,72,,,,91.2,,,,89.8,,,
Israel,ISR,2021-07-26,,,,,,80.9,77.5,,,84.5,,86.9,,,,,,,,92.8,,,72,,,,91.2,,,,89.8,,,
Israel,ISR,2021-07-27,,,,,,81,77.6,,,84.5,,86.9,,,,,,,,92.8,,,72.1,,,,91.3,,,,89.8,,,
Israel,ISR,2021-07-28,,,,,,81,77.6,,,84.5,,87,,,,,,,,92.9,,,72.1,,,,91.3,,,,89.8,,,
Israel,ISR,2021-07-29,,,,,,81,77.6,,,84.5,,87,,,,,,,,92.9,,,72.1,,,,91.3,,,,89.9,,,
Israel,ISR,2021-07-30,,,,,,81,77.7,,,84.5,,87,,,,,,,,92.9,,,72.2,,,,91.3,,,,89.9,,,
Israel,ISR,2021-07-31,,,,,,81.1,77.7,,,84.5,,87,,,,,,,,92.9,,,72.2,,,,91.3,,,,89.9,,,
Israel,ISR,2021-08-01,,,,,,81.1,77.7,,,84.5,,87,,,,,,,,92.9,,,72.2,,,,91.3,,,,90,,,
Israel,ISR,2021-08-02,,,,,,81.1,77.7,,,84.6,,87,,,,,,,,92.9,,,72.2,,,,91.3,,,,90,,,
Israel,ISR,2021-08-03,,,,,,81.1,77.7,,,84.6,,87,,,,,,,,92.9,,,72.2,,,,91.4,,,,90,,,
Israel,ISR,2021-08-04,,,,,,81.1,77.7,,,84.6,,87,,,,,,,,93,,,72.2,,,,91.4,,,,90,,,
Israel,ISR,2021-08-05,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,72.3,,,,91.4,,,,90.1,,,
Israel,ISR,2021-08-06,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,72.3,,,,91.5,,,,90.1,,,
Israel,ISR,2021-08-07,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,72.3,,,,91.5,,,,90.1,,,
Israel,ISR,2021-08-08,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,72.3,,,,91.5,,,,90.2,,,
Israel,ISR,2021-08-09,,,,,,81.2,77.8,,,84.6,,87.2,,,,,,,,93.1,,,72.3,26.2,,,91.5,,,,90.2,,,
Israel,ISR,2021-08-10,,,,,,81.2,77.9,,,84.6,,87.2,,,,,,,,93.1,,,72.4,26.3,68.1,,91.5,,,,90.3,,,
Israel,ISR,2021-08-11,,,,,,81.2,77.9,,,84.7,,87.3,,,,,,,,93.2,,,72.4,26.4,68.1,,91.6,,,,90.3,,,
Israel,ISR,2021-08-12,,,,,,81.2,77.9,,,84.7,,87.3,,,,,,,,93.2,,,72.4,26.6,68.2,,91.6,,,,90.3,,,
Israel,ISR,2021-08-13,,,,,,81.2,77.9,,,84.7,,87.3,,,,,,,,93.2,,,72.4,26.8,68.3,,91.7,,,,90.3,,,
Israel,ISR,2021-08-14,,,,,,81.3,77.9,,,84.7,,87.3,,,,,,,,93.2,,,72.5,27,68.3,,91.7,,,,90.3,,,
Israel,ISR,2021-08-15,,,,,,81.3,77.9,,,84.7,,87.4,,,,,,,,93.2,,,72.5,27.3,68.3,,91.7,,,,90.3,,,
Israel,ISR,2021-08-16,,,,,,81.3,78,,,84.9,,87.4,,,,,,,,93.3,,,72.5,27.3,68.5,,91.7,,,,90.4,,,
Israel,ISR,2021-08-17,,,,,,81.3,78,,,84.9,,87.5,,,,,,,,93.3,,,72.5,27.6,68.5,,91.8,,,,90.5,,,
Israel,ISR,2021-08-18,,,,,,81.3,78,,,85,,87.5,,,,,,,,93.4,,,72.6,28.1,68.7,,91.8,,,,90.5,,,
Israel,ISR,2021-08-19,,,,,,81.4,78.1,,,85,,87.5,,,,,,,,93.4,,,72.6,28.2,68.7,,91.8,,,,90.5,,,
Israel,ISR,2021-08-20,,,,,,81.4,78.1,,,85.1,,87.5,,,,,,,,93.4,,,72.6,28.7,68.9,,91.8,,,,90.5,,,
Israel,ISR,2021-08-21,,,,,,81.4,78.1,,,85.1,,87.6,,,,,,,,93.4,,,72.7,28.8,68.9,,91.8,,,,90.5,,,
Israel,ISR,2021-08-22,,,,,,81.4,78.1,,,85.1,,87.6,,,,,,,,93.4,,,72.7,29.1,68.9,,91.8,,,,90.5,,,
Israel,ISR,2021-08-23,,,,,,81.5,78.2,,,85.2,,87.6,,,,,,,,93.4,,,72.7,29.4,69,,91.9,,,,90.6,,,
Israel,ISR,2021-08-24,,,,,,81.6,78.2,,,85.3,,87.6,,,,,,,,93.5,,,72.7,29.4,69.1,,91.9,,,,90.6,,,
Israel,ISR,2021-08-25,,,,,,81.6,78.2,,,85.3,,87.7,,,,,,,,93.5,,,72.8,29.7,69.2,,91.9,,,,90.6,,,
Israel,ISR,2021-08-26,,,,,,81.7,78.3,,,85.3,,87.7,,,,,,,,93.6,,,72.8,30,69.3,,91.9,,,,90.6,,,
Israel,ISR,2021-08-27,,,,,,81.7,78.3,,,85.4,,87.7,,,,,,,,93.6,,,72.8,30.5,69.4,,92,,,,90.6,,,
Israel,ISR,2021-08-28,,,,,,81.7,78.3,,,85.4,,87.8,,,,,,,,93.6,,,72.9,30.6,69.5,,92,,,,90.6,,,
Israel,ISR,2021-08-29,,,,,,81.8,78.4,,,85.4,,87.8,,,,,,,,93.6,,,72.9,30.9,69.6,,92,,,,90.6,,,
Israel,ISR,2021-08-30,,,,,,81.8,78.5,,,85.4,,87.8,,,,,,,,93.6,,,73,31.5,69.8,,92,,,,90.7,,,
Israel,ISR,2021-08-31,,,,,,81.9,78.5,,,85.5,,87.8,,,,,,,,93.6,,,73,31.6,69.9,,92,,,,90.7,,,
Israel,ISR,2021-09-01,,,,,,81.9,78.6,,,85.6,,87.9,,,,,,,,93.7,,,73.1,32.1,70,,92.1,,,,90.7,,,
Israel,ISR,2021-09-02,,,,,,82,78.6,,,85.6,,87.9,,,,,,,,93.7,,,73.1,32.3,70.1,,92.1,,,,90.7,,,
Israel,ISR,2021-09-03,,,,,,82,78.6,,,85.6,,87.9,,,,,,,,93.7,,,73.2,33,70.4,,92.1,,,,90.8,,,
Israel,ISR,2021-09-04,,,,,,82.1,78.7,,,85.7,,87.9,,,,,,,,93.7,,,73.3,33.2,70.5,,92.1,,,,90.8,,,
Israel,ISR,2021-09-05,,,,,,82.1,78.7,,,83.3,,87.9,,,,,,,,93.7,,,73.3,33.2,70.5,,87,,,,90.8,,,
Israel,ISR,2021-09-08,,,,,,81.2,78.1,,,83.3,,87.3,,,,,,,,87.3,,,72.3,33.1,69.8,,87,,,,79.7,,,
Israel,ISR,2021-09-09,,,,,,81.2,78.1,,,83.4,,87.4,,,,,,,,87.3,,,72.3,34.1,69.8,,87,,,,79.7,,,
Israel,ISR,2021-09-10,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,72.4,34.5,70.2,,87.1,,,,79.7,,,
Israel,ISR,2021-09-11,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,72.4,34.7,70.3,,87.1,,,,79.7,,,
Israel,ISR,2021-09-12,,,,,,81.3,78.2,,,83.4,,87.4,,,,,,,,87.4,,,72.5,34.8,70.3,,87.1,,,,79.7,,,
Israel,ISR,2021-09-13,,,,,,81.4,78.3,,,83.5,,87.5,,,,,,,,87.5,,,72.6,36,70.7,,87.1,,,,79.7,,,
Israel,ISR,2021-09-14,,,,,,81.4,78.4,,,83.5,,87.5,,,,,,,,87.5,,,72.6,36.2,70.9,,87.2,,,,79.8,,,
Israel,ISR,2021-09-15,,,,,,81.5,78.4,,,83.6,,87.5,,,,,,,,87.5,,,72.7,36.7,71,,87.2,,,,79.8,,,
Israel,ISR,2021-09-16,,,,,,81.5,78.4,,,83.6,,87.5,,,,,,,,87.5,,,72.7,36.8,71,,87.2,,,,79.8,,,
Israel,ISR,2021-09-17,,,,,,81.5,78.4,,,83.6,,87.5,,,,,,,,87.5,,,72.7,36.8,71.2,,87.2,,,,79.8,,,
Israel,ISR,2021-09-18,,,,,,81.5,78.5,,,83.6,,87.6,,,,,,,,87.5,,,72.7,37.5,71.2,,87.2,,,,79.8,,,
Israel,ISR,2021-09-19,,,,,,81.6,78.5,,,83.7,,87.6,,,,,,,,87.6,,,72.8,37.6,71.4,,87.3,,,,79.8,,,
Israel,ISR,2021-09-20,,,,,,81.6,78.6,,,83.7,,87.6,,,,,,,,87.6,,,72.8,38.7,71.6,,87.3,,,,79.8,,,
Israel,ISR,2021-09-21,,,,,,81.6,78.6,,,83.7,,87.7,,,,,,,,87.6,,,72.8,38.8,71.7,,87.3,,,,79.8,,,
Israel,ISR,2021-09-22,,,,,,81.7,78.6,,,83.7,,87.7,,,,,,,,87.6,,,72.9,39.4,71.7,,87.3,,,,79.8,,,
Israel,ISR,2021-09-23,,,,,,81.7,78.7,,,83.8,,87.7,,,,,,,,87.7,,,73,39.7,71.9,,87.3,,,,79.9,,,
Israel,ISR,2021-09-24,,,,,,81.7,78.7,,,83.8,,87.7,,,,,,,,87.7,,,73,39.8,72,,87.3,,,,79.9,,,
Israel,ISR,2021-09-25,,,,,,81.8,78.7,,,83.8,,87.7,,,,,,,,87.7,,,73,40.1,72.2,,87.3,,,,79.9,,,
Israel,ISR,2021-09-26,,,,,,81.8,78.8,,,83.9,,87.8,,,,,,,,87.7,,,73,40.5,72.2,,87.3,,,,79.9,,,
Israel,ISR,2021-09-27,,,,,,81.8,78.8,,,83.9,,87.8,,,,,,,,87.7,,,73.1,40.7,72.4,,87.4,,,,79.9,,,
Israel,ISR,2021-09-28,,,,,,81.9,78.8,,,83.9,,87.8,,,,,,,,87.7,,,73.1,40.8,72.5,,87.4,,,,79.9,,,
Israel,ISR,2021-09-29,,,,,,81.9,78.9,,,83.9,,87.9,,,,,,,,87.8,,,73.2,41.1,72.5,,87.4,,,,79.9,,,
Israel,ISR,2021-09-30,,,,,,82,79,,,84,,87.9,,,,,,,,87.8,,,73.3,41.5,72.8,,87.4,,,,80,,,
Israel,ISR,2021-10-01,,,,,,82.1,79.1,,,84.1,,88,,,,,,,,87.8,,,73.3,41.7,72.9,,87.4,,,,80,,,
Israel,ISR,2021-10-02,,,,,,82.1,79.1,,,84.1,,88,,,,,,,,87.9,,,73.4,42,73,,87.5,,,,80,,,
Israel,ISR,2021-10-03,,,,,,82.2,79.1,,,84.2,,88,,,,,,,,87.9,,,73.4,42.3,73.2,,87.5,,,,80.1,,,
Israel,ISR,2021-10-04,,,,,,82.2,79.2,,,84.2,,88,,,,,,,,87.9,,,73.5,42.6,73.2,,87.5,,,,80.1,,,
Israel,ISR,2021-10-05,,,,,,82.3,79.2,,,84.3,,88.1,,,,,,,,88,,,73.6,42.6,73.4,,87.5,,,,80.1,,,
Israel,ISR,2021-10-06,,,,,,82.3,79.3,,,84.4,,88.1,,,,,,,,88,,,73.6,42.9,73.6,,87.6,,,,80.1,,,
Israel,ISR,2021-10-07,,,,,,82.4,79.4,,,84.4,,88.2,,,,,,,,88,,,73.7,43.2,73.7,,87.6,,,,80.2,,,
Israel,ISR,2021-10-08,,,,,,82.4,79.4,,,84.4,,88.2,,,,,,,,88,,,73.8,43.2,73.8,,87.6,,,,80.2,,,
Israel,ISR,2021-10-09,,,,,,82.4,79.4,,,84.4,,88.2,,,,,,,,88,,,73.8,43.4,73.8,,87.6,,,,80.2,,,
Israel,ISR,2021-10-10,,,,,,82.4,79.5,,,84.5,,88.2,,,,,,,,88,,,73.8,43.4,73.9,,87.6,,,,80.2,,,
Israel,ISR,2021-10-11,,,,,,82.5,79.5,,,84.5,,88.2,,,,,,,,88.1,,,73.9,43.7,74,,87.7,,,,80.2,,,
Israel,ISR,2021-10-12,,,,,,82.5,79.5,,,84.5,,88.3,,,,,,,,88.1,,,73.9,43.9,74,,87.7,,,,80.2,,,
Israel,ISR,2021-10-13,,,,,,82.6,79.5,,,84.5,,88.3,,,,,,,,88.1,,,74,43.9,74,,87.7,,,,80.2,,,
Israel,ISR,2021-10-14,,,,,,82.6,79.6,,,84.5,,88.3,,,,,,,,88.1,,,74,44.2,74.1,,87.7,,,,80.2,,,
Israel,ISR,2021-10-15,,,,,,82.6,79.6,,,84.6,,88.3,,,,,,,,88.1,,,74,44.2,74.2,,87.7,,,,80.2,,,
Israel,ISR,2021-10-16,,,,,,82.6,79.6,,,84.6,,88.3,,,,,,,,88.1,,,74,44.4,74.2,,87.7,,,,80.2,,,
Israel,ISR,2021-10-17,,,,,,82.6,79.7,,,84.6,,88.3,,,,,,,,88.1,,,74.1,44.5,74.3,,87.7,,,,80.3,,,
Israel,ISR,2021-10-18,,,,,,82.7,79.7,,,84.6,,88.3,,,,,,,,88.1,,,74.1,44.5,74.4,,87.7,,,,80.3,,,
Israel,ISR,2021-10-19,,,,,,82.7,79.7,,,84.6,,88.3,,,,,,,,88.2,,,74.1,44.7,74.4,,87.8,,,,80.3,,,
Israel,ISR,2021-10-20,,,,,,82.7,79.7,,,84.6,,88.3,,,,,,,,88.2,,,74.2,44.7,74.4,,87.8,,,,80.3,,,
Israel,ISR,2021-10-21,,,,,,82.7,79.7,,,84.6,,88.4,,,,,,,,88.2,,,74.2,45,74.5,,87.8,,,,80.3,,,
Israel,ISR,2021-10-22,,,,,,82.7,79.7,,,84.7,,88.4,,,,,,,,88.2,,,74.2,45.1,74.6,,87.8,,,,80.3,,,
Israel,ISR,2021-10-23,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,74.2,45.2,74.6,,87.8,,,,80.3,,,
Israel,ISR,2021-10-24,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,74.3,45.2,74.6,,87.8,,,,80.3,,,
Israel,ISR,2021-10-25,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,74.3,45.3,74.7,,87.8,,,,80.3,,,
Israel,ISR,2021-10-26,,,,,,82.7,79.8,,,84.7,,88.4,,,,,,,,88.2,,,74.3,45.6,74.8,,87.8,,,,80.3,,,
Israel,ISR,2021-10-27,,,,,,82.8,79.8,,,84.7,,88.4,,,,,,,,88.2,,,74.3,45.7,74.9,,87.8,,,,80.4,,,
Israel,ISR,2021-10-28,,,,,,82.8,79.9,,,84.7,,88.4,,,,,,,,88.3,,,74.3,45.8,74.9,,87.8,,,,80.4,,,
Israel,ISR,2021-10-29,,,,,,82.8,79.9,,,84.8,,88.5,,,,,,,,88.3,,,74.4,45.9,74.9,,87.9,,,,80.4,,,
Israel,ISR,2021-10-30,,,,,,82.8,79.9,,,84.8,,88.5,,,,,,,,88.3,,,74.4,45.9,75,,87.9,,,,80.4,,,
Israel,ISR,2021-10-31,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,74.5,46,75.1,,87.9,,,,80.4,,,
Israel,ISR,2021-11-01,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,74.5,46.2,75.2,,87.9,,,,80.4,,,
Israel,ISR,2021-11-02,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,74.6,46.2,75.2,,87.9,,,,80.4,,,
Israel,ISR,2021-11-03,,,,,,82.9,80,,,84.8,,88.5,,,,,,,,88.3,,,74.6,46.3,75.3,,87.9,,,,80.5,,,
Israel,ISR,2021-11-04,,,,,,82.9,80.1,,,84.9,,88.5,,,,,,,,88.3,,,74.6,46.3,75.3,,87.9,,,,80.5,,,
Israel,ISR,2021-11-05,,,,,,82.9,80.1,,,84.9,,88.5,,,,,,,,88.3,,,74.6,46.4,75.3,,87.9,,,,80.5,,,
Israel,ISR,2021-11-06,,,,,,82.9,80.1,,,84.9,,88.5,,,,,,,,88.3,,,74.6,46.4,75.3,,87.9,,,,80.5,,,
Israel,ISR,2021-11-07,,,,,,82.9,80.1,,,84.9,,88.6,,,,,,,,88.3,,,74.7,46.4,75.3,,87.9,,,,80.5,,,
Israel,ISR,2021-11-08,,,,,,83,80.1,,,84.9,,88.6,,,,,,,,88.3,,,74.7,46.6,75.5,,88,,,,80.5,,,
Israel,ISR,2021-11-09,,,,,,83,80.2,,,84.9,,88.6,,,,,,,,88.4,,,74.7,46.7,75.5,,88,,,,80.5,,,
Israel,ISR,2021-11-10,,,,,,83,80.2,,,84.9,,88.6,,,,,,,,88.4,,,74.7,46.7,75.6,,88,,,,80.5,,,
Israel,ISR,2021-11-11,,,,,,83,80.2,,,85,,88.6,,,,,,,,88.4,,,74.8,46.8,75.6,,88,,,,80.5,,,
Israel,ISR,2021-11-12,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,74.8,46.9,75.6,,88,,,,80.5,,,
Israel,ISR,2021-11-13,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,74.8,46.9,75.7,,88,,,,80.5,,,
Israel,ISR,2021-11-14,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,74.8,46.9,75.7,,88,,,,80.5,,,
Israel,ISR,2021-11-15,,,,,,83.1,80.2,,,85,,88.6,,,,,,,,88.4,,,74.9,47,75.7,,88,,,,80.5,,,
Israel,ISR,2021-11-16,,,,,,83.1,80.3,,,85,,88.6,,,,,,,,88.4,,,74.9,47,75.8,,88,,,,80.5,,,
Israel,ISR,2021-11-17,,,,,,83.1,80.3,,,85,,88.6,,,,,,,,88.4,,,74.9,47.1,75.8,,88,,,,80.5,,,
Israel,ISR,2021-11-18,,,,,,83.1,80.3,,,85,,88.6,,,,,,,,88.4,,,74.9,47.2,75.8,,88,,,,80.5,,,
Israel,ISR,2021-11-19,,,,,,83.2,80.3,,,85,,88.7,,,,,,,,88.4,,,75,47.2,75.9,,88,,,,80.6,,,
Israel,ISR,2021-11-20,,,,,,83.2,80.3,,,85,,88.7,,,,,,,,88.4,,,75,47.2,75.9,,88,,,,80.6,,,
Israel,ISR,2021-11-21,,,,,,83.2,80.3,,,85,,88.7,,,,,,,,88.4,,,75,47.2,75.9,,88,,,,80.6,,,
Israel,ISR,2021-11-22,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,75,47.4,75.9,,88.1,,,,80.6,,,
Israel,ISR,2021-11-23,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,75.1,47.4,76,,88.1,,,,80.6,,,
Israel,ISR,2021-11-24,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,75.1,47.5,76,,88.1,,,,80.6,,,
Israel,ISR,2021-11-25,,,,,,83.2,80.4,,,85.1,,88.7,,,,,,,,88.5,,,75.1,47.6,76.1,,88.1,,,,80.6,,,
Israel,ISR,2021-11-26,,,,,,83.3,80.5,,,85.1,,88.7,,,,,,,,88.5,,,75.1,47.6,76.1,,88.1,,,,80.6,,,
Israel,ISR,2021-11-27,,,,,,83.3,80.5,,,85.1,,88.7,,,,,,,,88.5,,,75.1,47.6,76.1,,88.1,,,,80.6,,,
Israel,ISR,2021-11-28,,,,,,83.3,80.5,,,85.1,,88.7,,,,,,,,88.5,,,75.1,47.6,76.1,0,88.1,,,,80.6,,,
Israel,ISR,2021-11-29,,,,,,83.3,80.5,,,85.1,,88.8,,,,,,,,88.5,,,75.2,47.7,76.1,0,88.1,,,,80.6,,,
Israel,ISR,2021-11-30,,,,,,83.3,80.5,,,85.2,,88.8,,,,,,,,88.5,,,75.2,47.7,76.2,0,88.1,,,,80.6,,,
Israel,ISR,2021-12-01,,,,,,83.3,80.5,,,85.2,,88.8,,,,,,,,88.5,,,75.2,47.8,76.2,0,88.1,,,,80.6,,,
Israel,ISR,2021-12-02,,,,,,83.3,80.6,,,85.2,,88.8,,,,,,,,88.5,,,75.3,47.8,76.2,0,88.1,,,,80.6,,,
Israel,ISR,2021-12-03,,,,,,83.3,80.6,,,85.2,,88.8,,,,,,,,88.5,,,75.3,47.8,76.2,0,88.1,,,,80.7,,,
Israel,ISR,2021-12-04,,,,,,83.3,80.6,,,85.2,,88.8,,,,,,,,88.5,,,75.3,47.9,76.2,0,88.2,,,,80.7,,,
